Nr,jaar,verbatimEventDate,eventDate2,day,month,year,eventDate,Gemeente,ADRES,Melder,X,Y,aantalBomen,gemiddeldAantalNestenPerBoom,Opmerkingen
EPR396,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,SINT-GILLIS-WAAS,Drielindenstraat 2,privé,135173,210520,,3,
EPR397,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,SINT-GILLIS-WAAS,Eeckbergstraat 19,privé,131571,214115,,2,
EPR398,2007,18/06/2007,18/06/2007,18,06,2007,2007-06-18,SINT-GILLIS-WAAS,Ettingestraat  (midden straat),Openbaar,130831,208853,,2,
EPR399,2007,9/06/2007,9/06/2007,09,06,2007,2007-06-09,SINT-GILLIS-WAAS,Fort Bedmarstraat 1,privé,132210,217169,,1,
EPR400,2007,9/06/2007,9/06/2007,09,06,2007,2007-06-09,SINT-GILLIS-WAAS,Fort Bedmarstraat 31,privé,132244,217495,,6,
EPR401,2007,9/06/2007,9/06/2007,09,06,2007,2007-06-09,SINT-GILLIS-WAAS,Fort Bedmarstraat 35,privé,132198,217539,,3,
EPR402,2007,9/06/2007,9/06/2007,09,06,2007,2007-06-09,SINT-GILLIS-WAAS,Fort Bedmarstraat 37,privé,132219,217565,,2,
EPR403,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,SINT-GILLIS-WAAS,Fort Bedmarstraat 39,privé,132234,217539,,8,
EPR404,2007,15/06/2007,15/06/2007,15,06,2007,2007-06-15,SINT-GILLIS-WAAS,Fort Bedmarstraat 41,privé,132253,217681,,4,
EPR405,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,SINT-GILLIS-WAAS,Hogenakkerstraat 63,privé,130305,215623,,1,
EPR406,2007,15/06/2007,15/06/2007,15,06,2007,2007-06-15,SINT-GILLIS-WAAS,Holstraat 12,privé,130613,212327,,2,
EPR407,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,SINT-GILLIS-WAAS,Holstraat 16,privé,130617,212350,,1,
EPR408,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,SINT-GILLIS-WAAS,Holstraat 56,privé,130698,212786,,1,
EPR409,2007,15/06/2007,15/06/2007,15,06,2007,2007-06-15,SINT-GILLIS-WAAS,Holstraat 7,privé,130532,212318,,2,
EPR410,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,SINT-GILLIS-WAAS,Houtvoortstraat 24 (sportcomplex),privé,132335,212434,,3,
EPR411,2007,23/05/2007,23/05/2007,23,05,2007,2007-05-23,SINT-GILLIS-WAAS,Kattestraat 3,privé,130578,212649,,6,
EPR412,2007,19/06/2007,19/06/2007,19,06,2007,2007-06-19,SINT-GILLIS-WAAS,Kemphoekstraat 24,privé,133611,212843,,4,
EPR413,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,SINT-GILLIS-WAAS,Klapdorp (midden straat),Openbaar,130712,209099,,1,
EPR414,2007,9/06/2007,9/06/2007,09,06,2007,2007-06-09,SINT-GILLIS-WAAS,Kolshoekstraat (midden straat),Openbaar,130328,213649,,15,
EPR415,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-GILLIS-WAAS,Kolshoekstraat (midden straat),Openbaar,130328,213649,,6,
EPR416,2007,26/06/2007,26/06/2007,26,06,2007,2007-06-26,SINT-GILLIS-WAAS,Lange Meersstraat 20,privé,134544,215595,,3,
EPR417,2007,31/05/2007,31/05/2007,31,05,2007,2007-05-31,SINT-GILLIS-WAAS,Margrietstraat 107,privé,134840,216069,,6,
EPR418,2007,30/05/2007,30/05/2007,30,05,2007,2007-05-30,SINT-GILLIS-WAAS,Margrietstraat 111,Openbaar,134859,216036,,50,
EPR419,2007,31/05/2007,31/05/2007,31,05,2007,2007-05-31,SINT-GILLIS-WAAS,Margrietstraat 111,Openbaar,134859,216036,,11,
EPR420,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-GILLIS-WAAS,Park Meerdonkdorp thv nr 1,privé,134516,216738,,1,
EPR421,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,SINT-GILLIS-WAAS,Potterstraat 155,privé,131806,208222,,1,
EPR422,2007,3/07/2007,3/07/2007,03,07,2007,2007-07-03,SINT-GILLIS-WAAS,Potterstraat 30,privé,131239,209228,,1,
EPR423,2007,15/06/2007,15/06/2007,15,06,2007,2007-06-15,SINT-GILLIS-WAAS,Reepstraat 163,privé,132248,212994,,3,
EPR424,2007,15/06/2007,15/06/2007,15,06,2007,2007-06-15,SINT-GILLIS-WAAS,Reepstraat 208,privé,130507,212962,,1,
EPR425,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,SINT-GILLIS-WAAS,Schuilhoekstraat 8,privé,135226,210664,,1,
EPR426,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,SINT-GILLIS-WAAS,Sint-Niklaasstraat 173,privé,134455,210356,,2,
EPR427,2007,9/06/2007,9/06/2007,09,06,2007,2007-06-09,SINT-GILLIS-WAAS,Trompwegel 27,privé,130206,215817,,1,
EPR428,2007,9/06/2007,9/06/2007,09,06,2007,2007-06-09,SINT-GILLIS-WAAS,Wijnstraat 11,privé,131855,209720,,3,
EPR429,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Beeldstraat 29,privé,137946,206481,,,
EPR430,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Beeldstraat 43,privé,134826,208647,,,
EPR431,2007,3/06/2007,3/06/2007,03,06,2007,2007-06-03,SINT-NIKLAAS,Begijnenstraat 100,privé,134438,207450,3,12,
EPR432,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,SINT-NIKLAAS,begin Jagersdreef komend van N70 (boom is gemarkeerd met bordje van stad),Openbaar,138048,208105,1,3,
EPR433,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,SINT-NIKLAAS,Bekelstraat 158,Openbaar,133921,208932,,,
EPR434,2007,15/06/2007,15/06/2007,15,06,2007,2007-06-15,SINT-NIKLAAS,Bekelstraat 27,Openbaar,134063,208195,1,1,
EPR435,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,SINT-NIKLAAS,Bekelstraat 37,privé,134012,208229,1,1,
EPR436,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,SINT-NIKLAAS,Bellestraat 82,privé,133822,208329,1,2,
EPR437,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,SINT-NIKLAAS,Bellestraat 84,privé,133820,208345,,,
EPR438,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,SINT-NIKLAAS,Belseledorp thv nr 114,Openbaar,130125,204012,,,"rechtover ""Belseels eethuisje"" in de kruin vermoedelijk oud nest??"
EPR439,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Belseledorp thv nr 7,Openbaar,130857,204118,,,
EPR440,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,SINT-NIKLAAS,Beukenlaan 16,privé,128640,203956,1,2,
EPR441,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,SINT-NIKLAAS,Bookmolenstraat 1,privé,131339,204137,1,1,
EPR442,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,SINT-NIKLAAS,"bos achter Krekelstraat 35, tuinbouwcentrum Polfliet",Openbaar,139196,207024,10,15,
EPR443,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Bosstraat  29,privé,129578,206561,1,1,
EPR444,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,SINT-NIKLAAS,Bosstraat  31,privé,129561,206250,1,1,
EPR445,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Bosstraat 11,privé,129536,205736,1,,
EPR446,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Bosstraat 13,privé,129536,205784,1,4,
EPR447,2007,15/06/2007,15/06/2007,15,06,2007,2007-06-15,SINT-NIKLAAS,Bosstraat 17,privé,129569,205870,3,,
EPR448,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Bosstraat 22,privé,129453,205797,1,,
EPR449,2007,18/06/2007,18/06/2007,18,06,2007,2007-06-18,SINT-NIKLAAS,Bosstraat 28,privé,129465,205922,1,,
EPR450,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,SINT-NIKLAAS,Bosstraat 38,privé,129501,206129,,2,
EPR451,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Bosstraat 39,privé,129524,206467,1,,
EPR452,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,SINT-NIKLAAS,Bosstraat 39a,privé,129519,206496,1,,
EPR453,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Bosstraat 40,privé,129494,206162,1,,
EPR454,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,SINT-NIKLAAS,Bosstraat 41,privé,129622,206504,,10,
EPR455,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Bosstraat 43,privé,129505,206561,1,,
EPR456,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Bosstraat 57,Openbaar,129480,206723,,,
EPR457,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,SINT-NIKLAAS,Bosstraat 58,privé,129029,206331,,,
EPR458,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,SINT-NIKLAAS,Bosstraat 64,privé,129352,206460,,,
EPR459,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,SINT-NIKLAAS,Bosstraat 64,privé,129352,206460,,,
EPR460,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,SINT-NIKLAAS,Bosstraat 68,privé,129396,206569,3,4,
EPR461,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,SINT-NIKLAAS,Bosstraat 68,privé,129396,206569,2,10,
EPR462,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,SINT-NIKLAAS,Bosstraat 72,privé,129413,206648,1,,
EPR463,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Bosstraat 74,privé,129400,206667,3,,
EPR464,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,SINT-NIKLAAS,Botermelkstraat 12,privé,133285,204334,1,3,
EPR465,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,SINT-NIKLAAS,Brandstraat 2A,privé,137536,204786,1,1,
EPR466,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,SINT-NIKLAAS,Brandstraat 53,privé,137556,205660,6,5,
EPR467,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,SINT-NIKLAAS,Brandstraat 53,Openbaar,137556,205660,1,1,
EPR468,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Breedstraat 126,privé,135606,206261,1,2,
EPR469,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Burmstraat 53c,privé,128785,205342,1,,
EPR470,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Burmstraat 55b,privé,128852,205353,1,,
EPR471,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Burmstraat 57b,privé,128887,205386,,,
EPR472,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Cadzandstraat rechtover nr 7 (vanaf nr 4 beetje verder),Openbaar,126181,207251,6,,
EPR473,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,SINT-NIKLAAS,Callaertstraat 33,privé,136281,207517,1,1,
EPR474,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,SINT-NIKLAAS,Dendermondsesteenweg 144 (dreef vanaf 140),privé,134752,203839,1,1,
EPR475,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Dendermondsesteenweg 192,privé,134651,203581,1,,
EPR476,2007,20/06/2007,20/06/2007,20,06,2007,2007-06-20,SINT-NIKLAAS,Edgard Tinelstraat 143,privé,127536,205876,1,,
EPR477,2007,30/05/2007,30/05/2007,30,05,2007,2007-05-30,SINT-NIKLAAS,Eeckhoornstraat 1,Openbaar,136916,207362,41,,
EPR478,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Eigenlostraat 106,privé,137347,204512,4,6,
EPR479,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,SINT-NIKLAAS,Eikenlaan 78,Openbaar,130086,206587,1,1,
EPR480,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,SINT-NIKLAAS,Eikenlaan 80,Openbaar,130080,206625,1,1,
EPR481,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,SINT-NIKLAAS,Eikenlaan 85,,130166,206510,,,
EPR482,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,SINT-NIKLAAS,Ettingstraat 6,privé,126211,206247,,,
EPR483,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,SINT-NIKLAAS,"Ettingstraat overkant huisnummer 6, eigendom Neerstraat 101",privé,126242,206197,2,2,
EPR484,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Europark Noord 1,privé,136264,206293,1,8,
EPR486,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,SINT-NIKLAAS,Galgstraat 29,privé,136853,204940,1,3,
EPR487,2007,25/06/2007,25/06/2007,25,06,2007,2007-06-25,SINT-NIKLAAS,Galgstraat 36,privé,136946,204988,,,
EPR488,2007,15/06/2007,15/06/2007,15,06,2007,2007-06-15,SINT-NIKLAAS,Galgstraat 5,privé,136786,205301,3,4,
EPR489,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Galgstraat 98,privé,137194,204519,2,4 à 5,
EPR490,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Gavermolenstraat 27,privé,136848,204960,,,
EPR491,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,SINT-NIKLAAS,Gentstraat 116,privé,130933,207613,2,2,
EPR492,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,SINT-NIKLAAS,Godsschalkstraat 55,privé,134826,208647,4,6,
EPR493,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Grote Baan 84,privé,138048,208306,,,
EPR494,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,SINT-NIKLAAS,Grote Baan 9,privé,137759,207645,1,20,
EPR495,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Grote Heimelinkstraat 40,privé,135666,207097,1,2,
EPR496,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Grote Heimelinkstraat 65,privé,135668,207407,1,1,
EPR497,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,SINT-NIKLAAS,Grote Heimelinkstraat 90,privé,135581,207420,1,1,
EPR498,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Gyselstraat 29,privé,136597,209501,1,2,
EPR499,2007,30/05/2007,30/05/2007,30,05,2007,2007-05-30,SINT-NIKLAAS,Gyselstraat 7,Openbaar,136637,209372,,,
EPR500,2007,1/06/2007,1/06/2007,01,06,2007,2007-06-01,SINT-NIKLAAS,Gyselstraat 41,Openbaar,136643,209585,,,"terrein achter sporthal Nieuwkerken, boom achter de toegangsweg"
EPR501,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,SINT-NIKLAAS,Haasdonkse Steenweg 141,Openbaar,138965,206653,2,2,
EPR502,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,SINT-NIKLAAS,Haneweestraat 36,privé,127556,203351,1,1,
EPR503,2007,26/06/2007,26/06/2007,26,06,2007,2007-06-26,SINT-NIKLAAS,Haneweestraat 37,privé,127205,203547,,,
EPR504,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Heidebaan 25,privé,136668,206510,1,5,
EPR505,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,SINT-NIKLAAS,Heimolenstraat 71,privé,133344,203775,,,
EPR506,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,SINT-NIKLAAS,Heimolenstraat 73,privé,133352,203723,1,1,
EPR507,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,SINT-NIKLAAS,Heimolenstraat 89,privé,133433,203658,,4,
EPR508,2007,15/06/2007,15/06/2007,15,06,2007,2007-06-15,SINT-NIKLAAS,Hellestraat 27,privé,125715,204448,1,1,
EPR509,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,SINT-NIKLAAS,Hertenstraat 48,privé,135512,204992,2,7,
EPR510,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Hoge Bokstraat 178,privé,132033,206575,1,1,
EPR511,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Hoge Heerweg 2,privé,136666,204099,1,7,
EPR512,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,SINT-NIKLAAS,Hogekouter 1 (achter de Syntra),privé,133075,204046,2,5,
EPR513,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Hoogstraat 235,privé,134026,208990,1,1,
EPR514,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,SINT-NIKLAAS,Hooimanstraat 96,Openbaar,128022,204775,1,1,
EPR515,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,SINT-NIKLAAS,Iepenstraat 52,privé,134899,207626,1,,
EPR516,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,SINT-NIKLAAS,Industriepark-Noord 1,privé,135977,203836,1,,
EPR517,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Industriepark-Noord 28,privé,134751,204108,,,
EPR518,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,SINT-NIKLAAS,Industriepark-Noord 28A,privé,135708,204208,1,3,
EPR519,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,SINT-NIKLAAS,Industriepark-Noord 28B,privé,135731,204217,7,15,
EPR520,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Industriepark-Noord rechtover nr 5a (Libridis),privé,135962,204179,,zeer veel,
EPR521,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Industriepark-West 65,privé,135395,203625,1,4,
EPR522,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,SINT-NIKLAAS,Industriepark-West 40 (thv Niko),privé,135631,203387,3,,
EPR523,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,SINT-NIKLAAS,Indutriepark-Noord 7,privé,136116,204227,7,28,
EPR524,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Prinses Josephine-Charlottelaan 121,privé,133668,204629,1,2,
EPR525,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Jagersdreef 12,privé,138199,208136,4,8,
EPR526,2007,27/06/2007,27/06/2007,27,06,2007,2007-06-27,SINT-NIKLAAS,Jagersdreef 12,privé,138199,208136,,,
EPR527,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,SINT-NIKLAAS,Jagersdreef 15,privé,138204,208054,2,2,
EPR528,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,SINT-NIKLAAS,Jagersdreef 23,privé,138277,208027,2,vele grote,
EPR529,2007,19/06/2007,19/06/2007,19,06,2007,2007-06-19,SINT-NIKLAAS,Jagersdreef 26,privé,138349,208097,1,2,
EPR530,2007,25/06/2007,25/06/2007,25,06,2007,2007-06-25,SINT-NIKLAAS,Jagersdreef 45,privé,138475,207948,1,1,
EPR531,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,SINT-NIKLAAS,Jagersdreef 47,privé,138500,207941,1,6,
EPR532,2007,27/06/2007,27/06/2007,27,06,2007,2007-06-27,SINT-NIKLAAS,Jagersdreef 47,privé,138500,207941,,,
EPR533,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,SINT-NIKLAAS,Kallohoekstraat 61,privé,136758,206889,,,
EPR534,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,SINT-NIKLAAS,Kernemelkstraat 67,privé,127433,204132,1,1,
EPR535,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Kernemelkstraat 77 (buitenverblijf met pony's),privé,127580,204023,1,1,
EPR536,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Kiemerstraat 138,privé,133730,202852,4,10,
EPR537,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,SINT-NIKLAAS,Kiemerstraat 44b,privé,134386,203406,2,4,
EPR538,2007,19/06/2007,19/06/2007,19,06,2007,2007-06-19,SINT-NIKLAAS,Kleemstraat 90b,privé,129963,205418,2,,
EPR539,2007,19/06/2007,19/06/2007,19,06,2007,2007-06-19,SINT-NIKLAAS,Kletterbosstraat 1,privé,137351,205922,2,2,
EPR540,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,SINT-NIKLAAS,Klokke Roelandlaan thv nr 15,Openbaar,127288,205828,4,4,
EPR541,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,SINT-NIKLAAS,Koutermolenstraat 108,privé,129163,204527,1,1,
EPR542,2007,20/06/2007,20/06/2007,20,06,2007,2007-06-20,SINT-NIKLAAS,Kuildamstraat 18,privé,133284,207635,1,1,
EPR543,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Lange Rekstraat 19,privé,137157,206625,1,,
EPR544,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Lange Rekstraat 46,privé,137399,206452,1,4,
EPR545,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Leestraat 26,privé,124543,204423,1,1,
EPR546,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Liniedreef thv nummer 2,Openbaar,124805,206928,1,1,
EPR547,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,SINT-NIKLAAS,Lokerse Baan 39,privé,129303,203435,1,1,
EPR548,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Lokerse Baan 50,privé,129350,203353,2,5,
EPR549,2007,19/06/2007,19/06/2007,19,06,2007,2007-06-19,SINT-NIKLAAS,Lokerse Baan 78,Openbaar,129204,203201,1,2,
EPR550,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,SINT-NIKLAAS,Luytentuitstraat 27,privé,126746,203675,2,1,
EPR551,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Marktstraat 192,privé,130312,207442,2,,
EPR552,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,SINT-NIKLAAS,Marktstraat 207,privé,130295,207313,1,vol,
EPR553,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,SINT-NIKLAAS,Marktstraat 211,privé,130284,207382,3,4,
EPR554,2007,22/05/2007,22/05/2007,22,05,2007,2007-05-22,SINT-NIKLAAS,Molenstraat 31d,privé,127984,205982,1,2,
EPR555,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,SINT-NIKLAAS,Nachtegalenlaan 5,,134100,207705,1,2,
EPR556,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,SINT-NIKLAAS,Nauwstraat 66,privé,131409,207441,1,1,
EPR557,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Nieuwe Baan 137,privé,132299,204087,1,1,
EPR558,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,SINT-NIKLAAS,Olmenstraat 21,privé,134912,208474,2,5 à 6,
EPR559,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,SINT-NIKLAAS,Olmenstraat 25,privé,134860,208461,3,6 à 6,
EPR560,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Olmenstraat 27,privé,134833,208445,1,2,
EPR561,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,SINT-NIKLAAS,Oude Baan 67,privé,129089,203383,1,1,
EPR562,2007,3/06/2007,3/06/2007,03,06,2007,2007-06-03,SINT-NIKLAAS,Paddeschootdreef 21,privé,133250,206577,1,1,
EPR563,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Waasmunsterse steenweg (parking begraafplaats Heimolen),Openbaar,133885,202343,1,,
EPR564,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,SINT-NIKLAAS,Parklaan  (midden vd straat),privé,134704,205427,1,1,
EPR565,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Passtraat 198,privé,136200,206577,,,
EPR566,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Passtraat 200,Openbaar,136211,206568,1,10,
EPR567,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Passtraat 200,privé,136207,206568,,,
EPR568,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,SINT-NIKLAAS,Passtraat 212,privé,136258,206557,2,13,
EPR569,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,SINT-NIKLAAS,Passtraat 266,privé,136534,206246,1,5,
EPR570,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Passtraat 266,privé,136534,206246,,,
EPR571,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,SINT-NIKLAAS,Passtraat 366,privé,136797,205813,1,8,
EPR572,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Passtraat dreef 198,privé,136200,206579,,,
EPR573,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,SINT-NIKLAAS,Pastorijstraat 33,privé,136413,209310,3,3,
EPR574,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Pater Christoffelstraat 9,privé,128704,203656,9,20,
EPR575,2007,15/06/2007,15/06/2007,15,06,2007,2007-06-15,SINT-NIKLAAS,Patersbos  (midden vd straat),privé,131989,207549,4,4,
EPR576,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,SINT-NIKLAAS,Pattoterij 4,privé,129696,202540,1,1,
EPR577,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Populierenstraat 9,privé,128160,204368,2,6,
EPR578,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Puytvoet (domein),Openbaar,135623,203916,1,,
EPR579,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,SINT-NIKLAAS,Puytvoetdomein (midden vd straat),Openbaar,135303,203861,,11,
EPR580,2007,15/06/2007,15/06/2007,15,06,2007,2007-06-15,SINT-NIKLAAS,Puitvoetstraat 125,privé,135589,204064,2,2,
EPR581,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,SINT-NIKLAAS,Puitvoetstraat 77,privé,135417,204163,1,1,
EPR582,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Puyveldestraat 19,privé,128620,208291,,,
