Nr,jaar,verbatimEventDate,eventDate2,day,month,year,eventDate,Gemeente,ADRES,Melder,X,Y,aantalBomen,gemiddeldAantalNestenPerBoom,Opmerkingen
EPR781,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,WAASMUNSTER,Sijpstraat 40,privé,127028,199995,,,
EPR782,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,WAASMUNSTER,Smoorstraat 1,privé,132896,200358,,,
EPR783,2007,31/05/2007,31/05/2007,31,05,2007,2007-05-31,WAASMUNSTER,Smoorstraat 5,privé,132887,200332,1,,
EPR784,2007,2/06/2007,2/06/2007,02,06,2007,2007-06-02,WAASMUNSTER,Smoorstraat 5,privé,132894,200332,,,
EPR785,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,WAASMUNSTER,Sousbeekstraat 10,privé,127653,199944,,,
EPR786,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,WAASMUNSTER,Sousbeekstraat 73,privé,127338,200460,,,
EPR787,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,WAASMUNSTER,Sportstraat 1,privé,132862,200359,,,
EPR788,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,WAASMUNSTER,Sportstraat 13,privé,132741,200360,,,
EPR789,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,WAASMUNSTER,Stationsstraat 19,privé,130803,200315,,,
EPR790,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,WAASMUNSTER,Ten Rijendreef midden straat,openbaar,127502,199172,,,
EPR791,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,WAASMUNSTER,Van Eyckpark 11,privé,132371,203118,1,,
EPR792,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,WAASMUNSTER,Van Eyckpark 13,privé,132412,203118,,,
EPR793,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,WAASMUNSTER,Van Eyckpark 47,privé,132393,203325,,,
EPR794,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,WAASMUNSTER,Van Eyckpark 49,privé,132411,203295,,,
EPR795,2007,2/06/2007,2/06/2007,02,06,2007,2007-06-02,WAASMUNSTER,Van Eyckpark 6,privé,132474,202934,,,
EPR796,2007,21/06/2007,21/06/2007,21,06,2007,2007-06-21,WAASMUNSTER,Veldstraat midden straat,Openbaar,133307,201136,,,
EPR797,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,WAASMUNSTER,Vinkenlaan 13,privé,129993,201847,,,
EPR798,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,WAASMUNSTER,Vinkenlaan 19,privé,130087,201819,,,
EPR799,2007,31/05/2007,31/05/2007,31,05,2007,2007-05-31,WAASMUNSTER,Vinkenlaan 23,privé,130104,201870,,,
EPR800,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,WAASMUNSTER,Vinkenlaan 23,privé,130104,201870,,,
EPR801,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,WAASMUNSTER,Vinkenlaan 28,privé,130153,201952,,,
EPR802,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,WAASMUNSTER,Vinkenlaan 34,privé,130353,201813,2,,
EPR803,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,WAASMUNSTER,Vinkenlaan/Fazantenlaan,openbaar,130438,201739,,,
EPR804,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,WAASMUNSTER,Vortekoestraat (aan spoorweg),openbaar,127154,202474,,,
EPR805,2007,21/06/2007,21/06/2007,21,06,2007,2007-06-21,WAASMUNSTER,Vortekoestraat 161,privé,127245,202516,1,,
EPR806,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,WAASMUNSTER,Wareslagestraat 101,privé,131149,199863,,,
EPR807,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,WACHTEBEKE,Gebroerders Naudtslaan (omgeving Kloosterbos) midden laan,Openbaar,112795,208356,1,,
EPR808,2007,9/06/2007,9/06/2007,09,06,2007,2007-06-09,WACHTEBEKE,Melkerijstraat 62,privé,114635,207610,1,,
EPR809,2007,15/06/2007,15/06/2007,15,06,2007,2007-06-15,WACHTEBEKE,N449 (weg naast Kloosterbos),Openbaar,112819,208363,1,,
EPR810,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,WACHTEBEKE,Parallelweg noord N49/E34tussen Langelede (en Ramonshoek),Openbaar,114194,208778,10-tal,,
EPR811,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,WACHTEBEKE,Parallelweg noord N49/E34tussen Langelede en Ramonshoek,Openbaar,115879,208793,10-tal,,
EPR812,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,WACHTEBEKE,Parallelweg zuid N49/E34 tussen Langelede en Kloosterbos,openbaar,113142,209244,15,grote nesten,
EPR813,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,WACHTEBEKE,Parallelweg zuid N49/E34 tussen Ramonshoek (en Catharinastraat),Openbaar,115861,208721,3,,
EPR814,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,WACHTEBEKE,Parallelweg zuid N49/E34 tussen Ramonshoek en Catharinastraat,Openbaar,114974,208584,3,,
EPR815,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,WACHTEBEKE,Peene 6,privé,116122,206924,1,,
EPR816,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,WACHTEBEKE,Puyenbroeck:  picknickplaatsen thv bloemenpark,Openbaar,115802,204086,1,,
EPR817,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,WACHTEBEKE,Puyenbroeck: containerplaats aan inrit van camping,Openbaar,116458,205033,1,,
EPR818,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,WACHTEBEKE,Puyenbroeck: Craenendam + parking restaurant,prov dom,115721,204912,5,,
EPR819,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,WACHTEBEKE,Puyenbroeck: in de buurt van natuuratelier,Openbaar,116095,204326,1,,
EPR820,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,WACHTEBEKE,"Puyenbroeck: langsheen oprit naar camping toe, vooraan in bosperceel",Openbaar,116489,204879,5,,
EPR821,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,WACHTEBEKE,Puyenbroeck: Swijnscotdreef,Openbaar,116758,203902,3,,
EPR822,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,WACHTEBEKE,Puyenbroeck: thv molenstenen ligweide,Openbaar,116272,204572,1,,
EPR823,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,WACHTEBEKE,Puyenbroeck: Verbindingstraat Parking 1,prov dom,115353,204906,4,,
EPR824,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,WACHTEBEKE,Puyenbroeck: Zuidlededam thv loods,Openbaar,114932,204405,1,,
EPR825,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,WACHTEBEKE,Stationsstraat 165,privé,115036,207634,1,,
EPR826,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,ZELE,A. Van Der Moerenstraat midden straat,Openbaar,128330,196445,1,8,
EPR827,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,ZELE,Alice Nahonstraat midden straat,privé,126719,194142,1,1,
EPR828,2007,30/05/2007,30/05/2007,30,05,2007,2007-05-30,ZELE,Baaikensstraat,Openbaar,127559,196790,7,,
EPR829,2007,30/05/2007,30/05/2007,30,05,2007,2007-05-30,ZELE,Baaikensstraat (buffer),Openbaar,127908,196830,1,,
EPR830,2007,22/05/2007,22/05/2007,22,05,2007,2007-05-22,ZELE,Beekstraat,privé,128301,197829,verschillende,verschillende,
EPR831,2007,26/05/2007,26/05/2007,26,05,2007,2007-05-26,ZELE,Begijnhof 7,privé,126153,195096,1,,
EPR832,2007,31/05/2007,31/05/2007,31,05,2007,2007-05-31,ZELE,Burg. K. Van Ackerwijk 297,privé,126368,194564,,,
EPR833,2007,1/06/2007,1/06/2007,01,06,2007,2007-06-01,ZELE,Cederlaan 13 (kleuterschool),Openbaar,126295,196205,1,,
EPR834,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,ZELE,Collegestraat thv huisnr 15,Openbaar,127162,195013,1,,
EPR835,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,ZELE,Dendermondebaan 114,privé,127715,194950,1,,
EPR836,2007,2/06/2007,2/06/2007,02,06,2007,2007-06-02,ZELE,Dendermondebaan 150,privé,127791,194833,,,
EPR837,2007,29/05/2007,29/05/2007,29,05,2007,2007-05-29,ZELE,Dijkstraat (RWZI),Openbaar,127558,192829,6,,
EPR838,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,ZELE,Dokter Victor Van Cauterenstraat 28,privé,127358,195455,,,
EPR839,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,ZELE,Driesstraat (ingang sportplein),Openbaar,126431,195543,5,10,
EPR840,2007,1/06/2007,1/06/2007,01,06,2007,2007-06-01,ZELE,Durmen 228D,privé,128419,197438,1,,
EPR841,2007,30/05/2007,30/05/2007,30,05,2007,2007-05-30,ZELE,Eekstraat (bosje scoutsterrein),Openbaar,125475,194817,3,,
EPR842,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,ZELE,Elsstraat 12,privé,126555,195602,1,,
EPR843,2007,28/05/2007,28/05/2007,28,05,2007,2007-05-28,ZELE,"Elststraat, ingang sportvelden Ter Elst",openbaar,126422,195601,16,,
EPR844,2007,28/05/2007,28/05/2007,28,05,2007,2007-05-28,ZELE,"Elststraat, sport- en recreatiepark Ter Elst",Openbaar,126358,195663,10,,
EPR845,2007,1/06/2007,1/06/2007,01,06,2007,2007-06-01,ZELE,Filip De Pillecijnstraat 32,privé,126523,194324,1,,
EPR846,2007,29/05/2007,29/05/2007,29,05,2007,2007-05-29,ZELE,Gentsesteenweg (rotonde),Openbaar,125179,194142,1,,
EPR847,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,ZELE,Gentsesteenweg 273,privé,124034,193870,4,4,
EPR848,2007,19/06/2007,19/06/2007,19,06,2007,2007-06-19,ZELE,Gentsesteenweg 273,privé,124028,193867,1,2,
EPR849,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,ZELE,Gentsesteenweg 92,privé,125592,194550,2,,
EPR850,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,ZELE,Hansevelde 2,privé,129445,195234,1,,
EPR851,2007,31/05/2007,31/05/2007,31,05,2007,2007-05-31,ZELE,Hansevelde 71,privé,129802,195521,1,,
EPR852,2007,2/06/2007,2/06/2007,02,06,2007,2007-06-02,ZELE,Hansevelde 99,privé,129992,195613,1,,
EPR853,2007,26/06/2007,26/06/2007,26,06,2007,2007-06-26,ZELE,Hansevelde 99,privé,129994,195611,1,1,
EPR854,2007,29/05/2007,29/05/2007,29,05,2007,2007-05-29,ZELE,Haststraat (openbare weg achteraan Kamershoek 177),Openbaar,124945,192570,2,,
EPR855,2007,29/05/2007,29/05/2007,29,05,2007,2007-05-29,ZELE,Heilig-Hartplein 9 (VP-plein),Openbaar,126852,195531,1,,
EPR856,2007,29/05/2007,29/05/2007,29,05,2007,2007-05-29,ZELE,Hendrik Consciencestraat (wijkplein),Openbaar,126468,194471,1,,
EPR857,2007,30/05/2007,30/05/2007,30,05,2007,2007-05-30,ZELE,Hoekstraat (laan naar pompstation),Openbaar,126785,197698,10,,
EPR858,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,ZELE,Hoekstraat 103,privé,127038,198221,,,
EPR859,2007,1/06/2007,1/06/2007,01,06,2007,2007-06-01,ZELE,Hoekstraat 26,privé,126788,197358,2,,
EPR860,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,ZELE,Hoekstraat 46,privé,126782,197496,2,,
EPR861,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,ZELE,Huivelde 224,privé,129462,195092,1,,
EPR862,2007,30/05/2007,30/05/2007,30,05,2007,2007-05-30,ZELE,Kamershoek 171,Openbaar,124782,192634,1,,
EPR863,2007,31/05/2007,31/05/2007,31,05,2007,2007-05-31,ZELE,Koelaarstraat 21,Openbaar,126449,196582,10,,
EPR864,2007,2/06/2007,2/06/2007,02,06,2007,2007-06-02,ZELE,Koevliet 8 (rusthuis De Vliet),privé,126075,195244,,,
EPR865,2007,16/06/2007,16/06/2007,16,06,2007,2007-06-16,ZELE,Kouterstraat 126,privé,125997,194979,1,3,
EPR866,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,ZELE,Kouterstraat 162,privé,125857,194913,1,,
EPR867,2007,15/06/2007,15/06/2007,15,06,2007,2007-06-15,ZELE,Kouterstraat 162,privé,125861,194908,1,1,
EPR868,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,ZELE,Kromme Heistraat midden straat,Openbaar,123288,194371,4,,
EPR869,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,ZELE,Kruisstraat 21,privé,127981,195080,?,,
EPR870,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,ZELE,Langemuntstraat 42,privé,126569,195540,1,3,
EPR871,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,ZELE,Langestraat 132,privé,126785,194633,1,,
EPR872,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,ZELE,Langestraat 132,privé,126780,194631,1,1,
EPR873,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,ZELE,Langevelde 59,privé,128757,196136,1,,
EPR874,2007,30/05/2007,30/05/2007,30,05,2007,2007-05-30,ZELE,Lindestraat,privé,128028,195985,4,,
EPR875,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,ZELE,Mespeleir 12,privé,129554,196490,1,,
EPR876,2007,30/05/2007,30/05/2007,30,05,2007,2007-05-30,ZELE,Neereindestraat (Waterstraat naar St-Antonius),Openbaar,129007,194550,7,,
EPR877,2007,31/05/2007,31/05/2007,31,05,2007,2007-05-31,ZELE,Noord Langestraat (openbare weg),Openbaar,129365,196153,2,,
EPR878,2007,31/05/2007,31/05/2007,31,05,2007,2007-05-31,ZELE,Noord Langestraat 14,privé,129739,195570,1,,
EPR879,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,ZELE,Ommegangstraat 27,privé,127429,194934,1,2,
EPR880,2007,9/06/2007,9/06/2007,09,06,2007,2007-06-09,ZELE,Ommegangstraat 67,privé,127133,194818,1,1,
EPR881,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,ZELE,Ommegangstraat 9,privé,127565,195035,1,,
EPR882,2007,29/05/2007,29/05/2007,29,05,2007,2007-05-29,ZELE,Paardekop,Openbaar,126710,193455,1,,
EPR883,2007,29/05/2007,29/05/2007,29,05,2007,2007-05-29,ZELE,Paul Van Ostaijenstraat thv huisnr 21,Openbaar,126441,194270,1,,
EPR884,2007,1/06/2007,1/06/2007,01,06,2007,2007-06-01,ZELE,Paul Van Ostaijenstraat 20,Openbaar,126373,194357,verschillende,,
EPR885,2007,30/05/2007,30/05/2007,30,05,2007,2007-05-30,ZELE,Pieter Gorusstraat (Waterstraat naar N47),Openbaar,128413,194068,17,,
EPR886,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,ZELE,Rinkhout 110A,privé,128010,195257,1,,
EPR887,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,ZELE,Rinkhout 165,privé,127996,195296,1,,
EPR888,2007,2/06/2007,2/06/2007,02,06,2007,2007-06-02,ZELE,Rinkhout 168,privé,128293,195655,3,,
EPR889,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,ZELE,Rinkhout 172,privé,128257,195699,1,,
EPR890,2007,31/05/2007,31/05/2007,31,05,2007,2007-05-31,ZELE,Rinkhout 75,privé,127707,195366,4,,
EPR891,2007,15/06/2007,15/06/2007,15,06,2007,2007-06-15,ZELE,Scheldestraat midden straat,Openbaar,126819,193394,verschillende,,
EPR892,2007,28/05/2007,28/05/2007,28,05,2007,2007-05-28,ZELE,St-Ludgerusdries (openbare parking),openbaar,126491,195524,17,,
EPR893,2007,30/05/2007,30/05/2007,30,05,2007,2007-05-30,ZELE,Textielstraat,Openbaar,127947,195817,3,,
EPR894,2007,29/05/2007,29/05/2007,29,05,2007,2007-05-29,ZELE,Veldeken (rotonde),Openbaar,128153,194226,1,,
EPR895,2007,22/05/2007,22/05/2007,22,05,2007,2007-05-22,ZELE,Veldeken 9,privé,128077,194127,6,verschillende,
EPR896,2007,30/05/2007,30/05/2007,30,05,2007,2007-05-30,ZELE,Waterstraat,Openbaar,128621,194242,19,,
EPR897,2007,31/05/2007,31/05/2007,31,05,2007,2007-05-31,ZELE,Wezepoelstraat 11,privé,125823,194902,,,
EPR898,2007,1/06/2007,1/06/2007,01,06,2007,2007-06-01,ZELE,Wezepoelstraat 69,privé,125673,195076,1,,
EPR899,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,ZELE,Zevensterrestraat (thv kinderkerkhof),Openbaar,127359,196260,1,,
EPR900,2007,9/06/2007,9/06/2007,09,06,2007,2007-06-09,ZELZATE,Assenedesteenweg 106,privé,109527,210167,,,
EPR901,2007,9/06/2007,9/06/2007,09,06,2007,2007-06-09,ZELZATE,Assenedesteenweg 261,privé,108898,210463,,,
EPR902,2008,5/07/2008,5/07/2008,05,07,2008,2008-07-05,BEVEREN,Appelstraat 54,Privé,143683,210892,1,3,
EPR903,2008,17/06/2008,17/06/2008,17,06,2008,2008-06-17,BEVEREN,Eikenlaan (midden Eikenlaan),Openbaar,143561,211748,10,21,
EPR904,2008,17/06/2008,17/06/2008,17,06,2008,2008-06-17,BEVEREN,"Zwarte Dreef 2, Cortewalle park hangbrug",Openbaar,142766,211547,3,6,
EPR905,2008,17/06/2008,17/06/2008,17,06,2008,2008-06-17,BEVEREN,"Zwarte Dreef 2, Cortewalle park ijskelder",Openbaar,142674,211534,4,6,
EPR906,2008,17/06/2008,17/06/2008,17,06,2008,2008-06-17,BEVEREN,Cortewalledreef thv Verlatdreef,Openbaar,142751,211038,1,2,
EPR907,2008,17/06/2008,17/06/2008,17,06,2008,2008-06-17,BEVEREN,Dennenlaan 35,Privé,139175,208000,1,1,
EPR908,2008,17/06/2008,17/06/2008,17,06,2008,2008-06-17,BEVEREN,Emiel Hullebroeckstraat 20,Privé,140257,211183,1,2,
EPR909,2008,17/06/2008,17/06/2008,17,06,2008,2008-06-17,BEVEREN,Floralaan 35a (speelplein Bartje),Openbaar,142261,212471,1,3,
EPR910,2008,16/07/2008,16/07/2008,16,07,2008,2008-07-16,BEVEREN,Glazenleeuwstraat 128,Privé,141307,212180,1,2,
EPR911,2008,17/06/2008,17/06/2008,17,06,2008,2008-06-17,BEVEREN,Gravendreef-Kleinebosweg,Openbaar,142378,211122,1,3,
EPR912,2008,17/06/2008,17/06/2008,17,06,2008,2008-06-17,BEVEREN,Kallobaan 1 (Sint-Maarten bovenschool),Privé,142265,211756,1,1,
EPR913,2008,11/06/2008,11/06/2008,11,06,2008,2008-06-11,BEVEREN,Klapperstraat 213,Privé,141407,211576,1,2,
EPR914,2008,17/06/2008,17/06/2008,17,06,2008,2008-06-17,BEVEREN,Klapperstraat krachtbal,Openbaar,141195,211225,7,10,
EPR915,2008,17/06/2008,17/06/2008,17,06,2008,2008-06-17,BEVEREN,Klapperstraat zwembad,Openbaar,141198,211344,3,5,
EPR916,2008,17/06/2008,17/06/2008,17,06,2008,2008-06-17,BEVEREN,Kouterstraat 135,Privé,136676,212017,2,3,
EPR917,2008,25/06/2008,25/06/2008,25,06,2008,2008-06-25,BEVEREN,Kruisstraat 55,Privé,139528,209440,1,2,
EPR918,2008,17/06/2008,17/06/2008,17,06,2008,2008-06-17,BEVEREN,Luitenant Van Eepoelstraat 173,Privé,142680,212569,1,2,
EPR919,2008,25/06/2008,25/06/2008,25,06,2008,2008-06-25,BEVEREN,Melselestraat 54,Privé,141288,208416,2,3,
EPR920,2008,23/06/2008,23/06/2008,23,06,2008,2008-06-23,BEVEREN,Middenheide 84,Privé,140467,210528,1,1,
EPR921,2008,17-23/06/2008,23/06/2008,23,06,2008,2008-06-23,BEVEREN,Mosselbank 30,Privé,138510,212170,1,4,
EPR922,2008,20/06/2008,20/06/2008,20,06,2008,2008-06-20,BEVEREN,Piet Stautstraat 73,Privé,142319,210477,1,2,
EPR923,2008,17/06/2008,17/06/2008,17,06,2008,2008-06-17,BEVEREN,Poerdam 7 (voetbalplein),Openbaar,141006,208206,2,3,
EPR924,2008,11/06/2008,11/06/2008,11,06,2008,2008-06-11,BEVEREN,Ruiterstraat (midden Ruiterstraat),Privé,136190,215335,1,1,
EPR925,2008,23/06/2008,23/06/2008,23,06,2008,2008-06-23,BEVEREN,Spaans Fort 52,Privé,137862,217097,1,1,
EPR926,2008,17/06/2008,17/06/2008,17,06,2008,2008-06-17,BEVEREN,Willem Van Doornyckstraat 99,Privé,140512,207773,1,2,
EPR927,2008,1-2/07/2008,2/07/2008,02,07,2008,2008-07-02,BEVEREN,Zandstraat 234,Privé,140712,209456,1,1,
EPR928,2008,3/06/2008,3/06/2008,03,06,2008,2008-06-03,Buggenhout,Achter De Boskapel 1,privé,138811,187307,1,3,
EPR929,2008,19/06/2008,19/06/2008,19,06,2008,2008-06-19,Buggenhout,Bergveld 36,privé,137082,190846,1,3,
EPR930,2008,3/06/2008,3/06/2008,03,06,2008,2008-06-03,Buggenhout,Beukenstraat 158,privé,136386,190417,2,7,
EPR931,2008,17/07/2008,17/07/2008,17,07,2008,2008-07-17,Buggenhout,Bosdreef 85,privé,138899,188842,1,1,
EPR932,2008,jun/08,01/06/2008,01,06,2008,2008-06-01,Buggenhout,Bovendonkstraat 121,privé,137885,188228,1,2,
EPR933,2008,26/05/2008,26/05/2008,26,05,2008,2008-05-26,Buggenhout,Brede Eik 1,privé,137109,190680,1,7,
EPR934,2008,16/05/2008,16/05/2008,16,05,2008,2008-05-16,Buggenhout,Collegestraat 1,openbaar,137679,189101,1,1,
EPR935,2008,17/06/2008,17/06/2008,17,06,2008,2008-06-17,Buggenhout,Genthof 4,privé,135802,190427,1,3,
EPR936,2008,25/05/2008,25/05/2008,25,05,2008,2008-05-25,Buggenhout,Hoogweg 27,privé,140023,190019,1,,
EPR937,2008,24/07/2008,24/07/2008,24,07,2008,2008-07-24,Buggenhout,Hoogweg 74,privé,140053,189819,,,
EPR938,2008,29/07/2008,29/07/2008,29,07,2008,2008-07-29,Buggenhout,Hooilaart 29,privé,137266,190068,,,
EPR939,2008,11/06/2008,11/06/2008,11,06,2008,2008-06-11,Buggenhout,Kalkenstraat 256,privé,137047,187103,1,1,
EPR940,2008,15/05/2008,15/05/2008,15,05,2008,2008-05-15,Buggenhout,Kamerstraat 68,privé,138114,190033,1,,
EPR941,2008,4/06/2008,4/06/2008,04,06,2008,2008-06-04,Buggenhout,Lentepark 66,privé,138801,188920,niet,,
EPR942,2008,3/06/2008,3/06/2008,03,06,2008,2008-06-03,Buggenhout,Lijnsebossen 1,privé,136494,189192,4,8,
EPR943,2008,10/06/2008,10/06/2008,10,06,2008,2008-06-10,Buggenhout,Platteput 16,openbaar,137491,189095,2,2,
EPR944,2008,19/06/2008,19/06/2008,19,06,2008,2008-06-19,Buggenhout,Stenenstraat (weide) (midden straat),privé,137037,187306,1,1,
EPR945,2008,2/06/2008,2/06/2008,02,06,2008,2008-06-02,Buggenhout,Ter Hoeven 9,privé,135445,188732,2,11,
EPR946,2008,23/06/2008,23/06/2008,23,06,2008,2008-06-23,DENDERMONDE,Baasrodestraat 228,privé,133882,192161,5,5,
EPR947,2008,23/06/2008,23/06/2008,23,06,2008,2008-06-23,DENDERMONDE,Baasrodestraat 84,privé,134804,192152,1,15,
EPR948,2008,24/06/2008,24/06/2008,24,06,2008,2008-06-24,DENDERMONDE,Bakkerstraat 239,privé,130933,194192,2,5,
EPR949,2008,23/06/2008,23/06/2008,23,06,2008,2008-06-23,DENDERMONDE,Bookmolenstraat 232,privé,134954,190758,5,25,
EPR950,2008,23/06/2008,23/06/2008,23,06,2008,2008-06-23,DENDERMONDE,Bookmolenstraat 234,privé,134971,190763,1,4,
EPR951,2008,24/06/2008,24/06/2008,24,06,2008,2008-06-24,DENDERMONDE,Broekkantstraat tussen 296 en 298,privé,134874,192398,1,0,
EPR952,2008,23/06/2008,23/06/2008,23,06,2008,2008-06-23,DENDERMONDE,Broekstraat 52,privé,134331,192303,1,5,
EPR953,2008,23/06/2008,23/06/2008,23,06,2008,2008-06-23,DENDERMONDE,Broekstraat 67,privé,134392,192315,1,5,
EPR954,2008,24/06/2008,24/06/2008,24,06,2008,2008-06-24,DENDERMONDE,Gentsesteenweg 129,privé,130049,191309,9,11,
EPR955,2008,18/06/2008,18/06/2008,18,06,2008,2008-06-18,DENDERMONDE,Heirstraat 61 (gemeenteschool),openbaar,128322,191115,2,7,
EPR956,2008,24/06/2008,24/06/2008,24,06,2008,2008-06-24,DENDERMONDE,Hekkestraat 17,privé,130700,194153,nt,,
EPR957,2008,26/06/2008,26/06/2008,26,06,2008,2008-06-26,DENDERMONDE,Koning Albertstraat 45,privé,132098,189875,1,1,
EPR958,2008,30/06/2008,30/06/2008,30,06,2008,2008-06-30,DENDERMONDE,Leopold II-laan 70,privé,131626,191072,1,14,
EPR959,2008,26/06/2008,26/06/2008,26,06,2008,2008-06-26,DENDERMONDE,Meibosstraat (midden straat),openbaar,135129,192230,1,1,
EPR960,2008,18/06/2008,18/06/2008,18,06,2008,2008-06-18,DENDERMONDE,Mespelarestraat 13,privé,128326,187686,2,3,
EPR961,2008,18/06/2008,18/06/2008,18,06,2008,2008-06-18,DENDERMONDE,Mespelarestraat 17,privé,128341,187652,2,5,
EPR962,2008,18/06/2008,18/06/2008,18,06,2008,2008-06-18,DENDERMONDE,Plesbosstraat 2,privé,126008,187154,2,9,
EPR963,2008,26/06/2008,26/06/2008,26,06,2008,2008-06-26,DENDERMONDE,Putteveld 8,privé,133097,190779,2,5,
EPR964,2008,18/06/2008,18/06/2008,18,06,2008,2008-06-18,DENDERMONDE,Singelweg 57,privé,128455,187223,2,9,
EPR965,2008,24/06/2008,24/06/2008,24,06,2008,2008-06-24,DENDERMONDE,Sint-Onolfsdijk 17,privé,130703,192352,1,5,
EPR966,2008,18/06/2008,18/06/2008,18,06,2008,2008-06-18,DENDERMONDE,Steenweg van Aalst (korfbal),openbaar,128952,190910,3,5,
EPR967,2008,24/06/2008,24/06/2008,24,06,2008,2008-06-24,DENDERMONDE,Steenweg van Grembergen 29,privé,131179,192047,1,4,
EPR968,2008,24/06/2008,24/06/2008,24,06,2008,2008-06-24,DENDERMONDE,Veldlaan 25,openbaar,130670,193130,1,3,
EPR969,2008,26/06/2008,26/06/2008,26,06,2008,2008-06-26,DENDERMONDE,Volaardestraat 102,privé,133957,189582,1,0,
EPR970,2008,24/06/2008,24/06/2008,24,06,2008,2008-06-24,DENDERMONDE,Voortweg,openbaar,132217,193214,17,24,
EPR971,2008,18/06/2008,18/06/2008,18,06,2008,2008-06-18,DENDERMONDE,Vrankrijkstraat 97,privé,125721,187450,1,1,
EPR972,2008,26/06/2008,26/06/2008,26,06,2008,2008-06-26,DENDERMONDE,Vriesenrot (midden straat),privé,133222,191548,1,1,
EPR973,2008,26/30-06-08,30/06/2008,30,06,2008,2008-06-30,DENDERMONDE,Wolvestraat 15,privé,133887,191563,,,
EPR974,2008,18/06/2008,18/06/2008,18,06,2008,2008-06-18,DENDERMONDE,Zandstraat 103,privé,128907,191199,5,12,
EPR975,2008,22/05/2008,22/05/2008,22,05,2008,2008-05-22,HAMME,Achterthof 35A,privé,133859,198541,1,2,
EPR976,2008,22/05/2008,22/05/2008,22,05,2008,2008-05-22,HAMME,Heirbaan 1,privé,130690,198039,1,1,
