WaarnemerNaam1;WaarnemerNaam2;WaarnemerNaam3;PoelCode;Datum;SoortNaamNl;Exuvium;Teneral;Mannetje;Wijfje;Adult onbepaald;Tandem;Eiafzettend;Opmerking_Poel;Opmerking_Soort
Ward Vercruysse;;;CAB_020;20/05/2014;Lantaarntje;;;;;3;;;;
Ward Vercruysse;;;CAB_020;3/07/2014;Bloedrode heidelibel;;;7;2;;;;;
Ward Vercruysse;;;CAB_020;4/08/2014;Bloedrode heidelibel;;;1;1;;;;;
Ward Vercruysse;;;CAB_020;4/08/2014;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;CAB_023;20/05/2014;Azuurwaterjuffer;;;9;;;2;;;
Ward Vercruysse;;;CAB_023;20/05/2014;Platbuik;;;1;;;;;;
Ward Vercruysse;;;CAB_023;3/07/2014;Azuurwaterjuffer;;;3;;;1;;;
Ward Vercruysse;;;CAB_023;3/07/2014;Bloedrode heidelibel;;;2;;;;;;
Ward Vercruysse;;;CAB_023;4/08/2014;Bloedrode heidelibel;;;1;1;;;;;
Ward Vercruysse;;;CAB_023;4/08/2014;Houtpantserjuffer;;;;;;1;;;
Ward Vercruysse;;;CAB_023;4/08/2014;Paardenbijter;;;;;11;;;;
Ward Vercruysse;;;CAB_027;8/06/2009;Gewone oeverlibel;;;3;1;;;x;;
Ward Vercruysse;;;CAB_027;8/06/2009;Lantaarntje;;;1;;1;;;;
Simon Feys;;;CAB_027;2/07/2009;Gewone oeverlibel;;;1;;;;;;
Simon Feys;;;CAB_027;2/07/2009;Kleine roodoogjuffer;;;10;;;;;;
Simon Feys;;;CAB_027;2/07/2009;Lantaarntje;;;;;1;;;;
Simon Feys;;;CAB_027;2/07/2009;Platbuik;;;1;1;;;;;
Simon Feys;;;CAB_027;2/07/2009;Watersnuffel;;;5;;;;;;
Simon Feys;;;CAB_027;14/08/2009;Gewone oeverlibel;;;1;;;;;;
Simon Feys;;;CAB_027;14/08/2009;Kleine roodoogjuffer;;;5;1;;;;;
Simon Feys;;;CAB_027;14/08/2009;Lantaarntje;;;;;5;;;;
Simon Feys;;;CAB_027;14/08/2009;Watersnuffel;;;15;;;;;;
Ward Vercruysse;;;CAB_029;20/05/2014;Lantaarntje;;;;1;7;1;x;;
Ward Vercruysse;;;CAB_029;20/05/2014;Platbuik;;;1;1;;;x;;
Ward Vercruysse;;;CAB_029;3/07/2014;Grote keizerlibel;;;;1;;;x;;
Ward Vercruysse;;;CAB_029;20/05/2014;Azuurwaterjuffer;;;2;;;6;;;
Ward Vercruysse;;;CAB_029;20/05/2014;Gaffelwaterjuffer;;;2;;;15;;;
Ward Vercruysse;;;CAB_029;20/05/2014;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;CAB_029;3/07/2014;Azuurwaterjuffer;;;14;;;2;;;
Ward Vercruysse;;;CAB_029;3/07/2014;Bloedrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;CAB_029;3/07/2014;Bruinrode heidelibel;;5;;;;;;;
Ward Vercruysse;;;CAB_029;3/07/2014;Gaffelwaterjuffer;;;28;;;17;;;
Ward Vercruysse;;;CAB_029;3/07/2014;Kleine roodoogjuffer;;;3;;;;;;
Ward Vercruysse;;;CAB_029;3/07/2014;Lantaarntje;;;;;16;3;;;
Ward Vercruysse;;;CAB_029;3/07/2014;Watersnuffel;;;1;;;;;;
Ward Vercruysse;;;CAB_029;4/08/2014;Bloedrode heidelibel;;;;1;;;;;
Ward Vercruysse;;;CAB_029;4/08/2014;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;CAB_029;4/08/2014;Kleine roodoogjuffer;;;1;;;;;;
Ward Vercruysse;;;CAB_029;4/08/2014;Lantaarntje;;;;;26;4;;;
Ward Vercruysse;;;CAB_029;4/08/2014;Tengere grasjuffer;;;1;;;;;;
Ward Vercruysse;;;CAB_029;4/08/2014;Watersnuffel;;;5;;;;;;
Ward Vercruysse;;;CAB_030;20/05/2014;Azuurwaterjuffer;;;14;2;;3;;;
Ward Vercruysse;;;CAB_030;20/05/2014;Lantaarntje;;;;;3;;;;
Ward Vercruysse;;;CAB_030;3/07/2014;Bloedrode heidelibel;;;2;;;1;;;
Ward Vercruysse;;;CAB_030;3/07/2014;Houtpantserjuffer;;;1;;;;;;
Ward Vercruysse;;;CAB_030;3/07/2014;Platbuik;;;;1;;;;;
Ward Vercruysse;;;CAB_030;4/08/2014;Bloedrode heidelibel;;;;;2;1;;;
Ward Vercruysse;;;CAB_030;4/08/2014;Houtpantserjuffer;;;1;;;1;;;
Ward Vercruysse;;;CAB_030;4/08/2014;Paardenbijter;;;1;;;;;;
Ward Vercruysse;;;CAB_031;20/05/2014;Azuurwaterjuffer;;;2;;;2;;;
Ward Vercruysse;;;CAB_031;20/05/2014;Platbuik;;;2;;;;;;
Ward Vercruysse;;;CAB_031;3/07/2014;Azuurwaterjuffer;;;16;;;1;;;
Ward Vercruysse;;;CAB_031;3/07/2014;Bloedrode heidelibel;;;;;;1;;;
Ward Vercruysse;;;CAB_031;3/07/2014;Lantaarntje;;;;;4;;;;
Ward Vercruysse;;;CAB_031;4/08/2014;Lantaarntje;;;;;2;;;;
Ward Vercruysse;;;CAB_040;20/05/2014;Azuurwaterjuffer;;;2;;;4;;;
Ward Vercruysse;;;CAB_040;20/05/2014;Gaffelwaterjuffer;;;;;;1;;;
Ward Vercruysse;;;CAB_040;20/05/2014;Lantaarntje;;;;;5;1;;;
Ward Vercruysse;;;CAB_040;3/07/2014;Lantaarntje;;;;;3;3;;;
Ward Vercruysse;;;CAB_040;3/07/2014;Watersnuffel;;;;1;;;;;
Ward Vercruysse;;;CAB_040;4/08/2014;Bloedrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;CAB_040;4/08/2014;Bruinrode heidelibel;;;;1;;;;;
Ward Vercruysse;;;CAB_040;4/08/2014;Lantaarntje;;;;;6;;;;
Ward Vercruysse;;;CAB_043;20/05/2014;Azuurwaterjuffer;;;2;;;1;;;
Ward Vercruysse;;;CAB_043;20/05/2014;Lantaarntje;;;;;2;;;;
Ward Vercruysse;;;CAB_043;3/07/2014;Azuurwaterjuffer;;;3;;;;;;
Ward Vercruysse;;;CAB_043;3/07/2014;Bloedrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;CAB_043;3/07/2014;Bruinrode heidelibel;;1;;;;;;;
Ward Vercruysse;;;CAB_043;3/07/2014;Lantaarntje;;;;;4;;;;
Ward Vercruysse;;;CAB_043;3/07/2014;Zwervende pantserjuffer;;;1;;;;;;
Ward Vercruysse;;;CAB_043;4/08/2014;Lantaarntje;;;;;10;;;;
Ward Vercruysse;;;CAB_043;4/08/2014;Zwervende pantserjuffer;;;2;;;;;;
Ward Vercruysse;;;DHE_001;21/06/2007;Azuurwaterjuffer;;;25;10;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_001;21/06/2007;Gaffelwaterjuffer;;;8;5;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_001;24/08/2007;Houtpantserjuffer;;;8;7;2;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_001;21/06/2007;Bruinrode heidelibel;;1;;;;;;;
Ward Vercruysse;;;DHE_001;21/06/2007;Houtpantserjuffer;;20;;;;;;;
Ward Vercruysse;;;DHE_001;21/06/2007;Lantaarntje;;;;;5;;;;
Ward Vercruysse;;;DHE_001;21/06/2007;Platbuik;;;1;;;;;;
Ward Vercruysse;;;DHE_001;21/06/2007;Zwervende pantserjuffer;;;;;3;;;;
Ward Vercruysse;;;DHE_001;31/07/2007;Lantaarntje;;;1;1;20;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_001;31/07/2007;Zwervende pantserjuffer;;;3;5;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_001;31/07/2007;Azuurwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;DHE_001;31/07/2007;Houtpantserjuffer;;;3;2;;;;;
Ward Vercruysse;;;DHE_001;31/07/2007;Kleine roodoogjuffer;;;10;;;;;;
Ward Vercruysse;;;DHE_001;24/08/2007;Heidelibel spec;;;1;;;;;;
Ward Vercruysse;;;DHE_001;24/08/2007;Lantaarntje;;;1;;1;;;;
Ward Vercruysse;;;DHE_001;24/08/2007;Zwervende pantserjuffer;;;1;1;;;;;
Ward Vercruysse;;;DHE_002;31/07/2007;Zwervende pantserjuffer;;;7;6;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_002;31/07/2007;Lantaarntje;;;1;;3;;;;
Ward Vercruysse;;;DHE_002;24/08/2007;Houtpantserjuffer;;;2;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_002;24/08/2007;Zwervende pantserjuffer;;;6;4;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_002;24/08/2007;Lantaarntje;;1;;;1;;;;
Ward Vercruysse;;;DHE_003;31/07/2007;Lantaarntje;;;1;2;;;x;;
Ward Vercruysse;;;DHE_003;21/06/2007;Azuurwaterjuffer;;;5;;;;;;
Ward Vercruysse;;;DHE_003;21/06/2007;Bruinrode heidelibel;;5;;;;;;;
Ward Vercruysse;;;DHE_003;21/06/2007;Lantaarntje;;1;;;5;;;;
Ward Vercruysse;;;DHE_003;21/06/2007;Zwervende pantserjuffer;;1;;;40;;;;
Ward Vercruysse;;;DHE_003;31/07/2007;Zwervende pantserjuffer;;;12;10;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_003;31/07/2007;Heidelibel spec;;;1;;;;;;
Ward Vercruysse;;;DHE_003;31/07/2007;Kleine roodoogjuffer;;;1;;;;;;
Ward Vercruysse;;;DHE_003;24/08/2007;Bruinrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;DHE_003;24/08/2007;Houtpantserjuffer;;;3;;;;;;
Ward Vercruysse;;;DHE_003;24/08/2007;Lantaarntje;;;;;2;;;;
Ward Vercruysse;;;DHE_003;24/08/2007;Paardenbijter;;;1;;;;;;
Ward Vercruysse;;;DHE_004;31/07/2007;Grote keizerlibel;;;1;1;;;x;;
Ward Vercruysse;;;DHE_004;31/07/2007;Zwervende pantserjuffer;;;9;4;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_004;31/07/2007;Azuurwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;DHE_004;31/07/2007;Heidelibel spec;;;;1;;;;;
Ward Vercruysse;;;DHE_004;31/07/2007;Lantaarntje;;;1;;;;;;
Wouter Van Gompel;;;DHE_004;24/08/2007;Zwervende pantserjuffer;;;3;3;2;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_005;31/07/2007;Kleine roodoogjuffer;;;6;3;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_005;31/07/2007;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;DHE_005;31/07/2007;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;DHE_005;31/07/2007;Zwervende pantserjuffer;;;;2;;;;;
Ward Vercruysse;;;DHE_005;24/08/2007;Zwervende pantserjuffer;;;2;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_005;24/08/2007;Bruinrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;DHE_005;24/08/2007;Kleine roodoogjuffer;;;3;;;;;;
Ward Vercruysse;;;DHE_005;24/08/2007;Lantaarntje;;;;;5;;;;
Ward Vercruysse;;;DHE_005;24/08/2007;Tengere grasjuffer;;;1;;;;;;
Ward Vercruysse;;;DHE_006;31/07/2007;Kleine roodoogjuffer;;;11;4;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_006;31/07/2007;Lantaarntje;;;1;1;;;x;;
Ward Vercruysse;;;DHE_006;24/08/2007;Lantaarntje;;;;1;1;;x;;
Ward Vercruysse;;;DHE_006;31/07/2007;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;DHE_006;31/07/2007;Heidelibel spec;;;;;1;;;;
Ward Vercruysse;;;DHE_006;24/08/2007;Bruinrode heidelibel;;;3;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_006;24/08/2007;Kleine roodoogjuffer;;;13;12;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_006;24/08/2007;Platbuik;;;1;;;;;;
Ward Vercruysse;;;DHE_006;24/08/2007;Tengere grasjuffer;;;4;;;;;;
Simon Feys;;;DHE_007;1/07/2009;Zwervende heidelibel;;;3;1;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_007;21/08/2009;Zwervende pantserjuffer;;;40;11;4;;x;Eigenlijk uitgedroogd;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_007;29/05/2009;Lantaarntje;;;1;1;3;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_007;29/05/2009;Azuurwaterjuffer;;;4;;;;;;
Ward Vercruysse;;;DHE_007;29/05/2009;Tengere grasjuffer;;;1;1;;;;;
Ward Vercruysse;;;DHE_007;29/05/2009;Zwervende heidelibel;;;10;;;;;;
Ward Vercruysse;;;DHE_007;29/05/2009;Zwervende pantserjuffer;;170;;;;;;;
Simon Feys;;;DHE_007;1/07/2009;Azuurwaterjuffer;;;5;;;;;;
Simon Feys;;;DHE_007;1/07/2009;Bruinrode heidelibel;;5;;;;;;;
Simon Feys;;;DHE_007;1/07/2009;Gewone oeverlibel;;;1;;;;;;
Simon Feys;;;DHE_007;1/07/2009;Lantaarntje;;;;;5;;;;
Simon Feys;;;DHE_007;1/07/2009;Zwervende pantserjuffer;;;10;;;;;;
Ward Vercruysse;;;DHE_008;31/07/2007;Gewone oeverlibel;;;1;1;;;x;;
Ward Vercruysse;;;DHE_008;24/08/2007;Grote keizerlibel;;;1;1;;;x;;
Ward Vercruysse;;;DHE_008;24/08/2007;Lantaarntje;;1;;1;15;;x;;
Wouter Van Gompel;;;DHE_008;21/06/2007;Zwervende heidelibel;;;3;2;;;;;Tandems gezien, niet geteld
Wouter Van Gompel;;;DHE_008;21/06/2007;Azuurwaterjuffer;;;2;;;;;;
Wouter Van Gompel;;;DHE_008;21/06/2007;Bruinrode heidelibel;;1;;;;;;;
Wouter Van Gompel;;;DHE_008;21/06/2007;Gaffelwaterjuffer;;;1;;;;;;
Wouter Van Gompel;;;DHE_008;21/06/2007;Grote keizerlibel;;;1;;;;;;
Wouter Van Gompel;;;DHE_008;21/06/2007;Lantaarntje;;;1;;;;;;
Wouter Van Gompel;;;DHE_008;21/06/2007;Watersnuffel;;;1;;;;;;
Ward Vercruysse;;;DHE_008;31/07/2007;Heidelibel spec;;;2;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_008;31/07/2007;Kleine roodoogjuffer;;;6;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_008;31/07/2007;Zwervende pantserjuffer;;;110;110;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_008;31/07/2007;Bruinrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;DHE_008;31/07/2007;Lantaarntje;;5;;;10;;;;
Ward Vercruysse;;;DHE_008;31/07/2007;Tengere grasjuffer;;;2;;;;;;
Ward Vercruysse;;;DHE_008;31/07/2007;Zwervende heidelibel;;;1;;;;;;
Ward Vercruysse;;;DHE_008;24/08/2007;Kleine roodoogjuffer;;;2;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_008;24/08/2007;Zwervende pantserjuffer;;;7;6;2;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_008;24/08/2007;Bruinrode heidelibel;;;3;;;;;;
Ward Vercruysse;;;DHE_009;21/06/2007;Zwervende heidelibel;;;3;2;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_009;24/08/2007;Grote keizerlibel;;;1;1;;;x;;
Ward Vercruysse;;;DHE_009;21/06/2007;Lantaarntje;;;1;1;2;;;;
Ward Vercruysse;;;DHE_009;21/06/2007;Zwervende pantserjuffer;;;2;1;;;;;
Ward Vercruysse;;;DHE_009;31/07/2007;Kleine roodoogjuffer;;;6;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_009;31/07/2007;Zwervende pantserjuffer;;;90;90;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_009;31/07/2007;Bruinrode heidelibel;;;2;;;;;;
Ward Vercruysse;;;DHE_009;31/07/2007;Gewone oeverlibel;;;2;;;;;;
Ward Vercruysse;;;DHE_009;31/07/2007;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;DHE_009;31/07/2007;Lantaarntje;;1;;;10;;;;
Ward Vercruysse;;;DHE_009;31/07/2007;Tengere grasjuffer;;;5;;;;;;
Ward Vercruysse;;;DHE_009;24/08/2007;Lantaarntje;;2;1;1;5;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_009;24/08/2007;Zwervende pantserjuffer;;;25;25;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_009;24/08/2007;Tengere grasjuffer;;2;;;;;;;
Ward Vercruysse;;;DHE_009;24/08/2007;Watersnuffel;;;1;;;;;;
Wouter Van Gompel;;;DHE_009;24/08/2007;Bruinrode heidelibel;;;2;;;;;;
Ward Vercruysse;;;DHE_010;24/08/2007;Lantaarntje;;;;2;3;;x;;
Ward Vercruysse;;;DHE_010;21/06/2007;Gaffelwaterjuffer;;;15;10;5;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_010;21/06/2007;Azuurwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;DHE_010;21/06/2007;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;DHE_010;21/06/2007;Kleine roodoogjuffer;;;1;;;;;;
Ward Vercruysse;;;DHE_010;21/06/2007;Lantaarntje;;1;;;7;;;;
Ward Vercruysse;;;DHE_010;21/06/2007;Zwervende pantserjuffer;;1;;;;;;;
Ward Vercruysse;;;DHE_010;31/07/2007;Bloedrode heidelibel;;;2;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_010;31/07/2007;Bruinrode heidelibel;;;2;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_010;31/07/2007;Zwervende pantserjuffer;;;100;100;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_010;31/07/2007;Gewone oeverlibel;;;;1;;;;;
Ward Vercruysse;;;DHE_010;31/07/2007;Lantaarntje;;;;;10;;;;
Ward Vercruysse;;;DHE_010;31/07/2007;Tengere grasjuffer;;;1;;;;;;
Ward Vercruysse;;;DHE_010;24/08/2007;Bruinrode heidelibel;;;4;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_010;24/08/2007;Kleine roodoogjuffer;;;2;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_010;24/08/2007;Zwervende pantserjuffer;;;18;18;5;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_011;29/05/2009;Azuurwaterjuffer;;;3;1;;;;;
Ward Vercruysse;;;DHE_011;29/05/2009;Grote keizerlibel;;;;;1;;;;
Ward Vercruysse;;;DHE_011;29/05/2009;Lantaarntje;;;;;1;;;;
Simon Feys;;;DHE_011;1/07/2009;Bruinrode heidelibel;;5;;;;;;;
Simon Feys;;;DHE_011;1/07/2009;Bruinrode heidelibel;;10;;;;;;;
Ward Vercruysse;;;DHE_013;29/05/2009;Azuurwaterjuffer;;;12;1;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_013;29/05/2009;Lantaarntje;;2;1;1;8;;x;;
Simon Feys;;;DHE_013;1/07/2009;Gaffelwaterjuffer;;;30;15;;;x;;Tandems gezien, niet geteld
Simon Feys;;;DHE_013;1/07/2009;Zwervende heidelibel;;;1;1;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_013;21/08/2009;Zwervende pantserjuffer;;;6;3;3;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;DHE_013;29/05/2009;Gaffelwaterjuffer;;;2;;;;;;
Ward Vercruysse;;;DHE_013;29/05/2009;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;DHE_013;29/05/2009;Platbuik;;;1;1;;;;;
Ward Vercruysse;;;DHE_013;29/05/2009;Viervlek;;;;;2;;;;
Simon Feys;;;DHE_013;1/07/2009;Azuurwaterjuffer;;;15;;;;;;
Simon Feys;;;DHE_013;1/07/2009;Bruinrode heidelibel;;;;1;;;;;
Simon Feys;;;DHE_013;1/07/2009;Grote keizerlibel;;;1;1;;;;;
Simon Feys;;;DHE_013;1/07/2009;Kleine roodoogjuffer;;;1;;;;;;
Simon Feys;;;DHE_013;1/07/2009;Lantaarntje;;;;;5;;;;
Simon Feys;;;DHE_013;1/07/2009;Zwervende pantserjuffer;;;2;;;;;;
Ward Vercruysse;;;DHE_013;21/08/2009;Tengere grasjuffer;;;1;;;;;;
Ward Vercruysse;;;DHE_013;21/08/2009;Zuidelijke glazenmaker;;;1;;;;;;
Ward Vercruysse;;;DOP_001;3/06/2010;Azuurwaterjuffer;;5;3;4;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;DOP_001;3/06/2010;Bruine winterjuffer;;;;1;;;;;
Ward Vercruysse;;;DOP_001;3/06/2010;Lantaarntje;;1;;;3;;;;
Ward Vercruysse;;;DOP_001;3/06/2010;Watersnuffel;;;2;;;;;;
Simon Feys;;;DOP_001;28/06/2010;Azuurwaterjuffer;;;5;2;;;;;Tandems gezien, niet geteld
Simon Feys;;;DOP_001;28/06/2010;Lantaarntje;;;14;14;39;;;;Tandems gezien, niet geteld
Simon Feys;;;DOP_001;28/06/2010;Bloedrode heidelibel;;1;;;;;;;
Simon Feys;;;DOP_001;28/06/2010;Bruinrode heidelibel;;1;;;;;;;
Simon Feys;;;DOP_001;28/06/2010;Vuurlibel;;;1;;;;;;
Simon Feys;;;DOP_001;28/06/2010;Watersnuffel;;;2;;;;;;
Ward Vercruysse;;;DOP_001;2/09/2010;Bruine winterjuffer;;;4;5;1;;;;
Ward Vercruysse;;;DOP_001;2/09/2010;Bruinrode heidelibel;;2;;1;;;;;
Ward Vercruysse;;;DOP_001;2/09/2010;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;DOP_001;2/09/2010;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;DOP_001;2/09/2010;Watersnuffel;;2;10;2;;;;;
Simon Feys;;;DOP_002;28/06/2010;Grote keizerlibel;;;2;1;;;x;;
Ward Vercruysse;;;DOP_002;3/06/2010;Azuurwaterjuffer;;;2;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DOP_002;3/06/2010;Gewone oeverlibel;;;4;1;1;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DOP_002;3/06/2010;Bruine winterjuffer;;;9;1;7;;;;
Ward Vercruysse;;;DOP_002;3/06/2010;Watersnuffel;;;9;1;;;;;
Simon Feys;;;DOP_002;28/06/2010;Azuurwaterjuffer;;;5;1;;;;;Tandems gezien, niet geteld
Simon Feys;;;DOP_002;28/06/2010;Lantaarntje;;5;5;5;15;;;;Tandems gezien, niet geteld
Simon Feys;;;DOP_002;28/06/2010;Watersnuffel;;1;149;9;;;;;Tandems gezien, niet geteld
Simon Feys;;;DOP_002;28/06/2010;Gewone oeverlibel;;;18;3;;;;;
Ward Vercruysse;;;DOP_002;2/09/2010;Watersnuffel;;4;243;30;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DOP_002;2/09/2010;Bruine winterjuffer;;;1;6;4;;;;
Ward Vercruysse;;;DOP_002;2/09/2010;Bruinrode heidelibel;;;3;6;;;;;
Ward Vercruysse;;;DOP_002;2/09/2010;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;DOP_002;2/09/2010;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;DOP_002;2/09/2010;Houtpantserjuffer;;;1;;;;;;
Ward Vercruysse;;;DOP_002;2/09/2010;Lantaarntje;;;3;;2;;;;
Ward Vercruysse;;;DOP_002;2/09/2010;Paardenbijter;;;1;;;;;;
Ward Vercruysse;;;DOP_002;2/09/2010;Zwervende heidelibel;;1;;;;;;Mannetje;
Ward Vercruysse;;;DOP_003;28/06/2010;Watersnuffel;;3;243;48;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;DOP_003;3/06/2010;Azuurwaterjuffer;;1;4;1;;;;;
Ward Vercruysse;;;DOP_003;3/06/2010;Bruine winterjuffer;;;2;1;;;;;
Ward Vercruysse;;;DOP_003;3/06/2010;Gewone oeverlibel;;;1;;1;;;;
Ward Vercruysse;;;DOP_003;3/06/2010;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;DOP_003;3/06/2010;Lantaarntje;;2;;2;1;;;;
Ward Vercruysse;;;DOP_003;3/06/2010;Vuurjuffer;;;1;;;;;;
Ward Vercruysse;;;DOP_003;3/06/2010;Watersnuffel;;;15;;;;;;
Ward Vercruysse;;;DOP_003;28/06/2010;Azuurwaterjuffer;;;13;6;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DOP_003;28/06/2010;Gewone oeverlibel;;5;14;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;DOP_003;28/06/2010;Bruine winterjuffer;;;;1;;;;;
Ward Vercruysse;;;DOP_003;28/06/2010;Bruinrode heidelibel;;1;;;;;;;
Ward Vercruysse;;;DOP_003;28/06/2010;Grote keizerlibel;;;3;1;;;;;
Ward Vercruysse;;;DOP_003;28/06/2010;Houtpantserjuffer;;2;;;;;;;
Ward Vercruysse;;;DOP_003;28/06/2010;Lantaarntje;;2;2;3;9;;;;
Ward Vercruysse;;;DOP_003;28/06/2010;Vuurlibel;;;5;;;;;;
Simon Feys;;;DOP_003;2/09/2010;Houtpantserjuffer;;;2;1;;;;;Tandems gezien, niet geteld
Simon Feys;;;DOP_003;2/09/2010;Watersnuffel;;;101;6;;;;;Tandems gezien, niet geteld
Simon Feys;;;DOP_003;2/09/2010;Bloedrode heidelibel;;;3;;;;;;
Simon Feys;;;DOP_003;2/09/2010;Bruine winterjuffer;;2;5;;;;;;
Simon Feys;;;DOP_003;2/09/2010;Bruinrode heidelibel;;;6;2;;;;;
Simon Feys;;;DOP_003;2/09/2010;Heidelibel spec;;;;;2;;;;
Simon Feys;;;DOP_003;2/09/2010;Lantaarntje;;;;;2;;;;
Simon Feys;;;DOP_003;2/09/2010;Paardenbijter;;;1;;;;;;
Simon Feys;Ward Vercruysse;;DOP_005;28/06/2010;Gaffelwaterjuffer;;;58;22;;;x;;Tandems gezien, niet geteld
Simon Feys;Ward Vercruysse;;DOP_005;28/06/2010;Platbuik;;;4;2;;;x;;Tandems gezien, niet geteld
Simon Feys;Ward Vercruysse;;DOP_005;28/06/2010;Lantaarntje;;;;1;1;;x;;
Simon Feys;;;DOP_005;20/08/2010;Bruinrode heidelibel;;;1;1;;;x;;
Simon Feys;;;DOP_005;20/08/2010;Grote keizerlibel;;;1;1;;;x;;
Ward Vercruysse;;;DOP_005;25/05/2010;Gaffelwaterjuffer;;1;8;;;;;;
Ward Vercruysse;;;DOP_005;25/05/2010;Watersnuffel;;1;;;;;;;
Simon Feys;Ward Vercruysse;;DOP_005;28/06/2010;Azuurwaterjuffer;;;18;8;;;;;Tandems gezien, niet geteld
Simon Feys;Ward Vercruysse;;DOP_005;28/06/2010;Kleine roodoogjuffer;;;36;5;;;;;Tandems gezien, niet geteld
Simon Feys;Ward Vercruysse;;DOP_005;28/06/2010;Gewone oeverlibel;;;2;;;;;;
Simon Feys;Ward Vercruysse;;DOP_005;28/06/2010;Grote keizerlibel;;;1;1;;;;;
Simon Feys;Ward Vercruysse;;DOP_005;28/06/2010;Viervlek;;;;;1;;;;
Simon Feys;Ward Vercruysse;;DOP_005;28/06/2010;Vuurlibel;;;2;;;;;;
