WaarnemerNaam1;WaarnemerNaam2;WaarnemerNaam3;PoelCode;Datum;SoortNaamNl;Exuvium;Teneral;Mannetje;Wijfje;Adult onbepaald;Tandem;Eiafzettend;Opmerking_Poel;Opmerking_Soort
Ward Vercruysse;;;NOD_023;5/06/2008;Azuurwaterjuffer;;1;11;3;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_023;5/06/2008;Grote keizerlibel;1;;;;;;;;
Ward Vercruysse;;;NOD_023;5/06/2008;Watersnuffel;;;;1;;;;;
Ward Vercruysse;;;NOD_023;9/06/2008;Azuurwaterjuffer;;1;60;31;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_023;9/06/2008;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;NOD_023;9/06/2008;Platbuik;;;2;;;;;;
Ward Vercruysse;;;NOD_023;9/06/2008;Viervlek;;;;;3;;;;
Ward Vercruysse;;;NOD_023;14/07/2008;Azuurwaterjuffer;;;2;;;;;;
Ward Vercruysse;;;NOD_023;14/07/2008;Bruinrode heidelibel;;30;1;1;;;;;
Ward Vercruysse;;;NOD_023;14/07/2008;Gewone oeverlibel;;;;;1;;;;
Ward Vercruysse;;;NOD_023;14/07/2008;Lantaarntje;;;;;10;;;;
Ward Vercruysse;;;NOD_023;14/07/2008;Watersnuffel;;;;1;;;;;
Ward Vercruysse;;;NOD_023;30/08/2008;Heidelibel spec;;;1;1;1;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;NOD_023;30/08/2008;Bloedrode heidelibel;;;2;;;;;;
Ward Vercruysse;;;NOD_023;30/08/2008;Bruinrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;NOD_023;30/08/2008;Lantaarntje;;;1;;;;;;
Ward Vercruysse;;;SBE_003;3/06/2010;Lantaarntje;;;;1;3;;;;
Ward Vercruysse;;;SBE_003;1/07/2010;Lantaarntje;;;2;2;3;;;Ongeveer droog;Tandems gezien, niet geteld
Ward Vercruysse;;;SBE_005;3/06/2010;Azuurwaterjuffer;;3;4;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;SBE_005;3/06/2010;Lantaarntje;;;;;3;;;;
Ward Vercruysse;;;SBE_005;3/06/2010;Watersnuffel;;;;1;;;;;
Ward Vercruysse;;;SBE_005;1/07/2010;Azuurwaterjuffer;;;6;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;SBE_005;1/07/2010;Lantaarntje;;1;5;12;7;;;;Tandems gezien, niet geteld
Simon Feys;;;SBE_005;31/08/2010;Paardenbijter;;;1;;;;;;
Simon Feys;;;SBE_006;1/07/2010;Azuurwaterjuffer;;;8;8;;;x;;Tandems gezien, niet geteld
Simon Feys;;;SBE_006;1/07/2010;Gaffelwaterjuffer;;;9;6;;;x;;Tandems gezien, niet geteld
Simon Feys;;;SBE_006;1/07/2010;Gewone oeverlibel;;1;15;2;;;x;;Tandems gezien, niet geteld
Simon Feys;;;SBE_006;1/07/2010;Kleine roodoogjuffer;;;200;100;;;x;;Tandems gezien, niet geteld
Simon Feys;;;SBE_006;1/07/2010;Lantaarntje;;13;11;11;29;;x;;Tandems gezien, niet geteld
Simon Feys;;;SBE_006;1/07/2010;Vuurlibel;;1;8;2;;;x;;Tandems gezien, niet geteld
Simon Feys;;;SBE_006;1/07/2010;Watersnuffel;;;110;40;;;x;;Tandems gezien, niet geteld
Simon Feys;;;SBE_006;1/07/2010;Grote keizerlibel;;;1;2;;;x;;
Ward Vercruysse;;;SBE_006;3/06/2010;Watersnuffel;;3;13;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;SBE_006;3/06/2010;Lantaarntje;;7;2;5;15;;;;
Ward Vercruysse;;;SBE_006;3/06/2010;Vuurlibel;;;;;1;;;;
Simon Feys;;;SBE_006;1/07/2010;Bruinrode heidelibel;;3;;;;;;;
Simon Feys;;;SBE_006;31/08/2010;Kleine roodoogjuffer;;;6;1;;;;;Tandems gezien, niet geteld
Simon Feys;;;SBE_006;31/08/2010;Lantaarntje;;;1;1;9;;;;Tandems gezien, niet geteld
Simon Feys;;;SBE_006;31/08/2010;Watersnuffel;;;16;1;;;;;Tandems gezien, niet geteld
Simon Feys;;;SBE_006;31/08/2010;Bloedrode heidelibel;;;1;;;;;;
Simon Feys;;;SBE_006;31/08/2010;Bruinrode heidelibel;;;1;;;;;;
Simon Feys;;;SBE_006;31/08/2010;Grote keizerlibel;;;1;1;;;;;
Simon Feys;;;SBE_006;31/08/2010;Heidelibel spec;;;;;2;;;;
Simon Feys;;;SBE_006;31/08/2010;Paardenbijter;;;1;;;;;;
Simon Feys;;;SBE_006;31/08/2010;Vuurlibel;;;1;;;;;;
Ward Vercruysse;;;TYD_001;23/08/2007;Lantaarntje;;;;1;;;x;;
Ward Vercruysse;;;TYD_001;23/08/2007;Zwervende pantserjuffer;;;2;2;10;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_001;23/08/2007;Tengere grasjuffer;;;6;;;;;;
Ward Vercruysse;;;TYD_002;25/05/2007;Azuurwaterjuffer;;1;25;15;;;x;;
Ward Vercruysse;;;TYD_002;19/07/2007;Azuurwaterjuffer;;;23;9;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_002;19/07/2007;Kleine roodoogjuffer;;;11;4;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_002;23/08/2007;Azuurwaterjuffer;;;5;4;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_002;23/08/2007;Lantaarntje;;;2;5;3;;x;;
Ward Vercruysse;;;TYD_002;25/05/2007;Lantaarntje;;1;;;1;;;;
Ward Vercruysse;;;TYD_002;25/05/2007;Platbuik;;;2;;;;;;
Ward Vercruysse;;;TYD_002;25/05/2007;Viervlek;;;;;1;;;;
Ward Vercruysse;;;TYD_002;19/07/2007;Bloedrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;TYD_002;19/07/2007;Bruinrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;TYD_002;19/07/2007;Gaffelwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;TYD_002;19/07/2007;Houtpantserjuffer;;;;1;1;;;;
Ward Vercruysse;;;TYD_002;19/07/2007;Lantaarntje;;;1;;3;;;;
Ward Vercruysse;;;TYD_002;23/08/2007;Bloedrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;TYD_002;23/08/2007;Bruinrode heidelibel;;;1;1;;;;;
Ward Vercruysse;;;TYD_002;23/08/2007;Houtpantserjuffer;;;2;;;;;;
Ward Vercruysse;;;TYD_002;23/08/2007;Kleine roodoogjuffer;;;3;;;;;;
Ward Vercruysse;;;TYD_003;25/05/2007;Platbuik;;;4;2;;;x;;
Ward Vercruysse;;;TYD_003;19/07/2007;Bruinrode heidelibel;;;2;2;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_003;19/07/2007;Gaffelwaterjuffer;;;3;2;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_003;23/08/2007;Bruinrode heidelibel;;;4;2;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_003;25/05/2007;Azuurwaterjuffer;;;1;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_003;25/05/2007;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;TYD_003;19/07/2007;Kleine roodoogjuffer;;;21;3;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_003;19/07/2007;Azuurwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;TYD_003;19/07/2007;Bloedrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;TYD_003;19/07/2007;Gewone oeverlibel;;;3;;;;;;
Ward Vercruysse;;;TYD_003;19/07/2007;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;TYD_003;19/07/2007;Lantaarntje;;;;;10;;;;
Ward Vercruysse;;;TYD_003;19/07/2007;Vuurlibel;;;1;1;;;;;
Ward Vercruysse;;;TYD_003;23/08/2007;Bloedrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;TYD_003;23/08/2007;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;TYD_003;23/08/2007;Kleine roodoogjuffer;;;2;;;;;;
Ward Vercruysse;;;TYD_003;23/08/2007;Lantaarntje;;;;;5;;;;
Ward Vercruysse;;;TYD_003;23/08/2007;Tengere grasjuffer;;;5;;;;;;
Ward Vercruysse;;;TYD_003;23/08/2007;Vuurlibel;;;1;;;;;;
Simon Feys;;;TYD_005;12/06/2009;Azuurwaterjuffer;;;35;15;;;x;;Tandems gezien, niet geteld
Simon Feys;;;TYD_005;12/06/2009;Viervlek;;;;1;2;;x;;
Simon Feys;;;TYD_005;12/06/2009;Gaffelwaterjuffer;;;5;5;;;;;Tandems gezien, niet geteld
Simon Feys;;;TYD_005;12/06/2009;Gewone oeverlibel;;;3;;;;;;
Simon Feys;;;TYD_005;12/06/2009;Grote keizerlibel;;;1;;;;;;
Simon Feys;;;TYD_005;12/06/2009;Lantaarntje;;;;;5;;;;
Simon Feys;;;TYD_005;12/06/2009;Platbuik;;;5;;;;;;
Simon Feys;;;TYD_005;13/07/2009;Gaffelwaterjuffer;;;10;5;;;;;Tandems gezien, niet geteld
Simon Feys;;;TYD_005;13/07/2009;Azuurwaterjuffer;;;10;;;;;;
Simon Feys;;;TYD_005;13/07/2009;Gewone oeverlibel;;;1;;;;;;
Simon Feys;;;TYD_005;13/07/2009;Lantaarntje;;;;;1;;;;
Simon Feys;;;TYD_005;13/07/2009;Tengere grasjuffer;;;1;;;;;;
Ward Vercruysse;;;TYD_006;10/06/2008;Azuurwaterjuffer;;;5;;;;;;
Ward Vercruysse;;;TYD_006;10/06/2008;Gaffelwaterjuffer;;;2;;;;;;
Ward Vercruysse;;;TYD_006;10/06/2008;Platbuik;;;2;1;;;;;
Ward Vercruysse;;;TYD_007;10/06/2008;Azuurwaterjuffer;;;2;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_007;10/06/2008;Platbuik;;;;;1;;;;
Ward Vercruysse;;;TYD_009;10/06/2008;Azuurwaterjuffer;;;5;;;;;;
Ward Vercruysse;;;TYD_009;10/06/2008;Gaffelwaterjuffer;;;4;;;;;;
Ward Vercruysse;;;TYD_009;10/06/2008;Platbuik;;;1;;;;;;
Ward Vercruysse;;;TYD_009;30/08/2008;Bruinrode heidelibel;;;1;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_009;30/08/2008;Zwervende pantserjuffer;;;4;;2;;;;
Ward Vercruysse;;;TYD_010;14/07/2008;Gaffelwaterjuffer;;;;1;;;x;;
Ward Vercruysse;;;TYD_010;14/07/2008;Lantaarntje;;;1;1;3;;x;;
Ward Vercruysse;;;TYD_010;14/07/2008;Platbuik;;;;1;;;x;;
Ward Vercruysse;;;TYD_010;30/08/2008;Bruinrode heidelibel;;;1;1;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_010;10/06/2008;Gaffelwaterjuffer;;;15;1;;;;;
Ward Vercruysse;;;TYD_010;10/06/2008;Gewone oeverlibel;;;2;;;;;;
Ward Vercruysse;;;TYD_010;10/06/2008;Lantaarntje;;;1;;1;;;;
Ward Vercruysse;;;TYD_010;10/06/2008;Platbuik;;;1;;;;;;
Ward Vercruysse;;;TYD_010;14/07/2008;Kleine roodoogjuffer;;;1;;;;;;
Ward Vercruysse;;;TYD_010;30/08/2008;Lantaarntje;;;;1;;;;;
Ward Vercruysse;;;TYD_010;30/08/2008;Zwervende pantserjuffer;;;4;;;;;;
Ward Vercruysse;Simon Feys;;TYD_011;22/05/2008;Lantaarntje;;;1;1;1;;x;;
Ward Vercruysse;;;TYD_011;14/07/2008;Gaffelwaterjuffer;;;10;5;;;x;;
Ward Vercruysse;;;TYD_011;14/07/2008;Lantaarntje;;3;;1;1;;x;;
Ward Vercruysse;;;TYD_011;30/08/2008;Bruinrode heidelibel;;;7;2;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;;TYD_011;22/05/2008;Azuurwaterjuffer;;;2;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;;TYD_011;22/05/2008;Gaffelwaterjuffer;;;10;;;;;;
Ward Vercruysse;Simon Feys;;TYD_011;22/05/2008;Platbuik;;;2;;;;;;
Ward Vercruysse;Simon Feys;;TYD_011;22/05/2008;Tengere grasjuffer;;;1;;;;;;
Ward Vercruysse;;;TYD_011;14/07/2008;Gewone oeverlibel;;;2;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_011;14/07/2008;Kleine roodoogjuffer;;;5;;;;;;
Ward Vercruysse;;;TYD_011;14/07/2008;Platbuik;;;2;;;;;;
Ward Vercruysse;;;TYD_011;14/07/2008;Tengere grasjuffer;;;1;;;;;;
Ward Vercruysse;;;TYD_011;30/08/2008;Kleine roodoogjuffer;;;4;;;;;;
Ward Vercruysse;;;TYD_011;30/08/2008;Lantaarntje;;;1;1;;;;;
Ward Vercruysse;;;TYD_011;30/08/2008;Zwervende pantserjuffer;;;1;;;;;;
Ward Vercruysse;;;TYD_012;19/07/2007;Azuurwaterjuffer;;;6;2;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_012;25/05/2007;Azuurwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;TYD_012;19/07/2007;Gaffelwaterjuffer;;;;1;;;;;
Ward Vercruysse;;;TYD_012;19/07/2007;Lantaarntje;;;1;;3;;;;
Ward Vercruysse;;;TYD_012;23/08/2007;Bruinrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;TYD_012;23/08/2007;Houtpantserjuffer;;;2;;;;;;
Ward Vercruysse;;;TYD_012;23/08/2007;Kleine roodoogjuffer;;;1;;;;;;
Ward Vercruysse;;;TYD_012;23/08/2007;Lantaarntje;;;1;;1;;;;
Ward Vercruysse;;;TYD_012;23/08/2007;Tengere grasjuffer;;;4;;;;;;
Ward Vercruysse;;;TYD_013;12/06/2009;Platbuik;;;2;1;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_013;14/08/2009;Kleine roodoogjuffer;;;5;1;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_013;14/08/2009;Lantaarntje;;;1;1;;;x;;
Ward Vercruysse;;;TYD_013;12/06/2009;Azuurwaterjuffer;;;2;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_013;12/06/2009;Gewone oeverlibel;;;2;;;;;;
Ward Vercruysse;;;TYD_013;12/06/2009;Lantaarntje;;;;1;;;;;
Ward Vercruysse;;;TYD_013;12/06/2009;Watersnuffel;;;1;;;;;;
Ward Vercruysse;;;TYD_013;13/07/2009;Azuurwaterjuffer;;;;1;;;;;
Ward Vercruysse;;;TYD_013;13/07/2009;Gaffelwaterjuffer;;;4;;;;;;
Ward Vercruysse;;;TYD_013;13/07/2009;Kleine roodoogjuffer;;;4;;;;;;
Ward Vercruysse;;;TYD_013;13/07/2009;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;TYD_014;25/05/2007;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;TYD_014;30/07/2007;Lantaarntje;;;2;2;2;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_014;29/08/2007;Lantaarntje;;;6;6;2;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_015;30/07/2007;Lantaarntje;;;2;1;;;x;;
Ward Vercruysse;;;TYD_015;30/07/2007;Bruinrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;TYD_015;30/07/2007;Tengere grasjuffer;;;;1;;;;;
Ward Vercruysse;;;TYD_015;29/08/2007;Kleine roodoogjuffer;;;2;;;;;;
Ward Vercruysse;;;TYD_015;29/08/2007;Tengere grasjuffer;;;1;;;;;;
Ward Vercruysse;;;TYD_016;25/05/2007;Azuurwaterjuffer;1;;11;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_016;25/05/2007;Lantaarntje;;2;1;1;3;;;;
Ward Vercruysse;;;TYD_016;30/07/2007;Lantaarntje;;;2;2;2;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_016;30/07/2007;Bruinrode heidelibel;;6;;;;;;;
Ward Vercruysse;;;TYD_016;30/07/2007;Zwervende pantserjuffer;;;;1;;;;;
Ward Vercruysse;;;TYD_016;29/08/2007;Lantaarntje;;;2;2;3;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_016;29/08/2007;Bruinrode heidelibel;;;1;;1;;;;
Ward Vercruysse;;;TYD_017;25/05/2007;Azuurwaterjuffer;;;16;6;20;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_017;19/07/2007;Azuurwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;TYD_017;19/07/2007;Lantaarntje;;;1;1;;;;;
Ward Vercruysse;;;TYD_017;23/08/2007;Bruinrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;TYD_017;23/08/2007;Lantaarntje;;;1;1;1;;;;
Ward Vercruysse;;;TYD_017;23/08/2007;Tengere grasjuffer;;;1;;;;;;
Ward Vercruysse;;;TYD_021;25/05/2007;Azuurwaterjuffer;;1;85;45;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_021;19/07/2007;Kleine roodoogjuffer;;;101;21;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_021;25/05/2007;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;TYD_021;25/05/2007;Grote keizerlibel;;;3;1;;;;;
Ward Vercruysse;;;TYD_021;25/05/2007;Lantaarntje;;;1;1;;;;;
Ward Vercruysse;;;TYD_021;25/05/2007;Platbuik;;;30;;;;;;
Ward Vercruysse;;;TYD_021;25/05/2007;Tengere grasjuffer;;;;1;;;;;
Ward Vercruysse;;;TYD_021;25/05/2007;Viervlek;;;;;20;;;;
Ward Vercruysse;;;TYD_021;19/07/2007;Azuurwaterjuffer;;;5;4;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_021;19/07/2007;Bruinrode heidelibel;;30;6;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_021;19/07/2007;Lantaarntje;;;21;6;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_021;19/07/2007;Bloedrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;TYD_021;19/07/2007;Gaffelwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;TYD_021;19/07/2007;Gewone oeverlibel;;;3;;;;;;
Ward Vercruysse;;;TYD_021;19/07/2007;Grote keizerlibel;;;3;;;;;;
Ward Vercruysse;;;TYD_021;19/07/2007;Vuurlibel;;;7;1;;;;;
Ward Vercruysse;;;TYD_021;23/08/2007;Bruinrode heidelibel;;;12;4;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_021;23/08/2007;Azuurwaterjuffer;;;1;1;;;;;
Ward Vercruysse;;;TYD_021;23/08/2007;Bloedrode heidelibel;;;5;;;;;;
Ward Vercruysse;;;TYD_021;23/08/2007;Gewone oeverlibel;;;2;;;;;;
Ward Vercruysse;;;TYD_021;23/08/2007;Houtpantserjuffer;;;1;;;;;;
Ward Vercruysse;;;TYD_021;23/08/2007;Kleine roodoogjuffer;;;5;;;;;;
Ward Vercruysse;;;TYD_021;23/08/2007;Lantaarntje;;;;;20;;;;
Ward Vercruysse;;;TYD_021;23/08/2007;Tengere grasjuffer;;;3;;;;;;
Ward Vercruysse;Simon Feys;Wouter Van Gompel Wouter;TYD_027;25/05/2009;Azuurwaterjuffer;;5;600;520;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;Wouter Van Gompel Wouter;TYD_027;25/05/2009;Lantaarntje;;2;;1;11;;x;;
Ward Vercruysse;;;TYD_027;13/07/2009;Lantaarntje;;;5;7;7;;x;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;Wouter Van Gompel Wouter;TYD_027;25/05/2009;Vuurjuffer;;;9;8;11;;;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;Wouter Van Gompel Wouter;TYD_027;25/05/2009;Platbuik;;;1;;1;;;;
Ward Vercruysse;;;TYD_027;13/07/2009;Azuurwaterjuffer;;;24;3;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_027;13/07/2009;Bloedrode heidelibel;;1;3;;;;;;
Ward Vercruysse;;;TYD_027;13/07/2009;Heidelibel spec;;2;;;;;;;
Ward Vercruysse;;;TYD_027;13/07/2009;Kleine roodoogjuffer;;;12;;;;;;
Ward Vercruysse;;;TYD_027;14/08/2009;Azuurwaterjuffer;;;1;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_027;14/08/2009;Bloedrode heidelibel;;;66;7;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_027;14/08/2009;Lantaarntje;;;4;1;4;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_027;14/08/2009;Blauwe glazenmaker;;;2;;;;;;
Ward Vercruysse;;;TYD_027;14/08/2009;Gewone oeverlibel;;;;1;;;;;
Ward Vercruysse;;;TYD_027;14/08/2009;Paardenbijter;;;1;;;;;;
Ward Vercruysse;;;TYD_027;14/08/2009;Zuidelijke glazenmaker;;;1;;;;;;
Ward Vercruysse;;;TYD_031;12/06/2009;Azuurwaterjuffer;;3;25;5;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;TYD_031;12/06/2009;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;TYD_031;12/06/2009;Lantaarntje;;1;;;;;;;
Ward Vercruysse;;;WES_003;23/05/2008;Azuurwaterjuffer;;;50;20;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_003;23/05/2008;Gaffelwaterjuffer;;;5;3;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_003;23/05/2008;Platbuik;;;2;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_003;23/05/2008;Lantaarntje;;2;;;3;;;;
Ward Vercruysse;;;WES_003;23/05/2008;Viervlek;;;;;1;;;;
Ward Vercruysse;;;WES_003;23/05/2008;Watersnuffel;;;1;;;;;;
Ward Vercruysse;;;WES_003;30/06/2008;Azuurwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;WES_003;30/06/2008;Bruinrode heidelibel;;5;;;;;;;
Ward Vercruysse;;;WES_003;30/06/2008;Gaffelwaterjuffer;;;4;;;;;;
Ward Vercruysse;;;WES_003;30/06/2008;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;WES_003;30/06/2008;Lantaarntje;;;1;1;;;;;
Ward Vercruysse;;;WES_003;25/08/2008;Bruinrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;WES_003;25/08/2008;Lantaarntje;;;1;1;;;;;
Ward Vercruysse;;;WES_003;25/08/2008;Zwervende pantserjuffer;;;1;1;;;;;
Ward Vercruysse;;;WES_004;23/05/2008;Azuurwaterjuffer;;;40;10;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_004;23/05/2008;Lantaarntje;;1;1;;3;;;;
Ward Vercruysse;;;WES_004;23/05/2008;Platbuik;;;1;;;;;;
Ward Vercruysse;;;WES_004;23/05/2008;Tengere grasjuffer;;;2;;;;;;
Ward Vercruysse;;;WES_004;30/06/2008;Bruinrode heidelibel;;2;;;;;;;
Ward Vercruysse;;;WES_004;30/06/2008;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;WES_006;23/05/2008;Platbuik;;;1;1;;;x;;
Ward Vercruysse;;;WES_006;23/05/2008;Azuurwaterjuffer;;;2;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_006;23/05/2008;Gaffelwaterjuffer;;;1;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_006;23/05/2008;Grote roodoogjuffer;;;;1;;;;;
Ward Vercruysse;;;WES_006;23/05/2008;Lantaarntje;;;1;;3;;;;
Ward Vercruysse;;;WES_006;23/05/2008;Tengere grasjuffer;;;10;;;;;;
Ward Vercruysse;;;WES_006;23/05/2008;Watersnuffel;;;1;;;;;;
Ward Vercruysse;;;WES_006;30/06/2008;Gaffelwaterjuffer;;;7;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_006;30/06/2008;Grote keizerlibel;;;;;1;;;;
Ward Vercruysse;;;WES_006;30/06/2008;Lantaarntje;;;1;;1;;;;
Ward Vercruysse;;;WES_006;25/08/2008;Zwervende pantserjuffer;;;1;;;;;;
Ward Vercruysse;;;WES_007;23/05/2008;Platbuik;;;2;1;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_007;30/06/2008;Platbuik;;;3;2;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_007;23/05/2008;Azuurwaterjuffer;;;3;3;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_007;23/05/2008;Gaffelwaterjuffer;;;6;3;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_007;23/05/2008;Grote keizerlibel;4;;;;;;;;
Ward Vercruysse;;;WES_007;23/05/2008;Lantaarntje;;1;;;2;;;;
Ward Vercruysse;;;WES_007;23/05/2008;Tengere grasjuffer;;;3;;;;;;
Ward Vercruysse;;;WES_007;23/05/2008;Viervlek;;;;;3;;;;
Ward Vercruysse;;;WES_007;23/05/2008;Zwervende heidelibel;;1;;;;;;;
Ward Vercruysse;;;WES_007;30/06/2008;Gaffelwaterjuffer;;;16;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_007;30/06/2008;Bruinrode heidelibel;;1;;;;;;;
Ward Vercruysse;;;WES_007;30/06/2008;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;WES_007;30/06/2008;Lantaarntje;;;3;;;;;;
Ward Vercruysse;;;WES_007;30/06/2008;Tengere grasjuffer;;;1;;;;;;
Ward Vercruysse;;;WES_007;25/08/2008;Zwervende pantserjuffer;;;3;;1;;;;
Wouter Van Gompel;Ward Vercruysse;;WES_008;4/06/2007;Platbuik;;;4;2;;;x;;Tandems gezien, niet geteld
Wouter Van Gompel;Ward Vercruysse;;WES_008;4/06/2007;Lantaarntje;;;1;1;3;;x;;
Ward Vercruysse;;;WES_008;23/05/2008;Platbuik;;;3;1;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_008;30/06/2008;Azuurwaterjuffer;;;17;7;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_008;30/06/2008;Gaffelwaterjuffer;;;40;20;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_008;30/06/2008;Grote keizerlibel;;;1;1;;;x;;
Wouter Van Gompel;Ward Vercruysse;;WES_008;4/06/2007;Azuurwaterjuffer;;;5;;11;;;;
Wouter Van Gompel;Ward Vercruysse;;WES_008;4/06/2007;Grote keizerlibel;;;1;;;;;;
Wouter Van Gompel;Ward Vercruysse;;WES_008;4/06/2007;Zwervende pantserjuffer;;15;;;;;;;
Ward Vercruysse;;;WES_008;23/05/2008;Azuurwaterjuffer;;;80;31;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_008;23/05/2008;Gaffelwaterjuffer;;;35;20;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_008;23/05/2008;Lantaarntje;;;1;1;10;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_008;23/05/2008;Viervlek;;;;;4;;;;
Ward Vercruysse;;;WES_008;23/05/2008;Watersnuffel;;;1;;;;;;
Ward Vercruysse;;;WES_008;30/06/2008;Lantaarntje;;;3;2;5;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_008;30/06/2008;Bruinrode heidelibel;;3;;;;;;;
