UniqueID,TaxonomicGroup,YearPublished,Kingdom,verbatimScientificName,scientificName,gbifapi_species,vernacularname,RLCAsPublished,RLC,RLCEurope,Criteria,Reference,license,rightsHolder,accessRights,datasetName,locationID,locality,countryCode,occurrencestatus,threadStatus,RLC code Translated term,gbifapi_matchType,gbifapi_usageKey
INBO:RL:NONVAL:SPI:1998:3991,Spiders,1998,Animalia,Sintula cornigera,Sintula corniger ??,,Bonte moeraswielspin,Waarschijnlijk bedreigd,DD(PT),,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Probably Endangered,Probably Endangered / DD(PT),NONE_done,
INBO:RL:NONVAL:SPI:1998:4004,Spiders,1998,Animalia,Synaema globosum,Synema globosum,,Blinkende krabspin,Zeldzaam,NT,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,NONE_done,
INBO:RL:NONVAL:SPI:1998:4036,Spiders,1998,Animalia,Theridion bimaculatum,Neottiura bimaculata,,Witbandkogelspin,Momenteel niet bedreigd,LC,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:SPI:1998:4042,Spiders,1998,Animalia,Theridion instabile,Rugathodes instabilis,,Egaalpootje,Bedreigd,EN,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Endangered (EN) / EN,NONE_done,
INBO:RL:NONVAL:SPI:1998:4050,Spiders,1998,Animalia,Theridion uhlighi,Theridion uhligi,,Uhligh's kogelspin,Met uitsterven bedreigd,CR,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Critically Endangered (CR) / CR,NONE_done,
INBO:RL:NONVAL:SPI:1998:4054,Spiders,1998,Animalia,Thyreostenius biovatus,Thyreosthenius biovatus,,Mier-groefkopje,Met uitsterven bedreigd,CR,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Critically Endangered (CR) / CR,NONE_done,
INBO:RL:NONVAL:SPI:1998:4055,Spiders,1998,Animalia,Thyreostenius parasiticus,Thyreosthenius parasiticus,,Bodem-groefkopje,Momenteel niet bedreigd,LC,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:SPI:1998:4063,Spiders,1998,Animalia,Trichoncus hackmanni,Trichoncus hackmani,Trichoncus hackmani,Strand-kontrastpootje,Met uitsterven bedreigd,CR,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Critically Endangered (CR) / CR,FUZZY_done,2134461
INBO:RL:NONVAL:SPI:1998:4103,Spiders,1998,Animalia,Xysticus kempelini,Xysticus kempeleni,,Roodbruine struikkrabspin,Zeldzaam,NT,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,NONE_done,
INBO:RL:NONVAL:SPI:1998:4116,Spiders,1998,Animalia,Zelotes lutetianus,Drassyllus lutetianus,,Moeraskampoot,Bedreigd,EN,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Endangered (EN) / EN,NONE_done,
INBO:RL:NONVAL:SPI:1998:4117,Spiders,1998,Animalia,Zelotes pedestris,Trachyzelotes pedestris,,Gewone kampoot,Bedreigd,EN,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Endangered (EN) / EN,NONE_done,
INBO:RL:NONVAL:SPI:1998:4119,Spiders,1998,Animalia,Zelotes praeficus,Drassyllus praeficus,,Zonnekampoot,Met uitsterven bedreigd,CR,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Critically Endangered (CR) / CR,NONE_done,
INBO:RL:NONVAL:SPI:1998:4120,Spiders,1998,Animalia,Zelotes pusillus,Drassyllus pusillus,,Kleine kampoot,Momenteel niet bedreigd,LC,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:WBE:1994:5315,Waterbeetles,1994,Animalia,Coelambus parallellogrammus,Coelambus parallelogrammus,Coelambus parallelogrammus,,Zeldzaam,NT,,ExpertJudgement,Bosmans_1994,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,FUZZY_done,4308860
INBO:RL:NONVAL:WBE:1994:5362,Waterbeetles,1994,Animalia,Haliplus wehnkei,Haliplus wehnckei ,,,Uitgestorven in Vlaanderen,RE,,ExpertJudgement,Bosmans_1994,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE) in Flanders,Regionally Extinct (RE) in Flanders / RE,NONE_done,
INBO:RL:NONVAL:WBE:1994:5404,Waterbeetles,1994,Animalia,Nartus grapii,Rhantus grapii,Rhantus grapii,,Bedreigd,VU,,ExpertJudgement,Bosmans_1994,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Endangered (EN) / VU,FUZZY_done,8501267
INBO:RL:NONVAL:WBE:1994:5412,Waterbeetles,1994,Animalia,Potamonectus canaliculatus,Potamonectes canaliculatus,,,Momenteel niet bedreigd,LC,,ExpertJudgement,Bosmans_1994,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:WBE:1994:5413,Waterbeetles,1994,Animalia,Potamonectus depressus elegans,Potamonectes depressus ??,,,Momenteel niet bedreigd,LC,,ExpertJudgement,Bosmans_1994,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:WBU:1994:5445,Waterbugs,1994,Animalia,Hesperocorixa linnei,Hesperocorixa linnaei,,Donkere moerwants,Momenteel niet bedreigd,LC,,ExpertJudgement,Bosmans_1994,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:WBU:1994:5466,Waterbugs,1994,Animalia,Plea leachi,Plea minutissima,,Dwergrugzwemmer,Momenteel niet bedreigd,LC,,ExpertJudgement,Bosmans_1994,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:WBU:1994:5471,Waterbugs,1994,Animalia,Sigara hellensi,Sigara hellensii,Sigara hellensii,Beeksigaar,Zeldzaam,NT,,ExpertJudgement,Bosmans_1994,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,FUZZY_done,4485437
INBO:RL:NONVAL:WBU:2001:5484,Waterbugs,2001,Animalia,Callicorixa concinna,Paracorixa concinna,,Streeppoot,Momenteel niet bedreigd,LC,,Regional,Bonte_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:WBU:2001:5490,Waterbugs,2001,Animalia,Cymatia bonsdorffii,Cymatia bonsdorffi,Cymatia bonsdorffi,Veenzwemmertje,Bedreigd,EN,,Regional,Bonte_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Endangered (EN) / EN,FUZZY_done,6453952
INBO:RL:NONVAL:WBU:2001:5496,Waterbugs,2001,Animalia,Gerris najas,Aquarius najas ,,Beekschaatsenrijder,Met uitsterven bedreigd,CR,,Regional,Bonte_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Critically Endangered (CR) / CR,NONE_done,
INBO:RL:NONVAL:WBU:2001:5528,Waterbugs,2001,Animalia,Sigara hellensi,Sigara hellensii,Sigara hellensii,Beeksigaar,Zeldzaam,NT,,Regional,Bonte_etal_2001,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,FUZZY_done,4485437
