scientificName,genus,species,scientificName 3,gbifapi_acceptedKey,gbifapi_acceptedScientificName,gbifapi_canonicalName,gbifapi_class,gbifapi_classKey,gbifapi_confidence,gbifapi_family,gbifapi_familyKey,gbifapi_genus,gbifapi_genusKey,gbifapi_kingdom,gbifapi_kingdomKey,gbifapi_matchType,gbifapi_order,gbifapi_orderKey,gbifapi_phylum,gbifapi_phylumKey,gbifapi_rank,gbifapi_scientificName,gbifapi_species,gbifapi_speciesKey,gbifapi_status,gbifapi_synonym,gbifapi_usageKey
Ixobrychus minutus,Ixobrychus,minutus,,2480850,"Ixobrychus minutus (Linnaeus, 1766)",Ixobrychus minutus,Aves,212,99,Ardeidae,3685,Ixobrychus,2480843,Animalia,1,EXACT,Pelecaniformes,7190953,Chordata,44,SPECIES,"Ixobrychus minutus (Linnaeus, 1766)",Ixobrychus minutus,2480850,ACCEPTED,False,2480850
Lanius collurio,Lanius,collurio,,7745240,"Lanius collurio Linnaeus, 1758",Lanius collurio,Aves,212,99,Laniidae,9315,Lanius,2483315,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Lanius collurio Linnaeus, 1758",Lanius collurio,7745240,ACCEPTED,False,7745240
Lanius excubitor,Lanius,excubitor,,8061978,"Lanius excubitor Linnaeus, 1758",Lanius excubitor,Aves,212,99,Laniidae,9315,Lanius,2483315,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Lanius excubitor Linnaeus, 1758",Lanius excubitor,8061978,ACCEPTED,False,8061978
Larus argentatus,Larus,argentatus,,2481139,"Larus argentatus Pontoppidan, 1763",Larus argentatus,Aves,212,99,Laridae,9316,Larus,2481126,Animalia,1,EXACT,Charadriiformes,7192402,Chordata,44,SPECIES,"Larus argentatus Pontoppidan, 1763",Larus argentatus,2481139,ACCEPTED,False,2481139
Larus canus,Larus,canus,,7982160,"Larus canus Linnaeus, 1758",Larus canus,Aves,212,99,Laridae,9316,Larus,2481126,Animalia,1,EXACT,Charadriiformes,7192402,Chordata,44,SPECIES,"Larus canus Linnaeus, 1758",Larus canus,7982160,ACCEPTED,False,7982160
Larus fuscus,Larus,fuscus,,2481174,"Larus fuscus Linnaeus, 1758",Larus fuscus,Aves,212,99,Laridae,9316,Larus,2481126,Animalia,1,EXACT,Charadriiformes,7192402,Chordata,44,SPECIES,"Larus fuscus Linnaeus, 1758",Larus fuscus,2481174,ACCEPTED,False,2481174
Larus melanocephalus,Larus,melanocephalus,,8151548,"Ichthyaetus melanocephalus (Temminck, 1820)",Larus melanocephalus,Aves,212,99,Laridae,9316,Ichthyaetus,7237184,Animalia,1,EXACT,Charadriiformes,7192402,Chordata,44,SPECIES,"Larus melanocephalus Temminck, 1820",Ichthyaetus melanocephalus,8151548,SYNONYM,True,2481194
Larus ridibundus,Larus,ridibundus,,6065824,"Chroicocephalus ridibundus (Linnaeus, 1766)",Larus ridibundus,Aves,212,99,Laridae,9316,Chroicocephalus,4848452,Animalia,1,EXACT,Charadriiformes,7192402,Chordata,44,SPECIES,"Larus ridibundus Linnaeus, 1766",Chroicocephalus ridibundus,6065824,SYNONYM,True,2481137
Limosa limosa,Limosa,limosa,,2481685,"Limosa limosa (Linnaeus, 1758)",Limosa limosa,Aves,212,99,Scolopacidae,5282,Limosa,2481679,Animalia,1,EXACT,Charadriiformes,7192402,Chordata,44,SPECIES,"Limosa limosa (Linnaeus, 1758)",Limosa limosa,2481685,ACCEPTED,False,2481685
Locustella luscinioides,Locustella,luscinioides,,2493551,"Locustella luscinioides (Savi, 1824)",Locustella luscinioides,Aves,212,99,Locustellidae,6100825,Locustella,2493547,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Locustella luscinioides (Savi, 1824)",Locustella luscinioides,2493551,ACCEPTED,False,2493551
Locustella naevia,Locustella,naevia,,2493548,"Locustella naevia (Boddaert, 1783)",Locustella naevia,Aves,212,99,Locustellidae,6100825,Locustella,2493547,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Locustella naevia (Boddaert, 1783)",Locustella naevia,2493548,ACCEPTED,False,2493548
Loxia curvirostra,Loxia,curvirostra,,2494155,"Loxia curvirostra Linnaeus, 1758",Loxia curvirostra,Aves,212,99,Fringillidae,5242,Loxia,2494150,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Loxia curvirostra Linnaeus, 1758",Loxia curvirostra,2494155,ACCEPTED,False,2494155
Lululla arborea,Lululla,arborea,,,,,,,,,,,,,,NONE,,,,,,,,,,,
Luscinia megarhynchos,Luscinia,megarhynchos,,7660710,"Luscinia megarhynchos C. L. Brehm, 1831",Luscinia megarhynchos,Aves,212,99,Muscicapidae,9322,Luscinia,5429330,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Luscinia megarhynchos C. L. Brehm, 1831",Luscinia megarhynchos,7660710,ACCEPTED,False,7660710
Luscinia svecica,Luscinia,svecica,,4408732,"Luscinia svecica (Linnaeus, 1758)",Luscinia svecica,Aves,212,99,Muscicapidae,9322,Luscinia,5429330,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Luscinia svecica (Linnaeus, 1758)",Luscinia svecica,4408732,ACCEPTED,False,4408732
Miliaria calandra,Miliaria,calandra,,7634625,"Emberiza calandra Linnaeus, 1758",Miliaria calandra,Aves,212,99,Emberizidae,9608,Emberiza,2491468,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Miliaria calandra (Linnaeus, 1758)",Emberiza calandra,7634625,SYNONYM,True,2491506
Milvus migrans,Milvus,migrans,,5229167,"Milvus migrans (Boddaert, 1783)",Milvus migrans,Aves,212,99,Accipitridae,2877,Milvus,5229166,Animalia,1,EXACT,Accipitriformes,7191147,Chordata,44,SPECIES,"Milvus migrans (Boddaert, 1783)",Milvus migrans,5229167,ACCEPTED,False,5229167
Milvus milvus,Milvus,milvus,,5229168,"Milvus milvus (Linnaeus, 1758)",Milvus milvus,Aves,212,99,Accipitridae,2877,Milvus,5229166,Animalia,1,EXACT,Accipitriformes,7191147,Chordata,44,SPECIES,"Milvus milvus (Linnaeus, 1758)",Milvus milvus,5229168,ACCEPTED,False,5229168
Motacilla alba,Motacilla,alba,,2490298,"Motacilla alba Linnaeus, 1758",Motacilla alba,Aves,212,99,Motacillidae,5257,Motacilla,2490295,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Motacilla alba Linnaeus, 1758",Motacilla alba,2490298,ACCEPTED,False,2490298
Motacilla cinerea,Motacilla,cinerea,,2490310,"Motacilla cinerea Tunstall, 1771",Motacilla cinerea,Aves,212,99,Motacillidae,5257,Motacilla,2490295,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Motacilla cinerea Tunstall, 1771",Motacilla cinerea,2490310,ACCEPTED,False,2490310
Motacilla flava,Motacilla,flava,,2490313,"Motacilla flava Linnaeus, 1758",Motacilla flava,Aves,212,99,Motacillidae,5257,Motacilla,2490295,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Motacilla flava Linnaeus, 1758",Motacilla flava,2490313,ACCEPTED,False,2490313
Motacilla flava flavissima,Motacilla,flava,flavissima,6540377,"Motacilla flava subsp. flavissima (Blyth, 1834)",Motacilla flava flavissima,Aves,212,99,Motacillidae,5257,Motacilla,2490295,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SUBSPECIES,"Motacilla flava subsp. flavissima (Blyth, 1834)",Motacilla flava,2490313,ACCEPTED,False,6540377
Muscicapa striata,Muscicapa,striata,,2492576,"Muscicapa striata (Pallas, 1764)",Muscicapa striata,Aves,212,99,Muscicapidae,9322,Muscicapa,2483240,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Muscicapa striata (Pallas, 1764)",Muscicapa striata,2492576,ACCEPTED,False,2492576
Netta rufina,Netta,rufina,,2498180,"Netta rufina (Pallas, 1773)",Netta rufina,Aves,212,99,Anatidae,2986,Netta,2498176,Animalia,1,EXACT,Anseriformes,1108,Chordata,44,SPECIES,"Netta rufina (Pallas, 1773)",Netta rufina,2498180,ACCEPTED,False,2498180
Numenius arquata,Numenius,arquata,,2481792,"Numenius arquata (Linnaeus, 1758)",Numenius arquata,Aves,212,99,Scolopacidae,5282,Numenius,7875964,Animalia,1,EXACT,Charadriiformes,7192402,Chordata,44,SPECIES,"Numenius arquata (Linnaeus, 1758)",Numenius arquata,2481792,ACCEPTED,False,2481792
Nycticorax nycticorax,Nycticorax,nycticorax,,2480863,"Nycticorax nycticorax (Linnaeus, 1758)",Nycticorax nycticorax,Aves,212,99,Ardeidae,3685,Nycticorax,7824892,Animalia,1,EXACT,Pelecaniformes,7190953,Chordata,44,SPECIES,"Nycticorax nycticorax (Linnaeus, 1758)",Nycticorax nycticorax,2480863,ACCEPTED,False,2480863
Oenanthe oenanthe,Oenanthe,oenanthe,,5231240,"Oenanthe oenanthe (Linnaeus, 1758)",Oenanthe oenanthe,Aves,212,99,Muscicapidae,9322,Oenanthe,2492483,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Oenanthe oenanthe (Linnaeus, 1758)",Oenanthe oenanthe,5231240,ACCEPTED,False,5231240
Oriolus oriolus,Oriolus,oriolus,,2488949,"Oriolus oriolus (Linnaeus, 1758)",Oriolus oriolus,Aves,212,99,Oriolidae,5708,Oriolus,2488947,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Oriolus oriolus (Linnaeus, 1758)",Oriolus oriolus,2488949,ACCEPTED,False,2488949
Panurus biarmicus,Panurus,biarmicus,,2493367,"Panurus biarmicus (Linnaeus, 1758)",Panurus biarmicus,Aves,212,99,Panuridae,6100802,Panurus,2493366,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Panurus biarmicus (Linnaeus, 1758)",Panurus biarmicus,2493367,ACCEPTED,False,2493367
Parus ater,Parus,ater,,2487871,"Periparus ater (Linnaeus, 1758)",Parus ater,Aves,212,99,Paridae,9327,Periparus,7736104,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Parus ater Linnaeus, 1758",Periparus ater,2487871,SYNONYM,True,7820681
Parus caeruleus,Parus,caeruleus,,2487879,"Cyanistes caeruleus (Linnaeus, 1758)",Parus caeruleus,Aves,212,99,Paridae,9327,Cyanistes,2487875,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Parus caeruleus Linnaeus, 1758",Cyanistes caeruleus,2487879,SYNONYM,True,8191482
Parus cristatus,Parus,cristatus,,2487883,"Lophophanes cristatus (Linnaeus, 1758)",Parus cristatus,Aves,212,99,Paridae,9327,Lophophanes,2487881,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Parus cristatus Linnaeus, 1758",Lophophanes cristatus,2487883,SYNONYM,True,8203973
Parus major,Parus,major,,8095051,"Parus major Linnaeus, 1758",Parus major,Aves,212,99,Paridae,9327,Parus,2487923,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Parus major Linnaeus, 1758",Parus major,8095051,ACCEPTED,False,8095051
Parus montanus,Parus,montanus,,2487866,"Poecile montanus (Conrad von Baldenstein, 1827)",Parus montanus,Aves,212,99,Paridae,9327,Poecile,2487782,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Parus montanus Conrad von Baldenstein, 1827",Poecile montanus,2487866,SYNONYM,True,4409010
Parus palustris,Parus,palustris,,2487843,"Poecile palustris (Linnaeus, 1758)",Parus palustris,Aves,212,99,Paridae,9327,Poecile,2487782,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Parus palustris Linnaeus, 1758",Poecile palustris,2487843,SYNONYM,True,8126684
Passer domesticus,Passer,domesticus,,5231190,"Passer domesticus (Linnaeus, 1758)",Passer domesticus,Aves,212,99,Passeridae,5264,Passer,2492321,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Passer domesticus (Linnaeus, 1758)",Passer domesticus,5231190,ACCEPTED,False,5231190
Passer montanus,Passer,montanus,,5231198,"Passer montanus (Linnaeus, 1758)",Passer montanus,Aves,212,99,Passeridae,5264,Passer,2492321,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Passer montanus (Linnaeus, 1758)",Passer montanus,5231198,ACCEPTED,False,5231198
Perdix perdix,Perdix,perdix,,2473958,"Perdix perdix (Linnaeus, 1758)",Perdix perdix,Aves,212,99,Phasianidae,9331,Perdix,2473953,Animalia,1,EXACT,Galliformes,723,Chordata,44,SPECIES,"Perdix perdix (Linnaeus, 1758)",Perdix perdix,2473958,ACCEPTED,False,2473958
Pernis apivorus,Pernis,apivorus,,2480420,"Pernis apivorus (Linnaeus, 1758)",Pernis apivorus,Aves,212,99,Accipitridae,2877,Pernis,2480419,Animalia,1,EXACT,Accipitriformes,7191147,Chordata,44,SPECIES,"Pernis apivorus (Linnaeus, 1758)",Pernis apivorus,2480420,ACCEPTED,False,2480420
Phalacrocorax carbo,Phalacrocorax,carbo,,2481890,"Phalacrocorax carbo (Linnaeus, 1758)",Phalacrocorax carbo,Aves,212,99,Phalacrocoracidae,5268,Phalacrocorax,2481854,Animalia,1,EXACT,Suliformes,7192775,Chordata,44,SPECIES,"Phalacrocorax carbo (Linnaeus, 1758)",Phalacrocorax carbo,2481890,ACCEPTED,False,2481890
Phasianus colchicus,Phasianus,colchicus,,2473744,"Phasianus colchicus Linnaeus, 1758",Phasianus colchicus,Aves,212,99,Phasianidae,9331,Phasianus,2473738,Animalia,1,EXACT,Galliformes,723,Chordata,44,SPECIES,"Phasianus colchicus Linnaeus, 1758",Phasianus colchicus,2473744,ACCEPTED,False,2473744
Phoenicurus ochruros,Phoenicurus,ochruros,,5739315,"Phoenicurus ochruros (S. G. Gmelin, 1774)",Phoenicurus ochruros,Aves,212,99,Muscicapidae,9322,Phoenicurus,5429347,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Phoenicurus ochruros (S. G. Gmelin, 1774)",Phoenicurus ochruros,5739315,ACCEPTED,False,5739315
Phoenicurus phoenicurus,Phoenicurus,phoenicurus,,5739317,"Phoenicurus phoenicurus (Linnaeus, 1758)",Phoenicurus phoenicurus,Aves,212,99,Muscicapidae,9322,Phoenicurus,5429347,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Phoenicurus phoenicurus (Linnaeus, 1758)",Phoenicurus phoenicurus,5739317,ACCEPTED,False,5739317
Phylloscopus collybita,Phylloscopus,collybita,,2493091,"Phylloscopus collybita (Vieillot, 1817)",Phylloscopus collybita,Aves,212,99,Phylloscopidae,6100963,Phylloscopus,2493047,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Phylloscopus collybita (Vieillot, 1817)",Phylloscopus collybita,2493091,ACCEPTED,False,2493091
Phylloscopus sibilatrix,Phylloscopus,sibilatrix,,8128385,"Phylloscopus sibillatrix (Bechstein, 1792)",Phylloscopus sibillatrix,Aves,212,96,Phylloscopidae,6100963,Phylloscopus,2493047,Animalia,1,FUZZY,Passeriformes,729,Chordata,44,SPECIES,"Phylloscopus sibillatrix (Bechstein, 1792)",Phylloscopus sibillatrix,8128385,ACCEPTED,False,8128385
Phylloscopus trochilus,Phylloscopus,trochilus,,2493052,"Phylloscopus trochilus (Linnaeus, 1758)",Phylloscopus trochilus,Aves,212,99,Phylloscopidae,6100963,Phylloscopus,2493047,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Phylloscopus trochilus (Linnaeus, 1758)",Phylloscopus trochilus,2493052,ACCEPTED,False,2493052
Pica pica,Pica,pica,,5229490,"Pica pica (Linnaeus, 1758)",Pica pica,Aves,212,99,Corvidae,5235,Pica,7237083,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Pica pica (Linnaeus, 1758)",Pica pica,5229490,ACCEPTED,False,5229490
Picus viridis,Picus,viridis,,2478523,"Picus viridis Linnaeus, 1758",Picus viridis,Aves,212,99,Picidae,9333,Picus,2478487,Animalia,1,EXACT,Piciformes,724,Chordata,44,SPECIES,"Picus viridis Linnaeus, 1758",Picus viridis,2478523,ACCEPTED,False,2478523
Platalea leucorodia,Platalea,leucorodia,,2480801,"Platalea leucorodia Linnaeus, 1758",Platalea leucorodia,Aves,212,99,Threskiornithidae,5288,Platalea,2480798,Animalia,1,EXACT,Pelecaniformes,7190953,Chordata,44,SPECIES,"Platalea leucorodia Linnaeus, 1758",Platalea leucorodia,2480801,ACCEPTED,False,2480801
Podiceps cristatus,Podiceps,cristatus,,2482054,"Podiceps cristatus (Linnaeus, 1758)",Podiceps cristatus,Aves,212,99,Podicipedidae,9338,Podiceps,2482049,Animalia,1,EXACT,Podicipediformes,7191588,Chordata,44,SPECIES,"Podiceps cristatus (Linnaeus, 1758)",Podiceps cristatus,2482054,ACCEPTED,False,2482054
Podiceps nigricollis,Podiceps,nigricollis,,2482065,"Podiceps nigricollis C. L. Brehm, 1831",Podiceps nigricollis,Aves,212,99,Podicipedidae,9338,Podiceps,2482049,Animalia,1,EXACT,Podicipediformes,7191588,Chordata,44,SPECIES,"Podiceps nigricollis C. L. Brehm, 1831",Podiceps nigricollis,2482065,ACCEPTED,False,2482065
Porzana porzana,Porzana,porzana,,2474621,"Porzana porzana (Linnaeus, 1766)",Porzana porzana,Aves,212,99,Rallidae,9342,Porzana,2474604,Animalia,1,EXACT,Gruiformes,1493,Chordata,44,SPECIES,"Porzana porzana (Linnaeus, 1766)",Porzana porzana,2474621,ACCEPTED,False,2474621
Prunella modularis,Prunella,modularis,,5231763,"Prunella modularis (Linnaeus, 1758)",Prunella modularis,Aves,212,99,Prunellidae,5273,Prunella,2495070,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Prunella modularis (Linnaeus, 1758)",Prunella modularis,5231763,ACCEPTED,False,5231763
Psittacula krameri,Psittacula,krameri,,2479226,"Psittacula krameri (Scopoli, 1769)",Psittacula krameri,Aves,212,99,Psittacidae,9340,Psittacula,2479192,Animalia,1,EXACT,Psittaciformes,1445,Chordata,44,SPECIES,"Psittacula krameri (Scopoli, 1769)",Psittacula krameri,2479226,ACCEPTED,False,2479226
Pyrrhula pyrrhula,Pyrrhula,pyrrhula,,2494543,"Pyrrhula pyrrhula (Linnaeus, 1758)",Pyrrhula pyrrhula,Aves,212,99,Fringillidae,5242,Pyrrhula,2494529,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Pyrrhula pyrrhula (Linnaeus, 1758)",Pyrrhula pyrrhula,2494543,ACCEPTED,False,2494543
Rallus aquaticus,Rallus,aquaticus,,2474831,"Rallus aquaticus Linnaeus, 1758",Rallus aquaticus,Aves,212,99,Rallidae,9342,Rallus,2474794,Animalia,1,EXACT,Gruiformes,1493,Chordata,44,SPECIES,"Rallus aquaticus Linnaeus, 1758",Rallus aquaticus,2474831,ACCEPTED,False,2474831
Recurvirostra avosetta,Recurvirostra,avosetta,,2480259,"Recurvirostra avosetta Linnaeus, 1758",Recurvirostra avosetta,Aves,212,99,Recurvirostridae,4287244,Recurvirostra,2480255,Animalia,1,EXACT,Charadriiformes,7192402,Chordata,44,SPECIES,"Recurvirostra avosetta Linnaeus, 1758",Recurvirostra avosetta,2480259,ACCEPTED,False,2480259
Regulus ignicapillus,Regulus,ignicapillus,,6093527,"Regulus ignicapilla (Temminck, 1820)",Regulus ignicapilla,Aves,212,96,Regulidae,5279,Regulus,2484589,Animalia,1,FUZZY,Passeriformes,729,Chordata,44,SPECIES,"Regulus ignicapilla (Temminck, 1820)",Regulus ignicapilla,6093527,ACCEPTED,False,6093527
Regulus regulus,Regulus,regulus,,2484596,"Regulus regulus (Linnaeus, 1758)",Regulus regulus,Aves,212,99,Regulidae,5279,Regulus,2484589,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Regulus regulus (Linnaeus, 1758)",Regulus regulus,2484596,ACCEPTED,False,2484596
Remiz pendulinus,Remiz,pendulinus,,2487385,"Remiz pendulinus (Linnaeus, 1758)",Remiz pendulinus,Aves,212,99,Remizidae,9344,Remiz,2487382,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Remiz pendulinus (Linnaeus, 1758)",Remiz pendulinus,2487385,ACCEPTED,False,2487385
Riparia riparia,Riparia,riparia,,2489160,"Riparia riparia (Linnaeus, 1758)",Riparia riparia,Aves,212,99,Hirundinidae,5248,Riparia,2489158,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Riparia riparia (Linnaeus, 1758)",Riparia riparia,2489160,ACCEPTED,False,2489160
Saxicola rubetra,Saxicola,rubetra,,2492521,"Saxicola rubetra (Linnaeus, 1758)",Saxicola rubetra,Aves,212,99,Muscicapidae,9322,Saxicola,2492516,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Saxicola rubetra (Linnaeus, 1758)",Saxicola rubetra,2492521,ACCEPTED,False,2492521
Saxicola torquata,Saxicola,torquata,,2492526,"Saxicola torquatus (Linnaeus, 1766)",Saxicola torquatus,Aves,212,96,Muscicapidae,9322,Saxicola,2492516,Animalia,1,FUZZY,Passeriformes,729,Chordata,44,SPECIES,"Saxicola torquatus (Linnaeus, 1766)",Saxicola torquatus,2492526,ACCEPTED,False,2492526
Scolopax rusticola,Scolopax,rusticola,,2481700,"Scolopax rusticola Linnaeus, 1758",Scolopax rusticola,Aves,212,99,Scolopacidae,5282,Scolopax,2481693,Animalia,1,EXACT,Charadriiformes,7192402,Chordata,44,SPECIES,"Scolopax rusticola Linnaeus, 1758",Scolopax rusticola,2481700,ACCEPTED,False,2481700
Serinus serinus,Serinus,serinus,,2494200,"Serinus serinus (Linnaeus, 1766)",Serinus serinus,Aves,212,99,Fringillidae,5242,Serinus,8215044,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Serinus serinus (Linnaeus, 1766)",Serinus serinus,2494200,ACCEPTED,False,2494200
Sitta europaea,Sitta,europaea,,2484916,"Sitta europaea Linnaeus, 1758",Sitta europaea,Aves,212,99,Sittidae,5283,Sitta,2484878,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Sitta europaea Linnaeus, 1758",Sitta europaea,2484916,ACCEPTED,False,2484916
Sterna albifrons,Sterna,albifrons,,5789279,"Sternula albifrons (Pallas, 1764)",Sterna albifrons,Aves,212,99,Laridae,9316,Sternula,4849628,Animalia,1,EXACT,Charadriiformes,7192402,Chordata,44,SPECIES,"Sterna albifrons Pallas, 1764",Sternula albifrons,5789279,SYNONYM,True,5229215
Sterna hirundo,Sterna,hirundo,,5229227,"Sterna hirundo Linnaeus, 1758",Sterna hirundo,Aves,212,99,Laridae,9316,Sterna,2481227,Animalia,1,EXACT,Charadriiformes,7192402,Chordata,44,SPECIES,"Sterna hirundo Linnaeus, 1758",Sterna hirundo,5229227,ACCEPTED,False,5229227
Streptopelia decaocto,Streptopelia,decaocto,,2495696,"Streptopelia decaocto (Frivaldszky, 1838)",Streptopelia decaocto,Aves,212,99,Columbidae,5233,Streptopelia,2495657,Animalia,1,EXACT,Columbiformes,1446,Chordata,44,SPECIES,"Streptopelia decaocto (Frivaldszky, 1838)",Streptopelia decaocto,2495696,ACCEPTED,False,2495696
Streptopelia turtur,Streptopelia,turtur,,2495708,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,Aves,212,99,Columbidae,5233,Streptopelia,2495657,Animalia,1,EXACT,Columbiformes,1446,Chordata,44,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,2495708,ACCEPTED,False,2495708
Strix aluco,Strix,aluco,,2497496,"Strix aluco Linnaeus, 1758",Strix aluco,Aves,212,99,Strigidae,9348,Strix,2497486,Animalia,1,EXACT,Strigiformes,1450,Chordata,44,SPECIES,"Strix aluco Linnaeus, 1758",Strix aluco,2497496,ACCEPTED,False,2497496
Sturnus vulgaris,Sturnus,vulgaris,,2489105,"Sturnus vulgaris Linnaeus, 1758",Sturnus vulgaris,Aves,212,99,Sturnidae,9350,Sturnus,2489099,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Sturnus vulgaris Linnaeus, 1758",Sturnus vulgaris,2489105,ACCEPTED,False,2489105
Sylvia atricapilla,Sylvia,atricapilla,,2492956,"Sylvia atricapilla (Linnaeus, 1758)",Sylvia atricapilla,Aves,212,99,Sylviidae,5285,Sylvia,2492941,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Sylvia atricapilla (Linnaeus, 1758)",Sylvia atricapilla,2492956,ACCEPTED,False,2492956
Sylvia borin,Sylvia,borin,,2492942,"Sylvia borin (Boddaert, 1783)",Sylvia borin,Aves,212,99,Sylviidae,5285,Sylvia,2492941,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Sylvia borin (Boddaert, 1783)",Sylvia borin,2492942,ACCEPTED,False,2492942
Sylvia cantillans,Sylvia,cantillans,,2492950,"Sylvia cantillans (Pallas, 1764)",Sylvia cantillans,Aves,212,99,Sylviidae,5285,Sylvia,2492941,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Sylvia cantillans (Pallas, 1764)",Sylvia cantillans,2492950,ACCEPTED,False,2492950
Sylvia communis,Sylvia,communis,,2492943,"Sylvia communis Latham, 1787",Sylvia communis,Aves,212,99,Sylviidae,5285,Sylvia,2492941,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Sylvia communis Latham, 1787",Sylvia communis,2492943,ACCEPTED,False,2492943
Sylvia curruca,Sylvia,curruca,,2492960,"Sylvia curruca (Linnaeus, 1758)",Sylvia curruca,Aves,212,99,Sylviidae,5285,Sylvia,2492941,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Sylvia curruca (Linnaeus, 1758)",Sylvia curruca,2492960,ACCEPTED,False,2492960
Tachybaptus ruficollis,Tachybaptus,ruficollis,,2482048,"Tachybaptus ruficollis (Pallas, 1764)",Tachybaptus ruficollis,Aves,212,99,Podicipedidae,9338,Tachybaptus,2482040,Animalia,1,EXACT,Podicipediformes,7191588,Chordata,44,SPECIES,"Tachybaptus ruficollis (Pallas, 1764)",Tachybaptus ruficollis,2482048,ACCEPTED,False,2482048
Tadorna ferruginea,Tadorna,ferruginea,,2498015,"Tadorna ferruginea (Pallas, 1764)",Tadorna ferruginea,Aves,212,99,Anatidae,2986,Tadorna,7485221,Animalia,1,EXACT,Anseriformes,1108,Chordata,44,SPECIES,"Tadorna ferruginea (Pallas, 1764)",Tadorna ferruginea,2498015,ACCEPTED,False,2498015
Tadorna tadorna,Tadorna,tadorna,,2498009,"Tadorna tadorna (Linnaeus, 1758)",Tadorna tadorna,Aves,212,99,Anatidae,2986,Tadorna,7485221,Animalia,1,EXACT,Anseriformes,1108,Chordata,44,SPECIES,"Tadorna tadorna (Linnaeus, 1758)",Tadorna tadorna,2498009,ACCEPTED,False,2498009
Tringa totanus,Tringa,totanus,,2481714,"Tringa totanus (Linnaeus, 1758)",Tringa totanus,Aves,212,99,Scolopacidae,5282,Tringa,2481709,Animalia,1,EXACT,Charadriiformes,7192402,Chordata,44,SPECIES,"Tringa totanus (Linnaeus, 1758)",Tringa totanus,2481714,ACCEPTED,False,2481714
Troglodytes troglodytes,Troglodytes,troglodytes,,5231438,"Troglodytes troglodytes (Linnaeus, 1758)",Troglodytes troglodytes,Aves,212,99,Troglodytidae,9355,Troglodytes,2493899,Animalia,1,EXACT,Passeriformes,729,Chordata,44,SPECIES,"Troglodytes troglodytes (Linnaeus, 1758)",Troglodytes troglodytes,5231438,ACCEPTED,False,5231438
