TaxonomicGroup	Kingdom	Phylum	Class	Order	Family	Genus	Species	SpeciesnameAsPublished	TAXON_VERSION_KEY_SCNAME	SpeciesnameDutch	TAXON_VERSION_KEY_DUNAME	RLCAsPublished	RLC	RLCEurope	Criteria	Validated
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	angustus	Dromius angustus 	INBSYS0000000365	Geelbruine schorsloper	INBSYS0000014750	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	angustus	Dromius angustus	INBSYS0000000365	Geelbruine schorsloper	INBSYS0000014750	Zeldzaam	NT		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	bifasciatus	Dromius bifasciatus	INBSYS0000000366	Zuidelijke schorsloper	INBSYS0000014751	Bedreigd  	EN		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	bifasciatus	Dromius bifasciatus	INBSYS0000000366	Zuidelijke schorsloper	INBSYS0000014751	Waarschijnlijk bedreigd			Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	fenestratus	Dromius fenestratus 	INBSYS0000000367	Tweevlekschorsloper	INBSYS0000014752	Uitgestorven  	RE		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	fenestratus	Dromius fenestratus	INBSYS0000000367	Tweevlekschorsloper	INBSYS0000014752	Uitgestorven in Vlaanderen	RE		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	linearis	Dromius linearis	NBNSYS0000007468	Smalle schorsloper	INBSYS0000014753	Momenteel niet bedreigd	LC		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	linearis	Dromius linearis	NBNSYS0000007468	Smalle schorsloper	INBSYS0000014753	Momenteel niet bedreigd	LC		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	longiceps	Dromius longiceps	INBSYS0000000368	Langhalsschorsloper	INBSYS0000014754	Bedreigd  	EN		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	longiceps	Dromius longiceps	INBSYS0000000368	Langhalsschorsloper	INBSYS0000014754	Waarschijnlijk bedreigd			Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	melanocephalus	Dromius melanocephalus	INBSYS0000000369	Zwartkopschorsloper	INBSYS0000014755	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	melanocephalus	Dromius melanocephalus	INBSYS0000000369	Zwartkopschorsloper	INBSYS0000014755	Momenteel niet bedreigd	LC		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	meridionalis	Dromius meridionalis 	INBSYS0000000370	Kustschorsloper	INBSYS0000014756	Kwetsbaar  	VU		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	meridionalis	Dromius meridionalis	INBSYS0000000370	Kustschorsloper	INBSYS0000014756	Zeldzaam	NT		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	notatus	Dromius notatus	INBSYS0000000371			Kwetsbaar  	VU		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	notatus	Dromius notatus	INBSYS0000000371			Zeldzaam	NT		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	quadrimaculatus	Dromius quadrimaculatus 	NBNSYS0000007473	Grote viervlekschorsloper	INBSYS0000014757	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	quadrimaculatus	Dromius quadrimaculatus	NBNSYS0000007473	Grote viervlekschorsloper	INBSYS0000014757	Momenteel niet bedreigd	LC		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	sigma	Dromius sigma	NBNSYS0000007476	Dwarsvlekschorsloper	INBSYS0000014759	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	sigma	Dromius sigma	NBNSYS0000007476	Dwarsvlekschorsloper	INBSYS0000014759	Zeldzaam	NT		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	spilotus	Dromius spilotus	INBSYS0000000372	Kleine viervlekschorsloper	INBSYS0000014760	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dromius	spilotus	Dromius spilotus	INBSYS0000000372	Kleine viervlekschorsloper	INBSYS0000014760	Momenteel niet bedreigd	LC		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Drypta	dentata	Drypta dentata 	NBNSYS0000007488	Blauwe rondhals	INBSYS0000014761	Onvoldoende gekend 	DD		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Drypta	dentata	Drypta dentata	NBNSYS0000007488	Blauwe rondhals	INBSYS0000014761	Niet geëvalueerd	NE		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	aeneus	Dyschirius aeneus 	NBNSYS0000007172	Oevergravertje	INBSYS0000014762	Momenteel niet bedreigd	LC		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	aeneus	Dyschirius aeneus	NBNSYS0000007172	Oevergravertje	INBSYS0000014762	Momenteel niet bedreigd	LC		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	angustatus	Dyschirius angustatus 	NBNSYS0000007173	Smal gravertje	INBSYS0000014763	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	angustatus	Dyschirius angustatus	NBNSYS0000007173	Smal gravertje	INBSYS0000014763	Zeldzaam	NT		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	chalceus	Dyschirius chalceus 	INBSYS0000000374	Groot zoutgravertje	INBSYS0000014764	Uitgestorven  	RE		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	chalceus	Dyschirius chalceus	INBSYS0000000374	Groot zoutgravertje	INBSYS0000014764	Zeldzaam	NT		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	extensus	Dyschirius extensus	INBSYS0000000375			Uitgestorven  	RE		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	extensus	Dyschirius extensus	INBSYS0000000375			Niet geëvalueerd	NE		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	globosus	Dyschirius globosus 	NBNSYS0000007175	Dwerggravertje	INBSYS0000014765	Momenteel niet bedreigd	LC		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	globosus	Dyschirius globosus	NBNSYS0000007175	Dwerggravertje	INBSYS0000014765	Momenteel niet bedreigd	LC		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	impunctipennis	Dyschirius impunctipennis 	NBNSYS0000007176	Strandgravertje	INBSYS0000014766	Uitgestorven  	RE		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	impunctipennis	Dyschirius impunctipennis	NBNSYS0000007176	Strandgravertje	INBSYS0000014766	Uitgestorven in Vlaanderen	RE		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	intermedius	Dyschirius intermedius 	INBSYS0000000376	Leemgravertje	INBSYS0000014767	Kwetsbaar  	VU		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	intermedius	Dyschirius intermedius	INBSYS0000000376	Leemgravertje	INBSYS0000014767	Kwetsbaar	VU		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	laeviusculus	Dyschirius laeviusculus 	INBSYS0000000377	Tweepuntgravertje	INBSYS0000014768	Uitgestorven  	RE		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	laeviusculus	Dyschirius laeviusculus	INBSYS0000000377	Tweepuntgravertje	INBSYS0000014768	Niet geëvalueerd	NE		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	luedersi	Dyschirius luedersi 	NBNSYS0000007177	Langkielgravertje	INBSYS0000014769	Momenteel niet bedreigd	LC		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	luedersi	Dyschirius luedersi	NBNSYS0000007177	Langkielgravertje	INBSYS0000014769	Momenteel niet bedreigd	LC		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	nitidus	Dyschirius nitidus 	NBNSYS0000007178	Zwart gravertje	INBSYS0000014770	Uitgestorven  	RE		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	nitidus	Dyschirius nitidus	NBNSYS0000007178	Zwart gravertje	INBSYS0000014770	Uitgestorven in Vlaanderen	RE		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	obscurus	Dyschirius obscurus 	NBNSYS0000007179	Duingravertje	INBSYS0000014771	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	obscurus	Dyschirius obscurus	NBNSYS0000007179	Duingravertje	INBSYS0000014771	Zeldzaam	NT		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	politus	Dyschirius politus 	NBNSYS0000007180	Glansgravertje	INBSYS0000014772	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	politus	Dyschirius politus	NBNSYS0000007180	Glansgravertje	INBSYS0000014772	Zeldzaam	NT		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	salinus	Dyschirius salinus 	NBNSYS0000007181	Zoutgravertje	INBSYS0000014773	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	salinus	Dyschirius salinus	NBNSYS0000007181	Zoutgravertje	INBSYS0000014773	Zeldzaam	NT		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	semistriatus	Dyschirius semistriatus 	INBSYS0000000378	Bronsgravertje	INBSYS0000014774	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	semistriatus	Dyschirius semistriatus	INBSYS0000000378	Bronsgravertje	INBSYS0000014774	Met uitsterven bedreigd	CR		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	thoracicus	Dyschirius thoracicus 	NBNSYS0000007182	Zandgravertje	INBSYS0000014775	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	thoracicus	Dyschirius thoracicus	NBNSYS0000007182	Zandgravertje	INBSYS0000014775	Momenteel niet bedreigd	LC		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Elaphrus	aureus	Elaphrus aureus 	INBSYS0000000379	Gouden oeverloopkever	INBSYS0000014776	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Elaphrus	aureus	Elaphrus aureus	INBSYS0000000379	Gouden oeverloopkever	INBSYS0000014776	Zeldzaam	NT		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Elaphrus	cupreus	Elaphrus cupreus 	NBNSYS0000007167	Moerasoeverloopkever	INBSYS0000014777	Momenteel niet bedreigd	LC		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Elaphrus	cupreus	Elaphrus cupreus	NBNSYS0000007167	Moerasoeverloopkever	INBSYS0000014777	Momenteel niet bedreigd	LC		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Elaphrus	riparius	Elaphrus riparius 	NBNSYS0000007169	Gewone oeverloopkever	INBSYS0000014778	Momenteel niet bedreigd	LC		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Elaphrus	riparius	Elaphrus riparius	NBNSYS0000007169	Gewone oeverloopkever	INBSYS0000014778	Momenteel niet bedreigd	LC		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Elaphrus	uliginosus	Elaphrus uliginosus 	INBSYS0000000380	Blauwpootoeverloopkever	INBSYS0000014779	Bedreigd  	EN		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Elaphrus	uliginosus	Elaphrus uliginosus	INBSYS0000000380	Blauwpootoeverloopkever	INBSYS0000014779	Kwetsbaar	VU		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	affinis	Harpalus affinis 	NBNSYS0000007390	Behaarde kruiper	INBSYS0000014780	Momenteel niet bedreigd	LC		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	affinis	Harpalus affinis	NBNSYS0000007390	Behaarde kruiper	INBSYS0000014780	Momenteel niet bedreigd	LC		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	anxius	Harpalus anxius 	NBNSYS0000007391	Variabele kruiper	INBSYS0000014781	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	anxius	Harpalus anxius	NBNSYS0000007391	Variabele kruiper	INBSYS0000014781	Momenteel niet bedreigd	LC		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	ardosiacus	Harpalus ardosiacus	INBSYS0000000381	Grote blauwe halmklimmer	INBSYS0000014782	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	ardosiacus	Harpalus ardosiacus	INBSYS0000000381	Grote blauwe halmklimmer	INBSYS0000014782	Onvoldoende gekend	DD		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	atratus	Harpalus atratus 	INBSYS0000000382	Breedhalskruiper	INBSYS0000014783	Uitgestorven  	RE		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	atratus	Harpalus atratus	INBSYS0000000382	Breedhalskruiper	INBSYS0000014783	Uitgestorven in Vlaanderen	RE		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	attenuatus	Harpalus attenuatus 	INBSYS0000000383	Sobere kustkruiper	INBSYS0000014784	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	attenuatus	Harpalus attenuatus	INBSYS0000000383	Sobere kustkruiper	INBSYS0000014784	Momenteel niet bedreigd	LC		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	autumnalis	Harpalus autumnalis 	INBSYS0000000384	Herfstkruiper	INBSYS0000014785	Kwetsbaar  	VU		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	autumnalis	Harpalus autumnalis	INBSYS0000000384	Herfstkruiper	INBSYS0000014785	Bedreigd	EN		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	azureus	Harpalus azureus	INBSYS0000000385	Azuurblauwe halmklimmer	INBSYS0000014786	Bedreigd  	EN		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	azureus	Harpalus azureus	INBSYS0000000385	Azuurblauwe halmklimmer	INBSYS0000014786	Uitgestorven in Vlaanderen	RE		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	calceatus	Harpalus calceatus	NBNSYS0000007378	Grote halmkruiper	INBSYS0000014787	Kwetsbaar  	VU		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	cordatus	Harpalus cordatus	NBNSYS0000007379	Duinhalmklimmer	INBSYS0000014788	Uitgestorven  	RE		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	cordatus	Harpalus cordatus	NBNSYS0000007379	Duinhalmklimmer	INBSYS0000014788	Uitgestorven in Vlaanderen	RE		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	dimidiatus	Harpalus dimidiatus 	NBNSYS0000007394	Kalkkruiper	INBSYS0000014789	Uitgestorven  	RE		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	dimidiatus	Harpalus dimidiatus	NBNSYS0000007394	Kalkkruiper	INBSYS0000014789	Uitgestorven in Vlaanderen	RE		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	distinguendus	Harpalus distinguendus 	INBSYS0000000386	Groene kruiper	INBSYS0000014790	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	distinguendus	Harpalus distinguendus	INBSYS0000000386	Groene kruiper	INBSYS0000014790	Momenteel niet bedreigd	LC		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	flavescens	Harpalus flavescens 	INBSYS0000000387	Gele kruiper	INBSYS0000014791	Met uitsterven bedreigd	CR		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	flavescens	Harpalus flavescens	INBSYS0000000387	Gele kruiper	INBSYS0000014791	Kwetsbaar	VU		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	froelichi	Harpalus froelichi 	INBSYS0000000388	Schraallandkruiper	INBSYS0000014792	Bedreigd  	EN		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	froelichi	Harpalus froelichi	INBSYS0000000388	Schraallandkruiper	INBSYS0000014792	Bedreigd	EN		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	griseus	Harpalus griseus	INBSYS0000000389	Kleine roodpoothalmkruiper	INBSYS0000014793	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	griseus	Harpalus griseus	INBSYS0000000389	Kleine roodpoothalmkruiper	INBSYS0000014793	Bedreigd	EN		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	honestus	Harpalus honestus 	NBNSYS0000007396	Grindkruiper	INBSYS0000014794	Met uitsterven bedreigd	CR		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	honestus	Harpalus honestus	NBNSYS0000007396	Grindkruiper	INBSYS0000014794	Uitgestorven in Vlaanderen	RE		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	latus	Harpalus latus 	NBNSYS0000007397	Breedkopkruiper	INBSYS0000014795	Momenteel niet bedreigd	LC		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	latus	Harpalus latus	NBNSYS0000007397	Breedkopkruiper	INBSYS0000014795	Momenteel niet bedreigd	LC		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	luteicornis	Harpalus luteicornis 	NBNSYS0000148175	Geelsprietkruiper	INBSYS0000014796	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	luteicornis	Harpalus luteicornis	NBNSYS0000148175	Geelsprietkruiper	INBSYS0000014796	Waarschijnlijk bedreigd			Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	melancholicus	Harpalus melancholicus 	INBSYS0000000391	Donkere kustkruiper	INBSYS0000014797	Uitgestorven  	RE		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	melancholicus	Harpalus melancholicus	INBSYS0000000391	Donkere kustkruiper	INBSYS0000014797	Uitgestorven in Vlaanderen	RE		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	melleti	Harpalus melleti	INBSYS0000000392	Variabele halmklimmer	INBSYS0000014798	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	melleti	Harpalus melleti	INBSYS0000000392	Variabele halmklimmer	INBSYS0000014798	Waarschijnlijk bedreigd			Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	modestus	Harpalus modestus 	INBSYS0000000393	Vijfdoornkruiper	INBSYS0000014799	Kwetsbaar  	VU		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	modestus	Harpalus modestus	INBSYS0000000393	Vijfdoornkruiper	INBSYS0000014799	Met uitsterven bedreigd	CR		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	neglectus	Harpalus neglectus 	INBSYS0000000394	Korstmoskruiper	INBSYS0000014800	Met uitsterven bedreigd	CR		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	neglectus	Harpalus neglectus	INBSYS0000000394	Korstmoskruiper	INBSYS0000014800	Met uitsterven bedreigd	CR		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	nitidulus	Harpalus nitidulus	INBSYS0000000395			Kwetsbaar  	VU		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	nitidulus	Harpalus nitidulus	INBSYS0000000395			Uitgestorven in Vlaanderen	RE		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	parallelus	Harpalus parallelus 	INBSYS0000000396	Rechte halmklimmer	INBSYS0000014802	Uitgestorven  	RE		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	puncticeps	Harpalus puncticeps	NBNSYS0000007384	Slanke halmklimmer	INBSYS0000014803	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	puncticeps	Harpalus puncticeps	NBNSYS0000007384	Slanke halmklimmer	INBSYS0000014803	Zeldzaam	NT		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	puncticollis	Harpalus puncticollis	NBNSYS0000007385	Gerande halmklimmer	INBSYS0000014804	Bedreigd  	EN		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	puncticollis	Harpalus puncticollis	NBNSYS0000007385	Gerande halmklimmer	INBSYS0000014804	Bedreigd	EN		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	quadripunctatus	Harpalus quadripunctatus	INBSYS0000000397	Vierpuntkruiper	INBSYS0000014805	Met uitsterven bedreigd	CR		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	quadripunctatus	Harpalus quadripunctatus	INBSYS0000000397	Vierpuntkruiper	INBSYS0000014805	Met uitsterven bedreigd	CR		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	rubripes	Harpalus rubripes 	NBNSYS0000007401	Blauwe kruiper	INBSYS0000014806	Momenteel niet bedreigd	LC		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	rubripes	Harpalus rubripes	NBNSYS0000007401	Blauwe kruiper	INBSYS0000014806	Momenteel niet bedreigd	LC		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	rufibarbis	Harpalus rufibarbis	INBSYS0000000398	Gewone halmklimmer	INBSYS0000014807	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	rufibarbis	Harpalus rufibarbis	INBSYS0000000398	Gewone halmklimmer	INBSYS0000014807	Momenteel niet bedreigd	LC		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	rufipalpis	Harpalus rufipalpis 	INBSYS0000000399	Roodtasterkruiper	INBSYS0000014808	Zeldzaam  	NT		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	rufipalpis	Harpalus rufipalpis	INBSYS0000000399	Roodtasterkruiper	INBSYS0000014808	Zeldzaam	NT		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	rufipes	Harpalus rufipes	INBSYS0000000400	Roodpoothalmkruiper	INBSYS0000014809	Momenteel niet bedreigd	LC		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	rufipes	Harpalus rufipes	INBSYS0000000400	Roodpoothalmkruiper	INBSYS0000014809	Momenteel niet bedreigd	LC		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	rupicola	Harpalus rupicola	INBSYS0000000401	Rotshalmklimmer	INBSYS0000014810	Met uitsterven bedreigd	CR		Regional	Yes
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	rupicola	Harpalus rupicola	INBSYS0000000401	Rotshalmklimmer	INBSYS0000014810	Zeldzaam	NT		Regional	No
CarabidBeetles	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	sabulicola	Harpalus sabulicola	NBNSYS0000007388	Zandhalmklimmer	INBSYS0000014811	Uitgestorven  	RE		Regional	Yes
