"UniqueID";"TaxonomicGroup";"YearPublished";"Kingdom";"SpeciesnameAsPublished";"SpeciesnameDutch";"RLCAsPublished";"RLC";"RLCEurope";"Criteria";"Reference"
"INBO:RL:NONVAL:SPI:1998:3875";"Spiders";1998;"Animalia";"Notioscopus sarcinatus";"Spleetkopje";"Met uitsterven bedreigd";"CR";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3876";"Spiders";1998;"Animalia";"Nuctenea umbratica";"Platte wielwebspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3877";"Spiders";1998;"Animalia";"Oecobius navus";"Huisspiraalspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3878";"Spiders";1998;"Animalia";"Oedothorax agrestis";"Gewone akkerdwergspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3879";"Spiders";1998;"Animalia";"Oedothorax apicatus";"Knobbelakkerdwergspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3880";"Spiders";1998;"Animalia";"Oedothorax fuscus";"Gewone velddwergspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3881";"Spiders";1998;"Animalia";"Oedothorax gibbosus";"Bult-velddwergspin";"Kwetsbaar";"VU";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3882";"Spiders";1998;"Animalia";"Oedothorax retusus";"Bolkopvelddwergspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3883";"Spiders";1998;"Animalia";"Oonops domesticus";"Huisdwergzesoog";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3884";"Spiders";1998;"Animalia";"Oonops pulcher";"Gewone dwergzesoog";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3885";"Spiders";1998;"Animalia";"Ostearius melanopygius";"Zwartgatje";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3886";"Spiders";1998;"Animalia";"Oxyopes heterophthalmus";"Gewone lynxspin";"Uitgestorven in Vlaanderen";"RE";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3887";"Spiders";1998;"Animalia";"Oxyopes lineatus";"Gestreepte lynxspin";"Zeldzaam";"NT";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3888";"Spiders";1998;"Animalia";"Oxyopes ramosus";"Prachtlynxspin";"Kwetsbaar";"VU";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3889";"Spiders";1998;"Animalia";"Ozyptila atomaria";"Grote bodemkrabspin";"Bedreigd";"EN";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3890";"Spiders";1998;"Animalia";"Ozyptila brevipes";"Witrugbodemkrabspin";"Bedreigd";"EN";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3891";"Spiders";1998;"Animalia";"Ozyptila nigrita";;"Met uitsterven bedreigd";"CR";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3892";"Spiders";1998;"Animalia";"Ozyptila praticola";"Gewone Bodemkrabspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3893";"Spiders";1998;"Animalia";"Ozyptila sanctuaria";"Bleke bodemkrabspin";"Bedreigd";"EN";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3894";"Spiders";1998;"Animalia";"Ozyptila scabricula";"Mierbodemkrabspin";"Bedreigd";"EN";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3895";"Spiders";1998;"Animalia";"Ozyptila simplex";"Bonte bodemkrabspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3896";"Spiders";1998;"Animalia";"Ozyptila trux";"Grasbodemkrabspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3897";"Spiders";1998;"Animalia";"Pachygnatha clercki";"Grote dikkaak";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3898";"Spiders";1998;"Animalia";"Pachygnatha degeeri";"Kleine dikkaak";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3899";"Spiders";1998;"Animalia";"Pachygnatha listeri";"Bos-dikkaak";"Kwetsbaar";"VU";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3900";"Spiders";1998;"Animalia";"Parapelecopsis nemoralis";"Gegroefd ballonkopje";"Bedreigd";"EN";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3901";"Spiders";1998;"Animalia";"Pardosa agrestis";"Steenwolfspin";"Bedreigd";"EN";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3902";"Spiders";1998;"Animalia";"Pardosa agricola";"Ruigtewolfspin";"Met uitsterven bedreigd";"CR";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3903";"Spiders";1998;"Animalia";"Pardosa amentata";"Tuinwolfspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3904";"Spiders";1998;"Animalia";"Pardosa hortensis";"Geelhandje";"Zeldzaam";"NT";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3905";"Spiders";1998;"Animalia";"Pardosa lugubris";"Boswolfspin";"Kwetsbaar";"VU";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3906";"Spiders";1998;"Animalia";"Pardosa monticola";"Weidewolfspin";"Bedreigd";"EN";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3907";"Spiders";1998;"Animalia";"Pardosa nigriceps";"Graswolfspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3908";"Spiders";1998;"Animalia";"Pardosa paludicola";"Veenwolfspin";"Uitgestorven in Vlaanderen";"RE";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3909";"Spiders";1998;"Animalia";"Pardosa palustris";"Gewone moeraswolfspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3910";"Spiders";1998;"Animalia";"Pardosa prativaga";"Oeverwolfspin";"Kwetsbaar";"VU";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3911";"Spiders";1998;"Animalia";"Pardosa proxima";"Veldwolfspin";"Zeldzaam";"NT";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3912";"Spiders";1998;"Animalia";"Pardosa pullata";"Gewone wolfspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3913";"Spiders";1998;"Animalia";"Pardosa purbeckensis";"Schorrewolfspin";"Met uitsterven bedreigd";"CR";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3914";"Spiders";1998;"Animalia";"Pardosa saltans";"Zwarthandboswolfspin";"Kwetsbaar";"VU";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3915";"Spiders";1998;"Animalia";"Pardosa sphagnicola";"Veenmoswolfspin";"Met uitsterven bedreigd";"CR";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3916";"Spiders";1998;"Animalia";"Pelecopsis elongata";"Accidentje";"Onvoldoende gekend";"DD";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3917";"Spiders";1998;"Animalia";"Pelecopsis parallela";"Neus-ballonkopje";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3918";"Spiders";1998;"Animalia";"Pelecopsis radicicola";"Bescheiden ballonkopje";"Waarschijnlijk bedreigd";"DD(PT)";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3919";"Spiders";1998;"Animalia";"Pellenes tripunctatus";"Driepuntspringspin";"Bedreigd";"EN";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3920";"Spiders";1998;"Animalia";"Peponocranium ludicrum";"Heide-ballonkopje";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3921";"Spiders";1998;"Animalia";"Phaeocedus braccatus";"Zesvlekmuisspin";"Bedreigd";"EN";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3922";"Spiders";1998;"Animalia";"Philodromus albidus";"Bleke renspin";"Bedreigd";"EN";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3923";"Spiders";1998;"Animalia";"Philodromus aureolus";"Tuinrenspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3924";"Spiders";1998;"Animalia";"Philodromus buxi";"Variabele renspin";"Zeldzaam";"NT";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3925";"Spiders";1998;"Animalia";"Philodromus cespitum";"Gewone renspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3926";"Spiders";1998;"Animalia";"Philodromus collinus";"Lente-renspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3927";"Spiders";1998;"Animalia";"Philodromus dispar";"Zwarte renspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3928";"Spiders";1998;"Animalia";"Philodromus emarginatus";"Dennerenspin";"Waarschijnlijk bedreigd";"DD(PT)";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3929";"Spiders";1998;"Animalia";"Philodromus fallax";"Prachtrenspin";"Met uitsterven bedreigd";"CR";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3930";"Spiders";1998;"Animalia";"Philodromus histrio";"Heiderenspin";"Kwetsbaar";"VU";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3931";"Spiders";1998;"Animalia";"Philodromus margaritatus";"Korstmosspin";"Met uitsterven bedreigd";"CR";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3932";"Spiders";1998;"Animalia";"Philodromus praedatus";"Boomrenspin";"Bedreigd";"EN";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3933";"Spiders";1998;"Animalia";"Philodromus rufus";"Bonte renspin";"Zeldzaam";"NT";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3934";"Spiders";1998;"Animalia";"Phlegra fasciata";"Gestreepte springspin";"Kwetsbaar";"VU";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3935";"Spiders";1998;"Animalia";"Pholcomma gibbum";"Roodzwart kogelspinnetje";"Kwetsbaar";"VU";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3936";"Spiders";1998;"Animalia";"Pholcus phalangioides";"Grote trilspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3937";"Spiders";1998;"Animalia";"Phrurolithus festivus";"Bonte fruroliet";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3938";"Spiders";1998;"Animalia";"Phrurolithus minimus";"Kleine fruroliet";"Met uitsterven bedreigd";"CR";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3939";"Spiders";1998;"Animalia";"Pirata hygrophilus";"Bospiraat";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3940";"Spiders";1998;"Animalia";"Pirata knorri";"Beekpiraat";"Uitgestorven in Vlaanderen";"RE";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3941";"Spiders";1998;"Animalia";"Pirata latitans";"Kleine piraat";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3942";"Spiders";1998;"Animalia";"Pirata piraticus";"Poelpiraat";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3943";"Spiders";1998;"Animalia";"Pirata piscatorius";"Grote piraat";"Bedreigd";"EN";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3944";"Spiders";1998;"Animalia";"Pirata tenuitarsis";"Veenpiraat";"Met uitsterven bedreigd";"CR";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3945";"Spiders";1998;"Animalia";"Pirata uliginosus";"Moeraspiraat";"Met uitsterven bedreigd";"CR";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3946";"Spiders";1998;"Animalia";"Pisaura mirabilis";"Kraamwebspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3947";"Spiders";1998;"Animalia";"Pistius truncatus";"Stompe krabspin";"Met uitsterven bedreigd";"CR";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3948";"Spiders";1998;"Animalia";"Pocadicnemis juncea";"Bleek heide-groefkopje";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3949";"Spiders";1998;"Animalia";"Pocadicnemis pumila";"Bleek bos-groefkopje";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3950";"Spiders";1998;"Animalia";"Poecilochroa conspicua";"Viervlekmuisspin";"Zeldzaam";"NT";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3951";"Spiders";1998;"Animalia";"Poeciloneta globosa";"Getekende hangmatspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3952";"Spiders";1998;"Animalia";"Porrhomma campbelli";"Campbells kleinoogje";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3953";"Spiders";1998;"Animalia";"Porrhomma convexum";"Grond-kleinoogje";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3954";"Spiders";1998;"Animalia";"Porrhomma egeria";"Kelder-kleinoogje";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3955";"Spiders";1998;"Animalia";"Porrhomma errans";"Bos-kleinoogje";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3956";"Spiders";1998;"Animalia";"Porrhomma microphthalmum";"Aeronaut-kleinoogje";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3957";"Spiders";1998;"Animalia";"Porrhomma oblitum";"Vergeten kleinoogje";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3958";"Spiders";1998;"Animalia";"Porrhomma pygmaeum";"Gewoon kleinoogje";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3959";"Spiders";1998;"Animalia";"Porrhomma rosenhaueri";"Grot-kleinoogje";"Waarschijnlijk bedreigd";"DD(PT)";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3960";"Spiders";1998;"Animalia";"Prinerigone vagans";"Moerasdwergspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3961";"Spiders";1998;"Animalia";"Pseudicius encarpatus";"Stridulatiespringspin";"Onvoldoende gekend";"DD";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3962";"Spiders";1998;"Animalia";"Pseudocarorita thaleri";"Thalers dwergspin";"Zeldzaam";"NT";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3963";"Spiders";1998;"Animalia";"Pseudomaro aenigmaticus";"Feministje";"Zeldzaam";"NT";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3964";"Spiders";1998;"Animalia";"Psilochorus simoni";"Kleine trilspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3965";"Spiders";1998;"Animalia";"Robertus arundineti";"Moeras-bodemkogelspin";"Bedreigd";"EN";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3966";"Spiders";1998;"Animalia";"Robertus kuehnae";"Kuhns molspin";"Waarschijnlijk bedreigd";"DD(PT)";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3967";"Spiders";1998;"Animalia";"Robertus lividus";"Bosbodemkogelspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3968";"Spiders";1998;"Animalia";"Robertus neglectus";"Vergeten bodemkogelspin";"Kwetsbaar";"VU";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3969";"Spiders";1998;"Animalia";"Robertus scoticus";"Heidebodemkogelspin";"Zeldzaam";"NT";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3970";"Spiders";1998;"Animalia";"Saaristoa abnormis";"Driepunt-hangmatspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3971";"Spiders";1998;"Animalia";"Saloca diceros";"Gehoornd sierkopje";"Kwetsbaar";"VU";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3972";"Spiders";1998;"Animalia";"Salticus cingulatus";"Boomzebraspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3973";"Spiders";1998;"Animalia";"Salticus scenicus";"Huiszebraspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3974";"Spiders";1998;"Animalia";"Salticus zebraneus";"Schorszebraspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3975";"Spiders";1998;"Animalia";"Satilatlas britteni";"Donker dwergstekelpootje";"Met uitsterven bedreigd";"CR";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3976";"Spiders";1998;"Animalia";"Savignia frontata";"Torenkopje";"Kwetsbaar";"VU";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3977";"Spiders";1998;"Animalia";"Scotina celans";"Bonte bodemzakspin";"Zeldzaam";"NT";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3978";"Spiders";1998;"Animalia";"Scotina gracilipes";"Langpootbodemzakspin";"Met uitsterven bedreigd";"CR";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3979";"Spiders";1998;"Animalia";"Scotophaeus blackwalli";"Huismuisspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3980";"Spiders";1998;"Animalia";"Scotophaeus scutulatus";"Schildmuisspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3981";"Spiders";1998;"Animalia";"Scytodes thoracica";"Lijmspuiter";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3982";"Spiders";1998;"Animalia";"Segestria bavarica";"Muurzesoog";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3983";"Spiders";1998;"Animalia";"Segestria florentina";"Kerkzesoog";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3984";"Spiders";1998;"Animalia";"Segestria senoculata";"Boomzesoog";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3985";"Spiders";1998;"Animalia";"Silometopus ambiguus";"Elegant putkopje";"Met uitsterven bedreigd";"CR";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3986";"Spiders";1998;"Animalia";"Silometopus bonessi";"Hoogveen-groefkopje";"Met uitsterven bedreigd";"CR";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3987";"Spiders";1998;"Animalia";"Silometopus elegans";"Elegant groefkopje";"Kwetsbaar";"VU";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3988";"Spiders";1998;"Animalia";"Silometopus incurvatus";"Oranje heide-putkopje";"Bedreigd";"EN";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3989";"Spiders";1998;"Animalia";"Silometopus reussi";"Plat groefkopje";"Kwetsbaar";"VU";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3990";"Spiders";1998;"Animalia";"Singa hamata";"Bonte moeraswielspin";"Bedreigd";"EN";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3991";"Spiders";1998;"Animalia";"Sintula cornigera";"Bonte moeraswielspin";"Waarschijnlijk bedreigd";"DD(PT)";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3992";"Spiders";1998;"Animalia";"Sitticus caricis";"Muisspringspin";"Bedreigd";"EN";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3993";"Spiders";1998;"Animalia";"Sitticus distinguendus";"Kustspringspin";"Bedreigd";"EN";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3994";"Spiders";1998;"Animalia";"Sitticus floricola";"Gevlekte moerasspringer";"Kwetsbaar";"VU";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3995";"Spiders";1998;"Animalia";"Sitticus pubescens";"Harige springspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3996";"Spiders";1998;"Animalia";"Sitticus saltator";"Zandspringspin";"Bedreigd";"EN";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3997";"Spiders";1998;"Animalia";"Steatoda albomaculata";"Gevlekte steatoda";"Kwetsbaar";"VU";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3998";"Spiders";1998;"Animalia";"Steatoda bipunctata";"Koffieboonspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:3999";"Spiders";1998;"Animalia";"Steatoda grossa";"Grote steatoda";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:4000";"Spiders";1998;"Animalia";"Steatoda phalerata";"Heidesteatoda";"Kwetsbaar";"VU";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:4001";"Spiders";1998;"Animalia";"Steatoda triangulosa";"Huissteatoda";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:4002";"Spiders";1998;"Animalia";"Stemonyphantes lineatus";"Paardekopje";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:4003";"Spiders";1998;"Animalia";"Syedra gracilis";"Elegant dwergspinnetje";"Waarschijnlijk bedreigd";"DD(PT)";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:4004";"Spiders";1998;"Animalia";"Synaema globosum";"Blinkende krabspin";"Zeldzaam";"NT";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:4005";"Spiders";1998;"Animalia";"Synageles hilarulus";"Kleine mierspringspin";"Zeldzaam";"NT";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:4006";"Spiders";1998;"Animalia";"Synageles venator";"Slanke mierspringspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:4007";"Spiders";1998;"Animalia";"Tallusia experta";"Wimpelpalpje";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:4008";"Spiders";1998;"Animalia";"Tapinocyba biscissa";"Gevorkt groefkopje";"Waarschijnlijk bedreigd";"DD(PT)";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:4009";"Spiders";1998;"Animalia";"Tapinocyba insecta";"Bleek weide-groefkopje";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:4010";"Spiders";1998;"Animalia";"Tapinocyba pallens";"Bleek mos-groefkopje";"Waarschijnlijk bedreigd";"DD(PT)";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:4011";"Spiders";1998;"Animalia";"Tapinocyba praecox";"Puntig groefkopje";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:4012";"Spiders";1998;"Animalia";"Tapinopa longidens";"Langtandje";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:4013";"Spiders";1998;"Animalia";"Taranucnus setosus";"Sikkelpalpje";"Kwetsbaar";"VU";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:4014";"Spiders";1998;"Animalia";"Tegenaria agrestis";"Veldtrechterspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
"INBO:RL:NONVAL:SPI:1998:4015";"Spiders";1998;"Animalia";"Tegenaria atrica";"Gewone huisspin";"Momenteel niet bedreigd";"LC";;"Regional";"Maelfait_etal_1998"
