OBJECTID,occurrenceID,type,language,lisence,rightHolder,accessRights,datasetID,institutionCode,datasetName,basisOfRecord,"recordedBy""",District,Waterbody,zone,habitat,Vegtype2,Vegtype3,managementAction,Opmerking,Lengte,kingdom,Species,scientificNameAuthorship,taxonRank,verbatimLongitude,verbatimLatitude,verbatimCoordinateSystem,verbatimSRS,ownerInstitutionCode,EventDate,continent,countryCode,coordinateUncertaintyInMeters,decimalLongitude,decimalLatitude,coordinateSystem,nomenclaturalCode
147,INBO:IAS:FAL:D:147,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,Lower-Zeeschelde,KL,Fallopia covered dike,0,0,Maaibeheer,,"302,4518125",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147497,1721","208182,667",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.33296779,51.183634,WGS84,ICBN
148,INBO:IAS:FAL:D:148,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,Lower-Zeeschelde,L,Fallopia covered dike,0,0,Maaibeheer,,"170,0730767",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147501,1338","208182,0394",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.333024455,51.18362837,WGS84,ICBN
149,INBO:IAS:FAL:D:149,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,Lower-Zeeschelde,L,Fallopia covered dike,0,0,Maaibeheer,,"170,0730767",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147498,8379","208172,3066",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.332991684,51.18354088,WGS84,ICBN
150,INBO:IAS:FAL:D:150,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,Lower-Zeeschelde,L,Fallopia covered dike,0,0,Maaibeheer,,"170,0730767",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147496,4727","208162,5909",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.332957922,51.18345354,WGS84,ICBN
151,INBO:IAS:FAL:D:151,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,Lower-Zeeschelde,L,Fallopia covered dike,0,0,Maaibeheer,,"170,0730767",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147493,953","208152,9135",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.33292195,51.18336654,WGS84,ICBN
152,INBO:IAS:FAL:D:152,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,Lower-Zeeschelde,L,Fallopia covered dike,0,0,Maaibeheer,,"170,0730767",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147491,4334","208143,2362",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.332885979,51.18327955,WGS84,ICBN
153,INBO:IAS:FAL:D:153,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,Lower-Zeeschelde,L,Fallopia covered dike,0,0,Maaibeheer,,"170,0730767",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147488,9137","208133,5588",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.332850007,51.18319255,WGS84,ICBN
154,INBO:IAS:FAL:D:154,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,Lower-Zeeschelde,L,Fallopia covered dike,0,0,Maaibeheer,,"170,0730767",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147486,394","208123,8815",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.332814036,51.18310556,WGS84,ICBN
155,INBO:IAS:FAL:D:155,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,Lower-Zeeschelde,L,Fallopia covered dike,0,0,Maaibeheer,,"170,0730767",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147483,8743","208114,2041",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.332778065,51.18301856,WGS84,ICBN
156,INBO:IAS:FAL:D:156,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,Lower-Zeeschelde,L,Fallopia covered dike,0,0,Maaibeheer,,"170,0730767",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147481,3546","208104,5267",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.332742094,51.18293157,WGS84,ICBN
157,INBO:IAS:FAL:D:157,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,Lower-Zeeschelde,L,Fallopia covered dike,0,0,Maaibeheer,,"170,0730767",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147479,0225","208094,8099",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.332708806,51.18284422,WGS84,ICBN
158,INBO:IAS:FAL:D:158,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,Lower-Zeeschelde,L,Fallopia covered dike,0,0,Maaibeheer,,"170,0730767",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147477,4211","208084,9389",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.33268597,51.18275548,WGS84,ICBN
159,INBO:IAS:FAL:D:159,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,Lower-Zeeschelde,L,Fallopia covered dike,0,0,Maaibeheer,,"170,0730767",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147475,8198","208075,0679",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.332663134,51.18266675,WGS84,ICBN
160,INBO:IAS:FAL:D:160,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,Lower-Zeeschelde,L,Fallopia covered dike,0,0,Maaibeheer,,"170,0730767",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147474,2185","208065,197",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.332640299,51.18257802,WGS84,ICBN
161,INBO:IAS:FAL:D:161,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,Lower-Zeeschelde,L,Fallopia covered dike,0,0,Maaibeheer,,"170,0730767",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147472,6171","208055,326",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.332617464,51.18248929,WGS84,ICBN
162,INBO:IAS:FAL:D:162,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,Lower-Zeeschelde,L,Fallopia covered dike,0,0,Maaibeheer,,"170,0730767",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147471,0158","208045,4551",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.332594628,51.18240056,WGS84,ICBN
163,INBO:IAS:FAL:D:163,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,Lower-Zeeschelde,L,Fallopia covered dike,0,0,Maaibeheer,,"170,0730767",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147469,4144","208035,5841",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.332571793,51.18231182,WGS84,ICBN
164,INBO:IAS:FAL:D:164,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,Lower-Zeeschelde,L,Fallopia covered dike,0,0,Maaibeheer,,"170,0730767",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147467,8081","208025,714",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.332548887,51.1822231,WGS84,ICBN
165,INBO:IAS:FAL:D:165,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,Lower-Zeeschelde,L,Fallopia covered dike,0,0,Maaibeheer,,"170,0730767",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147466,1982","208015,8444",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.332525929,51.18213438,WGS84,ICBN
166,INBO:IAS:FAL:D:166,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,Lower-Zeeschelde,L,Fallopia covered dike,0,0,Maaibeheer,,"170,0730767",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"147466,1864","208015,7723",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.332525761,51.18213373,WGS84,ICBN
167,INBO:IAS:FAL:D:167,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110611,2916","188188,7166",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.807597525,51.00258517,WGS84,ICBN
168,INBO:IAS:FAL:D:168,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110603,4522","188194,925",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.807485177,51.00264045,WGS84,ICBN
169,INBO:IAS:FAL:D:169,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110595,7735","188201,3256",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.807375096,51.00269746,WGS84,ICBN
170,INBO:IAS:FAL:D:170,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110588,2734","188207,9399",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.807267537,51.00275641,WGS84,ICBN
171,INBO:IAS:FAL:D:171,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110581,0473","188214,8277",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.807163851,51.00281783,WGS84,ICBN
172,INBO:IAS:FAL:D:172,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110574,4439","188222,3374",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.807068971,51.00288489,WGS84,ICBN
173,INBO:IAS:FAL:D:173,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110567,8081","188229,8182",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806973631,51.00295168,WGS84,ICBN
174,INBO:IAS:FAL:D:174,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110561,0992","188237,2337",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806877256,51.00301788,WGS84,ICBN
175,INBO:IAS:FAL:D:175,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110554,3903","188244,6493",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806780881,51.00308408,WGS84,ICBN
176,INBO:IAS:FAL:D:176,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110547,6814","188252,0649",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806684506,51.00315028,WGS84,ICBN
177,INBO:IAS:FAL:D:177,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110541,0893","188259,577",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806589784,51.00321736,WGS84,ICBN
178,INBO:IAS:FAL:D:178,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110535,0723","188267,5642",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806503203,51.00328875,WGS84,ICBN
179,INBO:IAS:FAL:D:179,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110529,0445","188275,5432",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.80641647,51.00336006,WGS84,ICBN
180,INBO:IAS:FAL:D:180,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110522,9772","188283,4923",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806329177,51.0034311,WGS84,ICBN
181,INBO:IAS:FAL:D:181,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110516,9099","188291,4414",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806241884,51.00350214,WGS84,ICBN
182,INBO:IAS:FAL:D:182,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110510,8426","188299,3905",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.80615459,51.00357318,WGS84,ICBN
183,INBO:IAS:FAL:D:183,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110504,7754","188307,3396",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806067297,51.00364423,WGS84,ICBN
184,INBO:IAS:FAL:D:184,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110498,5104","188315,1337",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805977203,51.00371386,WGS84,ICBN
185,INBO:IAS:FAL:D:185,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110492,2375","188322,9215",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805886996,51.00378344,WGS84,ICBN
186,INBO:IAS:FAL:D:186,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110485,9645","188330,7093",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805796789,51.00385301,WGS84,ICBN
187,INBO:IAS:FAL:D:187,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110479,6916","188338,4971",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805706582,51.00392259,WGS84,ICBN
188,INBO:IAS:FAL:D:188,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110473,4187","188346,285",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805616375,51.00399217,WGS84,ICBN
189,INBO:IAS:FAL:D:189,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110467,1457","188354,0728",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805526167,51.00406174,WGS84,ICBN
190,INBO:IAS:FAL:D:190,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110460,8728","188361,8606",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805435959,51.00413132,WGS84,ICBN
191,INBO:IAS:FAL:D:191,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110454,5692","188369,6235",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805345316,51.00420067,WGS84,ICBN
192,INBO:IAS:FAL:D:192,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110448,2357","188377,3623",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805254251,51.0042698,WGS84,ICBN
