OBJECTID,occurrenceID,type,language,lisence,rightHolder,accessRights,datasetID,institutionCode,datasetName,basisOfRecord,"recordedBy""",District,Waterbody,zone,habitat,Vegtype2,Vegtype3,managementAction,Opmerking,Lengte,kingdom,Species,scientificNameAuthorship,taxonRank,verbatimLongitude,verbatimLatitude,verbatimCoordinateSystem,verbatimSRS,ownerInstitutionCode,EventDate,continent,countryCode,coordinateUncertaintyInMeters,decimalLongitude,decimalLatitude,coordinateSystem,nomenclaturalCode
47,INBO:IAS:FAL:D:47,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"380,369801",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129839,279","193362,6743",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.081245378,51.05007814,WGS84,ICBN
48,INBO:IAS:FAL:D:48,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"380,369801",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129829,2877","193363,0919",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.08110287,51.05008154,WGS84,ICBN
49,INBO:IAS:FAL:D:49,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"380,369801",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129819,2964","193363,5094",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.080960362,51.05008495,WGS84,ICBN
50,INBO:IAS:FAL:D:50,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"380,369801",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129809,3052","193363,9269",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.080817853,51.05008836,WGS84,ICBN
51,INBO:IAS:FAL:D:51,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"380,369801",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129799,3139","193364,3445",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.080675345,51.05009176,WGS84,ICBN
52,INBO:IAS:FAL:D:52,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"380,369801",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129798,9444","193364,3599",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.080670075,51.05009189,WGS84,ICBN
53,INBO:IAS:FAL:D:53,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"130167,5248","193314,1282",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.0859291,51.04965304,WGS84,ICBN
54,INBO:IAS:FAL:D:54,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"130157,7635","193316,3",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.085789779,51.04967223,WGS84,ICBN
55,INBO:IAS:FAL:D:55,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"130147,9585","193318,2652",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.085649845,51.04968956,WGS84,ICBN
56,INBO:IAS:FAL:D:56,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"130138,1527","193320,2263",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.0855099,51.04970686,WGS84,ICBN
57,INBO:IAS:FAL:D:57,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"130128,315","193321,9868",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.085369511,51.04972234,WGS84,ICBN
58,INBO:IAS:FAL:D:58,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"130118,3845","193323,1636",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.085227829,51.04973258,WGS84,ICBN
59,INBO:IAS:FAL:D:59,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"130108,454","193324,3403",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.085086148,51.04974282,WGS84,ICBN
60,INBO:IAS:FAL:D:60,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"130098,5234","193325,517",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.084944466,51.04975306,WGS84,ICBN
61,INBO:IAS:FAL:D:61,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"130088,5929","193326,6938",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.084802785,51.0497633,WGS84,ICBN
62,INBO:IAS:FAL:D:62,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"130078,6718","193327,946",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.084661233,51.04977421,WGS84,ICBN
63,INBO:IAS:FAL:D:63,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"130068,7552","193329,2348",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.084519743,51.04978546,WGS84,ICBN
64,INBO:IAS:FAL:D:64,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"130058,8386","193330,5236",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.084378254,51.0497967,WGS84,ICBN
65,INBO:IAS:FAL:D:65,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"130048,922","193331,8124",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.084236765,51.04980795,WGS84,ICBN
66,INBO:IAS:FAL:D:66,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"130039,0273","193333,2601",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.08409558,51.04982062,WGS84,ICBN
67,INBO:IAS:FAL:D:67,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"130029,1335","193334,7132",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.083954406,51.04983335,WGS84,ICBN
68,INBO:IAS:FAL:D:68,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"130019,2396","193336,1663",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.083813232,51.04984607,WGS84,ICBN
69,INBO:IAS:FAL:D:69,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"130009,3458","193337,6194",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.083672057,51.04985879,WGS84,ICBN
70,INBO:IAS:FAL:D:70,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129999,4519","193339,0725",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.083530883,51.04987151,WGS84,ICBN
71,INBO:IAS:FAL:D:71,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129989,558","193340,5256",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.083389708,51.04988423,WGS84,ICBN
72,INBO:IAS:FAL:D:72,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129979,7032","193342,2178",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.083249077,51.0498991,WGS84,ICBN
73,INBO:IAS:FAL:D:73,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129969,8609","193343,9867",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.08310862,51.04991467,WGS84,ICBN
74,INBO:IAS:FAL:D:74,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129960,0186","193345,7556",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.082968164,51.04993023,WGS84,ICBN
75,INBO:IAS:FAL:D:75,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129950,1143","193347,1252",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.082826845,51.0499422,WGS84,ICBN
76,INBO:IAS:FAL:D:76,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129940,1988","193348,4226",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.08268537,51.04995352,WGS84,ICBN
77,INBO:IAS:FAL:D:77,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129930,2834","193349,72",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.082543895,51.04996484,WGS84,ICBN
78,INBO:IAS:FAL:D:78,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129920,3679","193351,0173",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.08240242,51.04997616,WGS84,ICBN
79,INBO:IAS:FAL:D:79,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129910,431","193352,1284",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.08226065,51.0499858,WGS84,ICBN
80,INBO:IAS:FAL:D:80,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129900,4796","193353,113",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.08211868,51.04999431,WGS84,ICBN
81,INBO:IAS:FAL:D:81,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129890,5282","193354,0976",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.08197671,51.05000282,WGS84,ICBN
82,INBO:IAS:FAL:D:82,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129880,5768","193355,0822",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.08183474,51.05001132,WGS84,ICBN
83,INBO:IAS:FAL:D:83,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129870,6253","193356,0668",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.081692769,51.05001983,WGS84,ICBN
84,INBO:IAS:FAL:D:84,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129860,6739","193357,0514",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.081550799,51.05002833,WGS84,ICBN
85,INBO:IAS:FAL:D:85,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129850,7225","193358,036",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.081408828,51.05003684,WGS84,ICBN
86,INBO:IAS:FAL:D:86,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129840,7422","193358,6097",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.081266468,51.05004165,WGS84,ICBN
87,INBO:IAS:FAL:D:87,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129830,7509","193359,0272",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.08112396,51.05004506,WGS84,ICBN
88,INBO:IAS:FAL:D:88,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"370,8018815",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"129820,7597","193359,4448",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.080981452,51.05004846,WGS84,ICBN
