taxonID,TaxonomicGroup,YearPublished,Kingdom,Phylum,Class,Order,Family,Genus,Species,verbatimScientificName,ScientificName,vernacularName,RLCEurope,Criteria,IUCNCriteria,Reference,Biome,Biotope1,Biotope2,Cuddliness,Lifespan,Mobility,NutrientLevel,Spine,license,rightsHolder,accessRights,datasetName,locationID,locality,countryCode,occurrencestatus,threadStatus,RLCAsPublished,RLC,eventDate,language2,Checklist
INBO:RL:VAL:PLA:2006:4512,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Ericales,Ericaceae,Erica,tetralix,Erica tetralix L.,Erica tetralix L.,Gewone dophei,,Regional,,VanLanduyt_etal_2006,Terrestrial,Heathlands,,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Achteruitgaand,NT,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4513,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Asterales,Asteraceae,Erigeron,acer,Erigeron acer L.,Erigeron acer L.,Scherpe fijnstraal,,Regional,,VanLanduyt_etal_2006,Terrestrial,Grasslands,,Cuddly,Shortlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Kwetsbaar,VU,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4514,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Juncales,Cyperaceae,Eriophorum,angustifolium,Eriophorum angustifolium Honck.,Eriophorum angustifolium Honck.,Veenpluis,LC,Regional,,VanLanduyt_etal_2006,Terrestrial,Heathlands,Marshes,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Kwetsbaar,VU,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4515,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Juncales,Cyperaceae,Eriophorum,gracile,Eriophorum gracile Koch ex Roth,Eriophorum gracile Koch ex Roth,Slank wollegras,NT,Regional,,VanLanduyt_etal_2006,Terrestrial,Heathlands,Marshes,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Met verdwijning bedreigd,Met verdwijning bedreigd,CR,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4516,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Juncales,Cyperaceae,Eriophorum,latifolium,Eriophorum latifolium Hoppe,Eriophorum latifolium Hoppe,Breed wollegras,,Regional,,VanLanduyt_etal_2006,Terrestrial,Heathlands,,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Met verdwijning bedreigd,Met verdwijning bedreigd,CR,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4517,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Juncales,Cyperaceae,Eriophorum,vaginatum,Eriophorum vaginatum L.,Eriophorum vaginatum L.,Eenarig wollegras,,Regional,,VanLanduyt_etal_2006,Terrestrial,Heathlands,,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Zeldzaam,NT,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4518,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Geraniales,Geraniaceae,Erodium,cicutarium,Erodium cicutarium (L.) L'HÃ©rit.,Erodium cicutarium (L.) L'HÃ©rit.,Gewone reigersbek + duinreigersbek,,Regional,,VanLanduyt_etal_2006,Terrestrial,Eurytopic,,Cuddly,Shortlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4519,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Geraniales,Geraniaceae,Erodium,lebelii,Erodium lebelii Jord.,Erodium lebelii Jord.,Kleverige reigersbek,,Regional,,VanLanduyt_etal_2006,Terrestrial,Dunes,,Cuddly,Shortlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4520,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Capparales,Brassicaceae,Erophila,verna,Erophila verna (L.) Chevall.,Erophila verna (L.) Chevall.,Vroegeling,,Regional,,VanLanduyt_etal_2006,Terrestrial,Anthropogenic,Dunes,Cuddly,Shortlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4521,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Apiales,Apiaceae,Eryngium,campestre,Eryngium campestre L.,Eryngium campestre L.,Kruisdistel,,Regional,,VanLanduyt_etal_2006,Terrestrial,Grasslands,,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Zeldzaam,NT,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4522,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Apiales,Apiaceae,Eryngium,maritimum,Eryngium maritimum L.,Eryngium maritimum L.,Blauwe zeedistel,,Regional,,VanLanduyt_etal_2006,Terrestrial,Dunes,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Zeldzaam,NT,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4523,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Capparales,Brassicaceae,Erysimum,cheiranthoides,Erysimum cheiranthoides L.,Erysimum cheiranthoides L.,Gewone steenraket,,Regional,,VanLanduyt_etal_2006,Terrestrial,Anthropogenic,,Cuddly,Shortlived,Mobile,Eutrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4524,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Capparales,Brassicaceae,Erysimum,cheiri,Erysimum cheiri (L.) Crantz,Erysimum cheiri (L.) Crantz,Muurbloem,,Regional,,VanLanduyt_etal_2006,Terrestrial,Anthropogenic,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Zeldzaam,NT,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4525,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Celastrales,Celastraceae,Euonymus,europaeus,Euonymus europaeus L.,Euonymus europaeus L.,Wilde kardinaalsmuts,,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4526,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Asterales,Asteraceae,Eupatorium,cannabinum,Eupatorium cannabinum L.,Eupatorium cannabinum L.,Koninginnenkruid,,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,Marshes,Cuddly,Longlived,Mobile,Eutrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4527,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Euphorbiales,Euphorbiaceae,Euphorbia,amygdaloides,Euphorbia amygdaloides L.,Euphorbia amygdaloides L.,Amandelwolfsmelk,,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Zeldzaam,NT,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4528,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Euphorbiales,Euphorbiaceae,Euphorbia,cyparissias,Euphorbia cyparissias L.,Euphorbia cyparissias L.,Cipreswolfsmelk,,Regional,,VanLanduyt_etal_2006,Terrestrial,Grasslands,,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4529,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Euphorbiales,Euphorbiaceae,Euphorbia,esula,Euphorbia esula L.,Euphorbia esula L.,Heksenmelk,,Regional,,VanLanduyt_etal_2006,Terrestrial,Grasslands,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4530,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Euphorbiales,Euphorbiaceae,Euphorbia,exigua,Euphorbia exigua L.,Euphorbia exigua L.,Kleine wolfsmelk,,Regional,,VanLanduyt_etal_2006,Terrestrial,Agriculture,,Cuddly,Shortlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Kwetsbaar,VU,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4531,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Euphorbiales,Euphorbiaceae,Euphorbia,helioscopia,Euphorbia helioscopia L.,Euphorbia helioscopia L.,Kroontjeskruid,,Regional,,VanLanduyt_etal_2006,Terrestrial,Agriculture,,Cuddly,Shortlived,Mobile,Eutrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4532,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Euphorbiales,Euphorbiaceae,Euphorbia,paralias,Euphorbia paralias L.,Euphorbia paralias L.,Zeewolfsmelk,,Regional,,VanLanduyt_etal_2006,Terrestrial,Dunes,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Zeldzaam,NT,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4533,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Euphorbiales,Euphorbiaceae,Euphorbia,peplus,Euphorbia peplus L.,Euphorbia peplus L.,Tuinwolfsmelk,,Regional,,VanLanduyt_etal_2006,Terrestrial,Anthropogenic,,Cuddly,Shortlived,Mobile,Eutrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4534,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Euphorbiales,Euphorbiaceae,Euphorbia,platyphyllos,Euphorbia platyphyllos L.,Euphorbia platyphyllos L.,Brede wolfsmelk,,Regional,,VanLanduyt_etal_2006,Terrestrial,Agriculture,,Cuddly,Shortlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Zeldzaam,NT,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4535,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Scrophulariales,Scrophulariaceae,Euphrasia,species,Euphrasia,Euphrasia,Ogentroost (G),,Regional,,VanLanduyt_etal_2006,Terrestrial,Grasslands,,Cuddly,Shortlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Kwetsbaar,VU,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4536,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Fagales,Fagaceae,Fagus,sylvatica,Fagus sylvatica L.,Fagus sylvatica L.,Beuk,,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,,Cuddly,Longlived,Mobile,Eutrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4537,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Apiales,Apiaceae,Falcaria,vulgaris,Falcaria vulgaris Bernh.,Falcaria vulgaris Bernh.,Sikkelkruid,,Regional,,VanLanduyt_etal_2006,Terrestrial,Agriculture,,Cuddly,Longlived,Mobile,Eutrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Zeldzaam,NT,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4538,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Caryophyllales,Polygonaceae,Fallopia,convolvulus,Fallopia convolvulus (L.) Ã?. LÃ¶ve,Fallopia convolvulus (L.) Ã?. LÃ¶ve,Zwaluwtong,,Regional,,VanLanduyt_etal_2006,Terrestrial,Eurytopic,,Cuddly,Shortlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4539,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Caryophyllales,Polygonaceae,Fallopia,dumetorum,Fallopia dumetorum (L.) Holub,Fallopia dumetorum (L.) Holub,Heggenduizendknoop,,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,Shrubs,Cuddly,Shortlived,Mobile,Eutrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4540,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Poales,Poaceae,Festuca,arundinacea,Festuca arundinacea Schreb.,Festuca arundinacea Schreb.,Rietzwenkgras,,Regional,,VanLanduyt_etal_2006,Terrestrial,Grasslands,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4541,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Poales,Poaceae,Festuca,brevipila,Festuca brevipila R. Tracey,Festuca brevipila R. Tracey,Hard zwenkgras,,Regional,,VanLanduyt_etal_2006,Terrestrial,Grasslands,,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Zeldzaam,NT,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4542,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Poales,Poaceae,Festuca,filiformis,Festuca filiformis Pourr.,Festuca filiformis Pourr.,Fijn schapengras,,Regional,,VanLanduyt_etal_2006,Terrestrial,Eurytopic,,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4543,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Poales,Poaceae,Festuca,gigantea,Festuca gigantea (L.) Vill.,Festuca gigantea (L.) Vill.,Reuzenzwenkgras,,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4544,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Poales,Poaceae,Festuca,juncifolia,Festuca juncifolia St-Amans,Festuca juncifolia St-Amans,Duinzwenkgras,,Regional,,VanLanduyt_etal_2006,Terrestrial,Dunes,,Cuddly,Longlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Bedreigd,EN,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4545,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Poales,Poaceae,Festuca,pratensis,Festuca pratensis Huds.,Festuca pratensis Huds.,Beemdlangbloem,,Regional,,VanLanduyt_etal_2006,Terrestrial,Grasslands,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4546,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Poales,Poaceae,Festuca,rubra,Festuca rubra L.,Festuca rubra L.,Rood zwenkgras,LC,Regional,,VanLanduyt_etal_2006,Terrestrial,Eurytopic,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4547,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Asterales,Asteraceae,Filago,arvensis,Filago arvensis L.,Filago arvensis L.,Akkerviltkruid,,Regional,,VanLanduyt_etal_2006,Terrestrial,Agriculture,,Cuddly,Shortlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Verdwenen uit Vlaanderen en het Brussels Gewest,Verdwenen uit Vlaanderen en het Brussels Gewest,RE,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4548,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Asterales,Asteraceae,Filago,lutescens,Filago lutescens Jord.,Filago lutescens Jord.,Geel viltkruid,,Regional,,VanLanduyt_etal_2006,Terrestrial,Agriculture,,Cuddly,Shortlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Verdwenen uit Vlaanderen en het Brussels Gewest,Verdwenen uit Vlaanderen en het Brussels Gewest,RE,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4549,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Asterales,Asteraceae,Filago,minima,Filago minima (Smith) Pers.,Filago minima (Smith) Pers.,Dwergviltkruid,,Regional,,VanLanduyt_etal_2006,Terrestrial,Agriculture,,Cuddly,Shortlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Kwetsbaar,VU,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4550,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Asterales,Asteraceae,Filago,vulgaris,Filago vulgaris Lam.,Filago vulgaris Lam.,Duits viltkruid,,Regional,,VanLanduyt_etal_2006,Terrestrial,Agriculture,,Cuddly,Shortlived,Mobile,Oligotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Met verdwijning bedreigd,Met verdwijning bedreigd,CR,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4551,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Filipendula,ulmaria,Filipendula ulmaria (L.) Maxim.,Filipendula ulmaria (L.) Maxim.,Moerasspirea,,Regional,,VanLanduyt_etal_2006,Terrestrial,Eurytopic,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4552,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Fragaria,moschata,Fragaria moschata Weston,Fragaria moschata Weston,Grote bosaardbei,LC,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Bedreigd,EN,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4553,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Fragaria,vesca,Fragaria vesca L.,Fragaria vesca L.,Bosaardbei,LC,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,Grasslands,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4554,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Rhamnales,Rhamnaceae,Frangula,alnus,Frangula alnus Mill.,Frangula alnus Mill.,Sporkehout,,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4555,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Oleales,Oleaceae,Fraxinus,excelsior,Fraxinus excelsior L.,Fraxinus excelsior L.,Es,,Regional,,VanLanduyt_etal_2006,Terrestrial,Woodlands,,Cuddly,Longlived,Mobile,Eutrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:PLA:2006:4556,VascularPlants,2006,Plantae,Tracheophyta,Spermatopsida,Liliales,Liliaceae,Fritillaria,meleagris,Fritillaria meleagris L.,Fritillaria meleagris L.,Kievitsbloem,,Regional,,VanLanduyt_etal_2006,Terrestrial,Grasslands,,Cuddly,Longlived,Mobile,Mesotrophic,Plant,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Verdwenen uit Vlaanderen en het Brussels Gewest,Verdwenen uit Vlaanderen en het Brussels Gewest,RE,to complete,nl,validated
